Temperature (K)	Pressure (atm)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
199.00	1.4083	0.086154	11.607	2.5028	4.1591	100.69	12.473	20.786	830.83	-0.11460	15.095	0.11761	vapor
199.50	1.4083	0.085939	11.636	2.5091	4.1695	100.74	12.473	20.786	831.87	-0.11461	15.120	0.11781	vapor
200.00	1.4083	0.085724	11.665	2.5153	4.1799	100.80	12.473	20.786	832.91	-0.11462	15.145	0.11802	vapor
200.50	1.4083	0.085511	11.694	2.5215	4.1903	100.85	12.473	20.786	833.95	-0.11463	15.171	0.11822	vapor
201.00	1.4083	0.085298	11.724	2.5278	4.2007	100.90	12.473	20.786	834.98	-0.11463	15.196	0.11842	vapor
201.50	1.4083	0.085087	11.753	2.5340	4.2111	100.95	12.473	20.786	836.02	-0.11464	15.222	0.11862	vapor
202.00	1.4083	0.084876	11.782	2.5403	4.2214	101.00	12.473	20.786	837.05	-0.11465	15.247	0.11882	vapor
202.50	1.4083	0.084667	11.811	2.5465	4.2318	101.05	12.473	20.786	838.09	-0.11466	15.272	0.11903	vapor
203.00	1.4083	0.084459	11.840	2.5527	4.2422	101.11	12.473	20.786	839.12	-0.11466	15.297	0.11923	vapor
203.50	1.4083	0.084251	11.869	2.5590	4.2526	101.16	12.473	20.786	840.15	-0.11467	15.323	0.11943	vapor
204.00	1.4083	0.084045	11.898	2.5652	4.2630	101.21	12.473	20.786	841.18	-0.11468	15.348	0.11963	vapor
204.50	1.4083	0.083840	11.927	2.5714	4.2734	101.26	12.473	20.786	842.20	-0.11468	15.373	0.11983	vapor
205.00	1.4083	0.083636	11.957	2.5777	4.2838	101.31	12.473	20.786	843.23	-0.11469	15.398	0.12003	vapor
205.50	1.4083	0.083432	11.986	2.5839	4.2942	101.36	12.473	20.786	844.26	-0.11470	15.424	0.12023	vapor
206.00	1.4083	0.083230	12.015	2.5901	4.3046	101.41	12.473	20.786	845.28	-0.11470	15.449	0.12043	vapor
206.50	1.4083	0.083029	12.044	2.5964	4.3150	101.46	12.473	20.786	846.30	-0.11471	15.474	0.12063	vapor
207.00	1.4083	0.082828	12.073	2.6026	4.3254	101.51	12.473	20.786	847.33	-0.11471	15.499	0.12083	vapor
207.50	1.4083	0.082629	12.102	2.6089	4.3358	101.56	12.473	20.786	848.35	-0.11472	15.524	0.12103	vapor
208.00	1.4083	0.082431	12.131	2.6151	4.3462	101.61	12.473	20.786	849.37	-0.11472	15.549	0.12123	vapor
208.50	1.4083	0.082233	12.161	2.6213	4.3566	101.66	12.473	20.786	850.38	-0.11473	15.575	0.12143	vapor
209.00	1.4083	0.082037	12.190	2.6276	4.3670	101.71	12.473	20.786	851.40	-0.11473	15.600	0.12163	vapor
209.50	1.4083	0.081841	12.219	2.6338	4.3773	101.76	12.473	20.786	852.42	-0.11473	15.625	0.12183	vapor
210.00	1.4083	0.081646	12.248	2.6400	4.3877	101.81	12.473	20.786	853.43	-0.11474	15.650	0.12203	vapor
210.50	1.4083	0.081453	12.277	2.6463	4.3981	101.86	12.473	20.786	854.44	-0.11474	15.675	0.12223	vapor
211.00	1.4083	0.081260	12.306	2.6525	4.4085	101.91	12.473	20.786	855.46	-0.11475	15.700	0.12243	vapor
211.50	1.4083	0.081068	12.335	2.6587	4.4189	101.96	12.473	20.786	856.47	-0.11475	15.725	0.12263	vapor
212.00	1.4083	0.080877	12.364	2.6650	4.4293	102.01	12.473	20.786	857.48	-0.11475	15.750	0.12283	vapor
212.50	1.4083	0.080687	12.394	2.6712	4.4397	102.06	12.473	20.786	858.49	-0.11476	15.775	0.12303	vapor
213.00	1.4083	0.080498	12.423	2.6775	4.4501	102.10	12.473	20.786	859.49	-0.11476	15.800	0.12322	vapor
213.50	1.4083	0.080309	12.452	2.6837	4.4605	102.15	12.473	20.786	860.50	-0.11476	15.825	0.12342	vapor
214.00	1.4083	0.080122	12.481	2.6899	4.4709	102.20	12.473	20.786	861.50	-0.11476	15.850	0.12362	vapor
214.50	1.4083	0.079935	12.510	2.6962	4.4813	102.25	12.473	20.786	862.51	-0.11477	15.875	0.12382	vapor
215.00	1.4083	0.079750	12.539	2.7024	4.4917	102.30	12.473	20.786	863.51	-0.11477	15.899	0.12402	vapor
215.50	1.4083	0.079565	12.568	2.7086	4.5021	102.35	12.473	20.786	864.51	-0.11477	15.924	0.12422	vapor
216.00	1.4083	0.079381	12.597	2.7149	4.5125	102.40	12.473	20.786	865.51	-0.11477	15.949	0.12441	vapor
216.50	1.4083	0.079198	12.627	2.7211	4.5228	102.44	12.473	20.786	866.51	-0.11477	15.974	0.12461	vapor
217.00	1.4083	0.079015	12.656	2.7273	4.5332	102.49	12.473	20.786	867.51	-0.11477	15.999	0.12481	vapor
217.50	1.4083	0.078834	12.685	2.7336	4.5436	102.54	12.473	20.786	868.51	-0.11477	16.024	0.12501	vapor
218.00	1.4083	0.078653	12.714	2.7398	4.5540	102.59	12.473	20.786	869.50	-0.11478	16.049	0.12520	vapor
218.50	1.4083	0.078474	12.743	2.7461	4.5644	102.63	12.473	20.786	870.50	-0.11478	16.073	0.12540	vapor
219.00	1.4083	0.078295	12.772	2.7523	4.5748	102.68	12.473	20.786	871.49	-0.11478	16.098	0.12560	vapor
219.50	1.4083	0.078116	12.801	2.7585	4.5852	102.73	12.473	20.786	872.48	-0.11478	16.123	0.12579	vapor
220.00	1.4083	0.077939	12.831	2.7648	4.5956	102.78	12.473	20.786	873.47	-0.11478	16.148	0.12599	vapor
220.50	1.4083	0.077762	12.860	2.7710	4.6060	102.82	12.473	20.786	874.46	-0.11478	16.172	0.12619	vapor
221.00	1.4083	0.077587	12.889	2.7772	4.6164	102.87	12.473	20.786	875.45	-0.11478	16.197	0.12638	vapor
221.50	1.4083	0.077412	12.918	2.7835	4.6268	102.92	12.473	20.786	876.44	-0.11478	16.222	0.12658	vapor
222.00	1.4083	0.077238	12.947	2.7897	4.6372	102.96	12.473	20.786	877.43	-0.11478	16.246	0.12678	vapor
222.50	1.4083	0.077064	12.976	2.7959	4.6476	103.01	12.473	20.786	878.41	-0.11478	16.271	0.12697	vapor
223.00	1.4083	0.076892	13.005	2.8022	4.6580	103.06	12.473	20.786	879.40	-0.11478	16.296	0.12717	vapor
223.50	1.4083	0.076720	13.034	2.8084	4.6683	103.10	12.473	20.786	880.38	-0.11477	16.320	0.12736	vapor
224.00	1.4083	0.076549	13.064	2.8146	4.6787	103.15	12.473	20.786	881.36	-0.11477	16.345	0.12756	vapor
224.50	1.4083	0.076378	13.093	2.8209	4.6891	103.20	12.473	20.786	882.34	-0.11477	16.369	0.12776	vapor
225.00	1.4083	0.076209	13.122	2.8271	4.6995	103.24	12.473	20.786	883.32	-0.11477	16.394	0.12795	vapor
225.50	1.4083	0.076040	13.151	2.8334	4.7099	103.29	12.473	20.786	884.30	-0.11477	16.419	0.12815	vapor
226.00	1.4083	0.075872	13.180	2.8396	4.7203	103.34	12.473	20.786	885.28	-0.11477	16.443	0.12834	vapor
226.50	1.4083	0.075705	13.209	2.8458	4.7307	103.38	12.473	20.786	886.26	-0.11477	16.468	0.12854	vapor
227.00	1.4083	0.075538	13.238	2.8521	4.7411	103.43	12.473	20.786	887.23	-0.11476	16.492	0.12873	vapor
227.50	1.4083	0.075372	13.268	2.8583	4.7515	103.47	12.473	20.786	888.21	-0.11476	16.517	0.12893	vapor
228.00	1.4083	0.075207	13.297	2.8645	4.7619	103.52	12.473	20.786	889.18	-0.11476	16.541	0.12912	vapor
228.50	1.4083	0.075043	13.326	2.8708	4.7723	103.56	12.473	20.786	890.16	-0.11476	16.566	0.12932	vapor
229.00	1.4083	0.074879	13.355	2.8770	4.7827	103.61	12.473	20.786	891.13	-0.11475	16.590	0.12951	vapor
229.50	1.4083	0.074716	13.384	2.8832	4.7931	103.66	12.473	20.786	892.10	-0.11475	16.615	0.12970	vapor
230.00	1.4083	0.074554	13.413	2.8895	4.8035	103.70	12.473	20.786	893.07	-0.11475	16.639	0.12990	vapor
230.50	1.4083	0.074392	13.442	2.8957	4.8138	103.75	12.473	20.786	894.04	-0.11475	16.663	0.13009	vapor
231.00	1.4083	0.074231	13.471	2.9020	4.8242	103.79	12.473	20.786	895.00	-0.11474	16.688	0.13029	vapor
231.50	1.4083	0.074071	13.501	2.9082	4.8346	103.84	12.473	20.786	895.97	-0.11474	16.712	0.13048	vapor
232.00	1.4083	0.073912	13.530	2.9144	4.8450	103.88	12.473	20.786	896.93	-0.11474	16.737	0.13067	vapor
232.50	1.4083	0.073753	13.559	2.9207	4.8554	103.93	12.473	20.786	897.90	-0.11473	16.761	0.13087	vapor
233.00	1.4083	0.073595	13.588	2.9269	4.8658	103.97	12.473	20.786	898.86	-0.11473	16.785	0.13106	vapor
233.50	1.4083	0.073437	13.617	2.9331	4.8762	104.01	12.473	20.786	899.82	-0.11473	16.810	0.13125	vapor
234.00	1.4083	0.073280	13.646	2.9394	4.8866	104.06	12.473	20.786	900.79	-0.11472	16.834	0.13145	vapor
234.50	1.4083	0.073124	13.675	2.9456	4.8970	104.10	12.473	20.786	901.75	-0.11472	16.858	0.13164	vapor
235.00	1.4083	0.072969	13.704	2.9518	4.9074	104.15	12.473	20.786	902.70	-0.11471	16.883	0.13183	vapor
235.50	1.4083	0.072814	13.734	2.9581	4.9178	104.19	12.473	20.786	903.66	-0.11471	16.907	0.13203	vapor
236.00	1.4083	0.072660	13.763	2.9643	4.9282	104.24	12.473	20.786	904.62	-0.11470	16.931	0.13222	vapor
236.50	1.4083	0.072507	13.792	2.9705	4.9386	104.28	12.473	20.786	905.58	-0.11470	16.955	0.13241	vapor
237.00	1.4083	0.072354	13.821	2.9768	4.9490	104.32	12.473	20.786	906.53	-0.11470	16.980	0.13260	vapor
237.50	1.4083	0.072202	13.850	2.9830	4.9593	104.37	12.473	20.786	907.48	-0.11469	17.004	0.13280	vapor
238.00	1.4083	0.072050	13.879	2.9893	4.9697	104.41	12.473	20.786	908.44	-0.11469	17.028	0.13299	vapor
238.50	1.4083	0.071899	13.908	2.9955	4.9801	104.45	12.473	20.786	909.39	-0.11468	17.052	0.13318	vapor
239.00	1.4083	0.071749	13.938	3.0017	4.9905	104.50	12.473	20.786	910.34	-0.11468	17.076	0.13337	vapor
239.50	1.4083	0.071599	13.967	3.0080	5.0009	104.54	12.473	20.786	911.29	-0.11467	17.101	0.13357	vapor
240.00	1.4083	0.071450	13.996	3.0142	5.0113	104.59	12.473	20.786	912.24	-0.11466	17.125	0.13376	vapor
240.50	1.4083	0.071302	14.025	3.0204	5.0217	104.63	12.473	20.786	913.19	-0.11466	17.149	0.13395	vapor
241.00	1.4083	0.071154	14.054	3.0267	5.0321	104.67	12.473	20.786	914.13	-0.11465	17.173	0.13414	vapor
241.50	1.4083	0.071007	14.083	3.0329	5.0425	104.71	12.473	20.786	915.08	-0.11465	17.197	0.13433	vapor
242.00	1.4083	0.070860	14.112	3.0391	5.0529	104.76	12.473	20.786	916.03	-0.11464	17.221	0.13452	vapor
242.50	1.4083	0.070714	14.141	3.0454	5.0633	104.80	12.473	20.786	916.97	-0.11464	17.245	0.13471	vapor
243.00	1.4083	0.070569	14.171	3.0516	5.0737	104.84	12.473	20.786	917.91	-0.11463	17.269	0.13491	vapor
243.50	1.4083	0.070424	14.200	3.0579	5.0841	104.89	12.473	20.786	918.86	-0.11462	17.293	0.13510	vapor
244.00	1.4083	0.070280	14.229	3.0641	5.0945	104.93	12.473	20.786	919.80	-0.11462	17.317	0.13529	vapor
244.50	1.4083	0.070136	14.258	3.0703	5.1048	104.97	12.473	20.786	920.74	-0.11461	17.341	0.13548	vapor
245.00	1.4083	0.069993	14.287	3.0766	5.1152	105.01	12.473	20.786	921.68	-0.11461	17.365	0.13567	vapor
245.50	1.4083	0.069851	14.316	3.0828	5.1256	105.06	12.473	20.786	922.61	-0.11460	17.389	0.13586	vapor
246.00	1.4083	0.069709	14.345	3.0890	5.1360	105.10	12.473	20.786	923.55	-0.11459	17.413	0.13605	vapor
246.50	1.4083	0.069568	14.374	3.0953	5.1464	105.14	12.473	20.786	924.49	-0.11459	17.437	0.13624	vapor
247.00	1.4083	0.069427	14.404	3.1015	5.1568	105.18	12.473	20.786	925.42	-0.11458	17.461	0.13643	vapor
247.50	1.4083	0.069287	14.433	3.1077	5.1672	105.22	12.473	20.786	926.36	-0.11457	17.485	0.13662	vapor
248.00	1.4083	0.069147	14.462	3.1140	5.1776	105.27	12.473	20.786	927.29	-0.11456	17.509	0.13681	vapor
248.50	1.4083	0.069008	14.491	3.1202	5.1880	105.31	12.473	20.786	928.23	-0.11456	17.533	0.13700	vapor
249.00	1.4083	0.068870	14.520	3.1265	5.1984	105.35	12.473	20.786	929.16	-0.11455	17.557	0.13719	vapor
249.50	1.4083	0.068732	14.549	3.1327	5.2088	105.39	12.473	20.786	930.09	-0.11454	17.581	0.13738	vapor
250.00	1.4083	0.068595	14.578	3.1389	5.2192	105.43	12.473	20.786	931.02	-0.11454	17.605	0.13757	vapor
250.50	1.4083	0.068458	14.608	3.1452	5.2296	105.48	12.473	20.786	931.95	-0.11453	17.629	0.13776	vapor
251.00	1.4083	0.068322	14.637	3.1514	5.2399	105.52	12.473	20.786	932.87	-0.11452	17.652	0.13795	vapor
251.50	1.4083	0.068186	14.666	3.1576	5.2503	105.56	12.473	20.786	933.80	-0.11451	17.676	0.13814	vapor
252.00	1.4083	0.068051	14.695	3.1639	5.2607	105.60	12.473	20.786	934.73	-0.11450	17.700	0.13833	vapor
252.50	1.4083	0.067916	14.724	3.1701	5.2711	105.64	12.473	20.786	935.65	-0.11450	17.724	0.13851	vapor
253.00	1.4083	0.067782	14.753	3.1763	5.2815	105.68	12.473	20.786	936.58	-0.11449	17.748	0.13870	vapor
253.50	1.4083	0.067648	14.782	3.1826	5.2919	105.72	12.473	20.786	937.50	-0.11448	17.772	0.13889	vapor
254.00	1.4083	0.067515	14.811	3.1888	5.3023	105.76	12.473	20.786	938.42	-0.11447	17.795	0.13908	vapor
254.50	1.4083	0.067383	14.841	3.1950	5.3127	105.80	12.473	20.786	939.35	-0.11446	17.819	0.13927	vapor
255.00	1.4083	0.067251	14.870	3.2013	5.3231	105.85	12.473	20.786	940.27	-0.11446	17.843	0.13946	vapor
255.50	1.4083	0.067119	14.899	3.2075	5.3335	105.89	12.473	20.785	941.19	-0.11445	17.867	0.13965	vapor
256.00	1.4083	0.066988	14.928	3.2138	5.3439	105.93	12.473	20.785	942.10	-0.11444	17.890	0.13983	vapor
256.50	1.4083	0.066858	14.957	3.2200	5.3543	105.97	12.473	20.785	943.02	-0.11443	17.914	0.14002	vapor
257.00	1.4083	0.066728	14.986	3.2262	5.3647	106.01	12.473	20.785	943.94	-0.11442	17.938	0.14021	vapor
257.50	1.4083	0.066599	15.015	3.2325	5.3751	106.05	12.473	20.785	944.86	-0.11441	17.961	0.14040	vapor
258.00	1.4083	0.066470	15.044	3.2387	5.3854	106.09	12.473	20.785	945.77	-0.11440	17.985	0.14059	vapor
258.50	1.4083	0.066341	15.074	3.2449	5.3958	106.13	12.473	20.785	946.69	-0.11440	18.009	0.14077	vapor
259.00	1.4083	0.066213	15.103	3.2512	5.4062	106.17	12.473	20.785	947.60	-0.11439	18.032	0.14096	vapor
259.50	1.4083	0.066086	15.132	3.2574	5.4166	106.21	12.473	20.785	948.51	-0.11438	18.056	0.14115	vapor
260.00	1.4083	0.065959	15.161	3.2636	5.4270	106.25	12.473	20.785	949.42	-0.11437	18.080	0.14134	vapor
260.50	1.4083	0.065832	15.190	3.2699	5.4374	106.29	12.473	20.785	950.34	-0.11436	18.103	0.14152	vapor
261.00	1.4083	0.065706	15.219	3.2761	5.4478	106.33	12.473	20.785	951.25	-0.11435	18.127	0.14171	vapor
261.50	1.4083	0.065581	15.248	3.2824	5.4582	106.37	12.473	20.785	952.15	-0.11434	18.150	0.14190	vapor
262.00	1.4083	0.065456	15.278	3.2886	5.4686	106.41	12.473	20.785	953.06	-0.11433	18.174	0.14209	vapor
262.50	1.4083	0.065331	15.307	3.2948	5.4790	106.45	12.473	20.785	953.97	-0.11432	18.197	0.14227	vapor
263.00	1.4083	0.065207	15.336	3.3011	5.4894	106.49	12.473	20.785	954.88	-0.11431	18.221	0.14246	vapor
263.50	1.4083	0.065083	15.365	3.3073	5.4998	106.53	12.473	20.785	955.78	-0.11430	18.245	0.14265	vapor
264.00	1.4083	0.064960	15.394	3.3135	5.5102	106.57	12.473	20.785	956.69	-0.11429	18.268	0.14283	vapor
264.50	1.4083	0.064838	15.423	3.3198	5.5206	106.61	12.473	20.785	957.59	-0.11428	18.292	0.14302	vapor
265.00	1.4083	0.064715	15.452	3.3260	5.5309	106.64	12.473	20.785	958.50	-0.11427	18.315	0.14320	vapor
265.50	1.4083	0.064594	15.481	3.3322	5.5413	106.68	12.473	20.785	959.40	-0.11426	18.339	0.14339	vapor
266.00	1.4083	0.064472	15.511	3.3385	5.5517	106.72	12.473	20.785	960.30	-0.11425	18.362	0.14358	vapor
266.50	1.4083	0.064351	15.540	3.3447	5.5621	106.76	12.473	20.785	961.20	-0.11424	18.385	0.14376	vapor
267.00	1.4083	0.064231	15.569	3.3509	5.5725	106.80	12.473	20.785	962.10	-0.11423	18.409	0.14395	vapor
267.50	1.4083	0.064111	15.598	3.3572	5.5829	106.84	12.473	20.785	963.00	-0.11422	18.432	0.14413	vapor
268.00	1.4083	0.063991	15.627	3.3634	5.5933	106.88	12.473	20.785	963.90	-0.11421	18.456	0.14432	vapor
268.50	1.4083	0.063872	15.656	3.3697	5.6037	106.92	12.473	20.785	964.79	-0.11420	18.479	0.14451	vapor
269.00	1.4083	0.063754	15.685	3.3759	5.6141	106.96	12.473	20.785	965.69	-0.11419	18.503	0.14469	vapor
269.50	1.4083	0.063636	15.714	3.3821	5.6245	106.99	12.473	20.785	966.59	-0.11418	18.526	0.14488	vapor
270.00	1.4083	0.063518	15.744	3.3884	5.6349	107.03	12.473	20.785	967.48	-0.11417	18.549	0.14506	vapor
270.50	1.4083	0.063401	15.773	3.3946	5.6453	107.07	12.473	20.785	968.38	-0.11416	18.573	0.14525	vapor
271.00	1.4083	0.063284	15.802	3.4008	5.6557	107.11	12.473	20.785	969.27	-0.11415	18.596	0.14543	vapor
271.50	1.4083	0.063167	15.831	3.4071	5.6661	107.15	12.473	20.785	970.16	-0.11414	18.619	0.14562	vapor
272.00	1.4083	0.063051	15.860	3.4133	5.6764	107.19	12.473	20.785	971.05	-0.11413	18.643	0.14580	vapor
272.50	1.4083	0.062936	15.889	3.4195	5.6868	107.23	12.473	20.785	971.94	-0.11412	18.666	0.14599	vapor
273.00	1.4083	0.062820	15.918	3.4258	5.6972	107.26	12.473	20.785	972.83	-0.11411	18.689	0.14617	vapor
273.50	1.4083	0.062706	15.948	3.4320	5.7076	107.30	12.473	20.785	973.72	-0.11410	18.713	0.14636	vapor
274.00	1.4083	0.062591	15.977	3.4382	5.7180	107.34	12.473	20.785	974.61	-0.11409	18.736	0.14654	vapor
274.50	1.4083	0.062477	16.006	3.4445	5.7284	107.38	12.473	20.785	975.50	-0.11407	18.759	0.14673	vapor
275.00	1.4083	0.062364	16.035	3.4507	5.7388	107.41	12.473	20.785	976.38	-0.11406	18.782	0.14691	vapor
275.50	1.4083	0.062251	16.064	3.4570	5.7492	107.45	12.473	20.785	977.27	-0.11405	18.806	0.14709	vapor
276.00	1.4083	0.062138	16.093	3.4632	5.7596	107.49	12.473	20.785	978.16	-0.11404	18.829	0.14728	vapor
276.50	1.4083	0.062026	16.122	3.4694	5.7700	107.53	12.473	20.785	979.04	-0.11403	18.852	0.14746	vapor
277.00	1.4083	0.061914	16.151	3.4757	5.7804	107.57	12.473	20.785	979.92	-0.11402	18.875	0.14765	vapor
277.50	1.4083	0.061803	16.181	3.4819	5.7908	107.60	12.473	20.785	980.81	-0.11401	18.899	0.14783	vapor
278.00	1.4083	0.061691	16.210	3.4881	5.8012	107.64	12.473	20.785	981.69	-0.11400	18.922	0.14801	vapor
278.50	1.4083	0.061581	16.239	3.4944	5.8115	107.68	12.473	20.785	982.57	-0.11398	18.945	0.14820	vapor
279.00	1.4083	0.061471	16.268	3.5006	5.8219	107.72	12.473	20.785	983.45	-0.11397	18.968	0.14838	vapor
279.50	1.4083	0.061361	16.297	3.5068	5.8323	107.75	12.473	20.785	984.33	-0.11396	18.991	0.14856	vapor
280.00	1.4083	0.061251	16.326	3.5131	5.8427	107.79	12.473	20.785	985.21	-0.11395	19.014	0.14875	vapor
280.50	1.4083	0.061142	16.355	3.5193	5.8531	107.83	12.473	20.785	986.08	-0.11394	19.038	0.14893	vapor
281.00	1.4083	0.061033	16.384	3.5256	5.8635	107.86	12.473	20.785	986.96	-0.11393	19.061	0.14911	vapor
281.50	1.4083	0.060925	16.414	3.5318	5.8739	107.90	12.473	20.785	987.84	-0.11391	19.084	0.14930	vapor
282.00	1.4083	0.060817	16.443	3.5380	5.8843	107.94	12.473	20.785	988.71	-0.11390	19.107	0.14948	vapor
282.50	1.4083	0.060710	16.472	3.5443	5.8947	107.97	12.473	20.785	989.59	-0.11389	19.130	0.14966	vapor
283.00	1.4083	0.060602	16.501	3.5505	5.9051	108.01	12.473	20.785	990.46	-0.11388	19.153	0.14985	vapor
283.50	1.4083	0.060496	16.530	3.5567	5.9155	108.05	12.473	20.785	991.34	-0.11387	19.176	0.15003	vapor
284.00	1.4083	0.060389	16.559	3.5630	5.9259	108.08	12.473	20.785	992.21	-0.11385	19.199	0.15021	vapor
284.50	1.4083	0.060283	16.588	3.5692	5.9363	108.12	12.473	20.785	993.08	-0.11384	19.222	0.15039	vapor
285.00	1.4083	0.060177	16.618	3.5754	5.9467	108.16	12.473	20.785	993.95	-0.11383	19.245	0.15058	vapor
285.50	1.4083	0.060072	16.647	3.5817	5.9570	108.19	12.473	20.785	994.82	-0.11382	19.268	0.15076	vapor
286.00	1.4083	0.059967	16.676	3.5879	5.9674	108.23	12.473	20.785	995.69	-0.11381	19.291	0.15094	vapor
286.50	1.4083	0.059863	16.705	3.5941	5.9778	108.27	12.473	20.785	996.56	-0.11379	19.314	0.15112	vapor
287.00	1.4083	0.059758	16.734	3.6004	5.9882	108.30	12.473	20.785	997.43	-0.11378	19.337	0.15131	vapor
287.50	1.4083	0.059655	16.763	3.6066	5.9986	108.34	12.473	20.785	998.30	-0.11377	19.360	0.15149	vapor
288.00	1.4083	0.059551	16.792	3.6129	6.0090	108.37	12.473	20.785	999.16	-0.11376	19.383	0.15167	vapor
288.50	1.4083	0.059448	16.821	3.6191	6.0194	108.41	12.473	20.785	1000.0	-0.11374	19.406	0.15185	vapor
289.00	1.4083	0.059345	16.851	3.6253	6.0298	108.45	12.473	20.785	1000.9	-0.11373	19.429	0.15203	vapor
289.50	1.4083	0.059243	16.880	3.6316	6.0402	108.48	12.473	20.785	1001.8	-0.11372	19.452	0.15221	vapor
290.00	1.4083	0.059141	16.909	3.6378	6.0506	108.52	12.473	20.785	1002.6	-0.11371	19.475	0.15240	vapor
290.50	1.4083	0.059039	16.938	3.6440	6.0610	108.55	12.473	20.785	1003.5	-0.11369	19.498	0.15258	vapor
291.00	1.4083	0.058938	16.967	3.6503	6.0714	108.59	12.473	20.785	1004.3	-0.11368	19.521	0.15276	vapor
291.50	1.4083	0.058837	16.996	3.6565	6.0818	108.63	12.473	20.785	1005.2	-0.11367	19.544	0.15294	vapor
292.00	1.4083	0.058736	17.025	3.6627	6.0922	108.66	12.473	20.785	1006.1	-0.11366	19.567	0.15312	vapor
292.50	1.4083	0.058636	17.054	3.6690	6.1025	108.70	12.473	20.785	1006.9	-0.11364	19.589	0.15330	vapor
293.00	1.4083	0.058536	17.084	3.6752	6.1129	108.73	12.473	20.785	1007.8	-0.11363	19.612	0.15348	vapor
293.50	1.4083	0.058436	17.113	3.6814	6.1233	108.77	12.473	20.785	1008.6	-0.11362	19.635	0.15366	vapor
294.00	1.4083	0.058337	17.142	3.6877	6.1337	108.80	12.473	20.785	1009.5	-0.11361	19.658	0.15384	vapor
294.50	1.4083	0.058238	17.171	3.6939	6.1441	108.84	12.473	20.785	1010.4	-0.11359	19.681	0.15402	vapor
295.00	1.4083	0.058139	17.200	3.7002	6.1545	108.87	12.473	20.785	1011.2	-0.11358	19.704	0.15421	vapor
295.50	1.4083	0.058041	17.229	3.7064	6.1649	108.91	12.473	20.785	1012.1	-0.11357	19.726	0.15439	vapor
296.00	1.4083	0.057943	17.258	3.7126	6.1753	108.94	12.473	20.785	1012.9	-0.11355	19.749	0.15457	vapor
296.50	1.4083	0.057845	17.288	3.7189	6.1857	108.98	12.473	20.785	1013.8	-0.11354	19.772	0.15475	vapor
297.00	1.4083	0.057748	17.317	3.7251	6.1961	109.01	12.473	20.785	1014.6	-0.11353	19.795	0.15493	vapor
297.50	1.4083	0.057651	17.346	3.7313	6.2065	109.05	12.473	20.785	1015.5	-0.11351	19.818	0.15511	vapor
298.00	1.4083	0.057554	17.375	3.7376	6.2169	109.08	12.473	20.785	1016.3	-0.11350	19.840	0.15529	vapor
298.50	1.4083	0.057458	17.404	3.7438	6.2273	109.12	12.473	20.785	1017.2	-0.11349	19.863	0.15547	vapor
299.00	1.4083	0.057362	17.433	3.7500	6.2376	109.15	12.472	20.785	1018.0	-0.11347	19.886	0.15565	vapor
299.50	1.4083	0.057266	17.462	3.7563	6.2480	109.19	12.472	20.785	1018.9	-0.11346	19.908	0.15583	vapor
300.00	1.4083	0.057171	17.491	3.7625	6.2584	109.22	12.472	20.785	1019.7	-0.11345	19.931	0.15601	vapor
