Temperature (K)	Pressure (atm)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
17.500	1.3402	0.93655	1.0677	0.23581	0.38080	50.382	12.498	21.191	247.44	0.23891	3.3006	0.024193	vapor
18.000	1.3402	0.90989	1.0990	0.24215	0.39139	50.979	12.498	21.169	250.99	0.22669	3.3610	0.024616	vapor
18.500	1.3402	0.88474	1.1303	0.24848	0.40197	51.558	12.498	21.148	254.48	0.21512	3.4207	0.025035	vapor
19.000	1.3402	0.86098	1.1615	0.25482	0.41254	52.122	12.498	21.129	257.92	0.20415	3.4797	0.025449	vapor
19.500	1.3402	0.83847	1.1926	0.26114	0.42310	52.671	12.498	21.111	261.32	0.19375	3.5381	0.025859	vapor
20.000	1.3402	0.81714	1.2238	0.26747	0.43365	53.205	12.498	21.095	264.66	0.18386	3.5958	0.026265	vapor
20.500	1.3402	0.79688	1.2549	0.27378	0.44420	53.726	12.498	21.080	267.97	0.17445	3.6529	0.026667	vapor
21.000	1.3402	0.77761	1.2860	0.28010	0.45473	54.233	12.498	21.065	271.22	0.16549	3.7095	0.027065	vapor
21.500	1.3402	0.75927	1.3170	0.28641	0.46526	54.729	12.498	21.052	274.44	0.15695	3.7654	0.027461	vapor
22.000	1.3402	0.74179	1.3481	0.29272	0.47579	55.213	12.497	21.040	277.62	0.14880	3.8208	0.027853	vapor
22.500	1.3402	0.72511	1.3791	0.29902	0.48630	55.686	12.497	21.028	280.76	0.14101	3.8756	0.028241	vapor
23.000	1.3402	0.70917	1.4101	0.30532	0.49682	56.148	12.497	21.018	283.86	0.13357	3.9300	0.028627	vapor
23.500	1.3402	0.69392	1.4411	0.31162	0.50732	56.600	12.497	21.007	286.93	0.12644	3.9838	0.029010	vapor
24.000	1.3402	0.67933	1.4720	0.31792	0.51782	57.042	12.496	20.998	289.96	0.11962	4.0371	0.029390	vapor
24.500	1.3402	0.66534	1.5030	0.32421	0.52832	57.475	12.496	20.989	292.96	0.11308	4.0900	0.029767	vapor
25.000	1.3402	0.65192	1.5339	0.33051	0.53881	57.899	12.496	20.981	295.93	0.10681	4.1424	0.030142	vapor
25.500	1.3402	0.63904	1.5648	0.33680	0.54930	58.314	12.495	20.973	298.86	0.10079	4.1943	0.030514	vapor
26.000	1.3402	0.62667	1.5957	0.34308	0.55978	58.721	12.495	20.965	301.77	0.095009	4.2458	0.030884	vapor
26.500	1.3402	0.61477	1.6266	0.34937	0.57027	59.120	12.495	20.958	304.65	0.089453	4.2969	0.031251	vapor
27.000	1.3402	0.60331	1.6575	0.35565	0.58074	59.512	12.495	20.952	307.50	0.084109	4.3476	0.031617	vapor
27.500	1.3402	0.59228	1.6884	0.36194	0.59122	59.896	12.494	20.945	310.32	0.078967	4.3978	0.031980	vapor
28.000	1.3402	0.58165	1.7192	0.36822	0.60169	60.274	12.494	20.939	313.12	0.074015	4.4477	0.032340	vapor
28.500	1.3402	0.57140	1.7501	0.37450	0.61216	60.644	12.494	20.934	315.89	0.069245	4.4972	0.032699	vapor
29.000	1.3402	0.56151	1.7809	0.38077	0.62262	61.008	12.493	20.928	318.64	0.064647	4.5463	0.033056	vapor
29.500	1.3402	0.55195	1.8118	0.38705	0.63308	61.366	12.493	20.923	321.36	0.060212	4.5951	0.033411	vapor
30.000	1.3402	0.54272	1.8426	0.39333	0.64355	61.718	12.493	20.918	324.05	0.055933	4.6435	0.033764	vapor
30.500	1.3402	0.53379	1.8734	0.39960	0.65400	62.063	12.492	20.914	326.73	0.051801	4.6916	0.034115	vapor
31.000	1.3402	0.52516	1.9042	0.40587	0.66446	62.403	12.492	20.909	329.38	0.047810	4.7394	0.034464	vapor
31.500	1.3402	0.51680	1.9350	0.41214	0.67491	62.738	12.492	20.905	332.01	0.043954	4.7868	0.034811	vapor
32.000	1.3402	0.50870	1.9658	0.41841	0.68536	63.067	12.491	20.901	334.62	0.040226	4.8339	0.035157	vapor
32.500	1.3402	0.50086	1.9966	0.42468	0.69581	63.391	12.491	20.897	337.21	0.036620	4.8807	0.035501	vapor
33.000	1.3402	0.49326	2.0273	0.43095	0.70626	63.710	12.491	20.894	339.78	0.033131	4.9272	0.035843	vapor
33.500	1.3402	0.48588	2.0581	0.43722	0.71671	64.024	12.491	20.890	342.33	0.029753	4.9734	0.036184	vapor
34.000	1.3402	0.47872	2.0889	0.44348	0.72715	64.334	12.490	20.887	344.86	0.026482	5.0193	0.036524	vapor
34.500	1.3402	0.47178	2.1196	0.44975	0.73759	64.639	12.490	20.884	347.37	0.023314	5.0649	0.036861	vapor
35.000	1.3402	0.46503	2.1504	0.45601	0.74804	64.939	12.490	20.881	349.86	0.020243	5.1103	0.037198	vapor
35.500	1.3402	0.45847	2.1811	0.46228	0.75848	65.235	12.489	20.878	352.33	0.017266	5.1554	0.037532	vapor
36.000	1.3402	0.45210	2.2119	0.46854	0.76891	65.527	12.489	20.875	354.79	0.014378	5.2002	0.037866	vapor
36.500	1.3402	0.44590	2.2426	0.47480	0.77935	65.815	12.489	20.872	357.23	0.011577	5.2447	0.038198	vapor
37.000	1.3402	0.43987	2.2734	0.48106	0.78979	66.099	12.489	20.870	359.65	0.0088583	5.2891	0.038528	vapor
37.500	1.3402	0.43401	2.3041	0.48732	0.80022	66.379	12.488	20.867	362.06	0.0062190	5.3331	0.038857	vapor
38.000	1.3402	0.42830	2.3348	0.49358	0.81065	66.656	12.488	20.865	364.45	0.0036558	5.3769	0.039185	vapor
38.500	1.3402	0.42273	2.3656	0.49984	0.82108	66.928	12.488	20.863	366.82	0.0011659	5.4205	0.039512	vapor
39.000	1.3402	0.41731	2.3963	0.50610	0.83152	67.198	12.488	20.860	369.18	-0.0012537	5.4639	0.039837	vapor
39.500	1.3402	0.41203	2.4270	0.51236	0.84195	67.463	12.488	20.858	371.52	-0.0036055	5.5070	0.040161	vapor
40.000	1.3402	0.40688	2.4577	0.51862	0.85237	67.726	12.487	20.856	373.85	-0.0058922	5.5499	0.040484	vapor
40.500	1.3402	0.40186	2.4884	0.52488	0.86280	67.985	12.487	20.854	376.16	-0.0081162	5.5926	0.040806	vapor
41.000	1.3402	0.39696	2.5191	0.53113	0.87323	68.241	12.487	20.852	378.46	-0.010280	5.6351	0.041126	vapor
41.500	1.3402	0.39218	2.5498	0.53739	0.88365	68.493	12.487	20.851	380.75	-0.012385	5.6773	0.041445	vapor
42.000	1.3402	0.38752	2.5805	0.54364	0.89408	68.743	12.486	20.849	383.02	-0.014434	5.7194	0.041764	vapor
42.500	1.3402	0.38296	2.6112	0.54990	0.90450	68.990	12.486	20.847	385.28	-0.016430	5.7612	0.042081	vapor
43.000	1.3402	0.37851	2.6419	0.55615	0.91493	69.234	12.486	20.846	387.52	-0.018373	5.8029	0.042397	vapor
43.500	1.3402	0.37416	2.6726	0.56241	0.92535	69.475	12.486	20.844	389.75	-0.020265	5.8443	0.042711	vapor
44.000	1.3402	0.36991	2.7033	0.56866	0.93577	69.713	12.486	20.843	391.97	-0.022109	5.8856	0.043025	vapor
44.500	1.3402	0.36576	2.7340	0.57492	0.94619	69.948	12.485	20.841	394.18	-0.023907	5.9267	0.043338	vapor
45.000	1.3402	0.36170	2.7647	0.58117	0.95661	70.181	12.485	20.840	396.37	-0.025658	5.9676	0.043650	vapor
45.500	1.3402	0.35773	2.7954	0.58742	0.96703	70.412	12.485	20.838	398.55	-0.027366	6.0083	0.043960	vapor
46.000	1.3402	0.35385	2.8261	0.59367	0.97745	70.639	12.485	20.837	400.72	-0.029032	6.0488	0.044270	vapor
46.500	1.3402	0.35005	2.8568	0.59992	0.98787	70.865	12.485	20.836	402.88	-0.030657	6.0892	0.044579	vapor
47.000	1.3402	0.34633	2.8874	0.60618	0.99829	71.087	12.485	20.835	405.02	-0.032242	6.1294	0.044887	vapor
47.500	1.3402	0.34269	2.9181	0.61243	1.0087	71.308	12.484	20.833	407.16	-0.033788	6.1694	0.045193	vapor
48.000	1.3402	0.33912	2.9488	0.61868	1.0191	71.526	12.484	20.832	409.28	-0.035298	6.2093	0.045499	vapor
48.500	1.3402	0.33563	2.9795	0.62493	1.0295	71.742	12.484	20.831	411.39	-0.036772	6.2490	0.045804	vapor
49.000	1.3402	0.33221	3.0101	0.63118	1.0400	71.956	12.484	20.830	413.49	-0.038211	6.2885	0.046108	vapor
49.500	1.3402	0.32886	3.0408	0.63743	1.0504	72.167	12.484	20.829	415.58	-0.039616	6.3279	0.046411	vapor
50.000	1.3402	0.32558	3.0715	0.64368	1.0608	72.376	12.484	20.828	417.66	-0.040988	6.3671	0.046713	vapor
50.500	1.3402	0.32236	3.1021	0.64993	1.0712	72.584	12.484	20.827	419.73	-0.042329	6.4062	0.047015	vapor
51.000	1.3402	0.31920	3.1328	0.65618	1.0816	72.789	12.483	20.826	421.79	-0.043639	6.4451	0.047315	vapor
51.500	1.3402	0.31611	3.1635	0.66242	1.0920	72.992	12.483	20.825	423.84	-0.044920	6.4839	0.047614	vapor
52.000	1.3402	0.31307	3.1941	0.66867	1.1024	73.193	12.483	20.824	425.88	-0.046171	6.5225	0.047913	vapor
52.500	1.3402	0.31010	3.2248	0.67492	1.1128	73.392	12.483	20.823	427.91	-0.047395	6.5610	0.048211	vapor
53.000	1.3402	0.30718	3.2554	0.68117	1.1233	73.590	12.483	20.823	429.93	-0.048591	6.5993	0.048508	vapor
53.500	1.3402	0.30431	3.2861	0.68742	1.1337	73.785	12.483	20.822	431.94	-0.049761	6.6376	0.048804	vapor
54.000	1.3402	0.30150	3.3168	0.69366	1.1441	73.979	12.483	20.821	433.94	-0.050905	6.6756	0.049100	vapor
54.500	1.3402	0.29874	3.3474	0.69991	1.1545	74.171	12.482	20.820	435.93	-0.052025	6.7136	0.049395	vapor
55.000	1.3402	0.29603	3.3781	0.70616	1.1649	74.361	12.482	20.819	437.91	-0.053120	6.7514	0.049688	vapor
55.500	1.3402	0.29336	3.4087	0.71240	1.1753	74.549	12.482	20.819	439.89	-0.054192	6.7891	0.049981	vapor
56.000	1.3402	0.29075	3.4394	0.71865	1.1857	74.736	12.482	20.818	441.85	-0.055240	6.8266	0.050274	vapor
56.500	1.3402	0.28818	3.4700	0.72490	1.1961	74.921	12.482	20.817	443.81	-0.056267	6.8640	0.050565	vapor
57.000	1.3402	0.28566	3.5007	0.73114	1.2065	75.105	12.482	20.817	445.75	-0.057272	6.9013	0.050856	vapor
57.500	1.3402	0.28318	3.5313	0.73739	1.2169	75.286	12.482	20.816	447.69	-0.058256	6.9385	0.051146	vapor
58.000	1.3402	0.28074	3.5620	0.74364	1.2273	75.467	12.482	20.815	449.62	-0.059219	6.9756	0.051436	vapor
58.500	1.3402	0.27835	3.5926	0.74988	1.2378	75.645	12.481	20.815	451.54	-0.060163	7.0125	0.051724	vapor
59.000	1.3402	0.27599	3.6233	0.75613	1.2482	75.822	12.481	20.814	453.46	-0.061087	7.0493	0.052012	vapor
59.500	1.3402	0.27368	3.6539	0.76237	1.2586	75.998	12.481	20.814	455.36	-0.061992	7.0860	0.052299	vapor
60.000	1.3402	0.27140	3.6846	0.76862	1.2690	76.172	12.481	20.813	457.26	-0.062879	7.1226	0.052586	vapor
60.500	1.3402	0.26916	3.7152	0.77486	1.2794	76.345	12.481	20.812	459.15	-0.063749	7.1591	0.052872	vapor
61.000	1.3402	0.26696	3.7459	0.78111	1.2898	76.516	12.481	20.812	461.03	-0.064600	7.1955	0.053157	vapor
61.500	1.3402	0.26480	3.7765	0.78735	1.3002	76.686	12.481	20.811	462.91	-0.065435	7.2318	0.053441	vapor
62.000	1.3402	0.26266	3.8071	0.79360	1.3106	76.855	12.481	20.811	464.77	-0.066253	7.2679	0.053725	vapor
62.500	1.3402	0.26057	3.8378	0.79984	1.3210	77.022	12.481	20.810	466.63	-0.067055	7.3040	0.054008	vapor
63.000	1.3402	0.25850	3.8684	0.80608	1.3314	77.188	12.481	20.810	468.48	-0.067842	7.3399	0.054291	vapor
63.500	1.3402	0.25647	3.8991	0.81233	1.3418	77.352	12.480	20.809	470.33	-0.068613	7.3758	0.054573	vapor
64.000	1.3402	0.25447	3.9297	0.81857	1.3522	77.515	12.480	20.809	472.17	-0.069369	7.4115	0.054854	vapor
64.500	1.3402	0.25250	3.9603	0.82482	1.3626	77.677	12.480	20.809	474.00	-0.070111	7.4471	0.055135	vapor
65.000	1.3402	0.25056	3.9910	0.83106	1.3730	77.838	12.480	20.808	475.82	-0.070838	7.4827	0.055415	vapor
65.500	1.3402	0.24866	4.0216	0.83730	1.3834	77.997	12.480	20.808	477.63	-0.071552	7.5181	0.055694	vapor
66.000	1.3402	0.24678	4.0523	0.84355	1.3938	78.156	12.480	20.807	479.44	-0.072252	7.5535	0.055973	vapor
66.500	1.3402	0.24492	4.0829	0.84979	1.4042	78.313	12.480	20.807	481.25	-0.072939	7.5887	0.056251	vapor
67.000	1.3402	0.24310	4.1135	0.85603	1.4146	78.469	12.480	20.806	483.04	-0.073613	7.6239	0.056528	vapor
67.500	1.3402	0.24130	4.1442	0.86227	1.4250	78.623	12.480	20.806	484.83	-0.074275	7.6589	0.056805	vapor
68.000	1.3402	0.23953	4.1748	0.86852	1.4355	78.777	12.480	20.806	486.61	-0.074924	7.6939	0.057081	vapor
68.500	1.3402	0.23779	4.2054	0.87476	1.4459	78.929	12.480	20.805	488.39	-0.075561	7.7288	0.057357	vapor
69.000	1.3402	0.23607	4.2361	0.88100	1.4563	79.081	12.480	20.805	490.16	-0.076187	7.7636	0.057632	vapor
69.500	1.3402	0.23437	4.2667	0.88725	1.4667	79.231	12.479	20.805	491.92	-0.076801	7.7983	0.057907	vapor
70.000	1.3402	0.23270	4.2973	0.89349	1.4771	79.380	12.479	20.804	493.68	-0.077404	7.8329	0.058181	vapor
70.500	1.3402	0.23106	4.3280	0.89973	1.4875	79.528	12.479	20.804	495.43	-0.077996	7.8674	0.058454	vapor
71.000	1.3402	0.22943	4.3586	0.90597	1.4979	79.675	12.479	20.804	497.17	-0.078577	7.9019	0.058727	vapor
71.500	1.3402	0.22783	4.3892	0.91221	1.5083	79.821	12.479	20.803	498.91	-0.079148	7.9362	0.059000	vapor
72.000	1.3402	0.22625	4.4199	0.91846	1.5187	79.966	12.479	20.803	500.64	-0.079709	7.9705	0.059271	vapor
72.500	1.3402	0.22469	4.4505	0.92470	1.5291	80.110	12.479	20.803	502.37	-0.080260	8.0047	0.059543	vapor
73.000	1.3402	0.22316	4.4811	0.93094	1.5395	80.253	12.479	20.802	504.09	-0.080801	8.0388	0.059813	vapor
73.500	1.3402	0.22164	4.5117	0.93718	1.5499	80.395	12.479	20.802	505.80	-0.081332	8.0729	0.060084	vapor
74.000	1.3402	0.22015	4.5424	0.94342	1.5603	80.536	12.479	20.802	507.51	-0.081854	8.1068	0.060353	vapor
74.500	1.3402	0.21867	4.5730	0.94966	1.5707	80.676	12.479	20.802	509.21	-0.082368	8.1407	0.060622	vapor
75.000	1.3402	0.21722	4.6036	0.95591	1.5811	80.815	12.479	20.801	510.91	-0.082872	8.1745	0.060891	vapor
75.500	1.3402	0.21578	4.6343	0.96215	1.5915	80.953	12.479	20.801	512.60	-0.083367	8.2082	0.061159	vapor
76.000	1.3402	0.21437	4.6649	0.96839	1.6019	81.091	12.479	20.801	514.28	-0.083854	8.2419	0.061427	vapor
76.500	1.3402	0.21297	4.6955	0.97463	1.6123	81.227	12.478	20.800	515.96	-0.084333	8.2754	0.061694	vapor
77.000	1.3402	0.21159	4.7261	0.98087	1.6227	81.363	12.478	20.800	517.64	-0.084803	8.3089	0.061960	vapor
77.500	1.3402	0.21023	4.7568	0.98711	1.6331	81.497	12.478	20.800	519.31	-0.085266	8.3424	0.062226	vapor
78.000	1.3402	0.20888	4.7874	0.99335	1.6435	81.631	12.478	20.800	520.97	-0.085720	8.3757	0.062492	vapor
78.500	1.3402	0.20755	4.8180	0.99959	1.6539	81.764	12.478	20.800	522.63	-0.086167	8.4090	0.062757	vapor
79.000	1.3402	0.20624	4.8486	1.0058	1.6643	81.896	12.478	20.799	524.28	-0.086607	8.4422	0.063022	vapor
79.500	1.3402	0.20495	4.8793	1.0121	1.6747	82.027	12.478	20.799	525.93	-0.087039	8.4754	0.063286	vapor
80.000	1.3402	0.20367	4.9099	1.0183	1.6851	82.158	12.478	20.799	527.58	-0.087464	8.5084	0.063549	vapor
80.500	1.3402	0.20241	4.9405	1.0246	1.6955	82.287	12.478	20.799	529.21	-0.087882	8.5415	0.063813	vapor
81.000	1.3402	0.20116	4.9711	1.0308	1.7059	82.416	12.478	20.798	530.85	-0.088292	8.5744	0.064075	vapor
81.500	1.3402	0.19993	5.0018	1.0370	1.7163	82.544	12.478	20.798	532.47	-0.088697	8.6073	0.064338	vapor
82.000	1.3402	0.19871	5.0324	1.0433	1.7267	82.671	12.478	20.798	534.10	-0.089094	8.6401	0.064599	vapor
82.500	1.3402	0.19751	5.0630	1.0495	1.7371	82.798	12.478	20.798	535.71	-0.089485	8.6728	0.064861	vapor
83.000	1.3402	0.19632	5.0936	1.0558	1.7475	82.923	12.478	20.798	537.33	-0.089870	8.7055	0.065122	vapor
83.500	1.3402	0.19515	5.1243	1.0620	1.7579	83.048	12.478	20.797	538.94	-0.090248	8.7381	0.065382	vapor
84.000	1.3402	0.19399	5.1549	1.0682	1.7683	83.172	12.478	20.797	540.54	-0.090620	8.7707	0.065642	vapor
84.500	1.3402	0.19285	5.1855	1.0745	1.7787	83.296	12.478	20.797	542.14	-0.090987	8.8031	0.065902	vapor
85.000	1.3402	0.19171	5.2161	1.0807	1.7891	83.418	12.478	20.797	543.73	-0.091347	8.8356	0.066161	vapor
85.500	1.3402	0.19059	5.2467	1.0870	1.7995	83.540	12.477	20.797	545.32	-0.091702	8.8679	0.066419	vapor
86.000	1.3402	0.18949	5.2774	1.0932	1.8099	83.662	12.477	20.796	546.91	-0.092051	8.9002	0.066677	vapor
86.500	1.3402	0.18840	5.3080	1.0994	1.8203	83.782	12.477	20.796	548.49	-0.092394	8.9325	0.066935	vapor
87.000	1.3402	0.18731	5.3386	1.1057	1.8307	83.902	12.477	20.796	550.06	-0.092732	8.9647	0.067193	vapor
87.500	1.3402	0.18625	5.3692	1.1119	1.8411	84.021	12.477	20.796	551.63	-0.093065	8.9968	0.067450	vapor
88.000	1.3402	0.18519	5.3999	1.1182	1.8515	84.140	12.477	20.796	553.20	-0.093392	9.0289	0.067706	vapor
88.500	1.3402	0.18415	5.4305	1.1244	1.8618	84.258	12.477	20.796	554.76	-0.093714	9.0609	0.067962	vapor
89.000	1.3402	0.18311	5.4611	1.1306	1.8722	84.375	12.477	20.796	556.32	-0.094031	9.0928	0.068218	vapor
89.500	1.3402	0.18209	5.4917	1.1369	1.8826	84.491	12.477	20.795	557.87	-0.094344	9.1247	0.068473	vapor
90.000	1.3402	0.18108	5.5223	1.1431	1.8930	84.607	12.477	20.795	559.42	-0.094651	9.1566	0.068728	vapor
90.500	1.3402	0.18008	5.5530	1.1494	1.9034	84.722	12.477	20.795	560.97	-0.094954	9.1883	0.068982	vapor
91.000	1.3402	0.17910	5.5836	1.1556	1.9138	84.837	12.477	20.795	562.51	-0.095252	9.2201	0.069236	vapor
91.500	1.3402	0.17812	5.6142	1.1618	1.9242	84.951	12.477	20.795	564.04	-0.095545	9.2517	0.069490	vapor
92.000	1.3402	0.17715	5.6448	1.1681	1.9346	85.064	12.477	20.795	565.57	-0.095834	9.2834	0.069743	vapor
92.500	1.3402	0.17620	5.6754	1.1743	1.9450	85.177	12.477	20.795	567.10	-0.096118	9.3149	0.069996	vapor
93.000	1.3402	0.17525	5.7060	1.1806	1.9554	85.289	12.477	20.794	568.63	-0.096398	9.3464	0.070249	vapor
93.500	1.3402	0.17432	5.7367	1.1868	1.9658	85.400	12.477	20.794	570.15	-0.096674	9.3779	0.070501	vapor
94.000	1.3402	0.17339	5.7673	1.1930	1.9762	85.511	12.477	20.794	571.66	-0.096945	9.4093	0.070752	vapor
94.500	1.3402	0.17248	5.7979	1.1993	1.9866	85.622	12.477	20.794	573.17	-0.097213	9.4407	0.071004	vapor
95.000	1.3402	0.17157	5.8285	1.2055	1.9970	85.731	12.477	20.794	574.68	-0.097476	9.4720	0.071254	vapor
95.500	1.3402	0.17067	5.8591	1.2117	2.0074	85.841	12.477	20.794	576.18	-0.097736	9.5033	0.071505	vapor
96.000	1.3402	0.16979	5.8898	1.2180	2.0178	85.949	12.477	20.794	577.68	-0.097991	9.5345	0.071755	vapor
96.500	1.3402	0.16891	5.9204	1.2242	2.0282	86.057	12.477	20.793	579.18	-0.098243	9.5656	0.072005	vapor
97.000	1.3402	0.16804	5.9510	1.2305	2.0386	86.165	12.477	20.793	580.67	-0.098491	9.5967	0.072254	vapor
97.500	1.3402	0.16718	5.9816	1.2367	2.0490	86.271	12.476	20.793	582.16	-0.098735	9.6278	0.072503	vapor
98.000	1.3402	0.16633	6.0122	1.2429	2.0594	86.378	12.476	20.793	583.64	-0.098976	9.6588	0.072752	vapor
98.500	1.3402	0.16549	6.0428	1.2492	2.0698	86.484	12.476	20.793	585.13	-0.099213	9.6898	0.073000	vapor
99.000	1.3402	0.16465	6.0735	1.2554	2.0802	86.589	12.476	20.793	586.60	-0.099446	9.7207	0.073248	vapor
99.500	1.3402	0.16382	6.1041	1.2617	2.0906	86.694	12.476	20.793	588.08	-0.099676	9.7516	0.073496	vapor
100.00	1.3402	0.16301	6.1347	1.2679	2.1010	86.798	12.476	20.793	589.55	-0.099903	9.7824	0.073743	vapor
100.50	1.3402	0.16220	6.1653	1.2741	2.1114	86.902	12.476	20.793	591.01	-0.10013	9.8034	0.073990	vapor
101.00	1.3402	0.16140	6.1959	1.2804	2.1218	87.005	12.476	20.793	592.47	-0.10035	9.8243	0.074236	vapor
101.50	1.3402	0.16060	6.2265	1.2866	2.1322	87.107	12.476	20.792	593.93	-0.10056	9.8453	0.074483	vapor
102.00	1.3402	0.15982	6.2572	1.2929	2.1426	87.210	12.476	20.792	595.39	-0.10078	9.8663	0.074728	vapor
102.50	1.3402	0.15904	6.2878	1.2991	2.1530	87.311	12.476	20.792	596.84	-0.10099	9.8872	0.074974	vapor
103.00	1.3402	0.15827	6.3184	1.3053	2.1634	87.413	12.476	20.792	598.29	-0.10119	9.9081	0.075219	vapor
103.50	1.3402	0.15751	6.3490	1.3116	2.1738	87.513	12.476	20.792	599.73	-0.10140	9.9291	0.075464	vapor
104.00	1.3402	0.15675	6.3796	1.3178	2.1842	87.613	12.476	20.792	601.17	-0.10160	9.9500	0.075708	vapor
104.50	1.3402	0.15600	6.4102	1.3240	2.1945	87.713	12.476	20.792	602.61	-0.10180	9.9709	0.075952	vapor
105.00	1.3402	0.15526	6.4409	1.3303	2.2049	87.812	12.476	20.792	604.04	-0.10199	9.9918	0.076196	vapor
105.50	1.3402	0.15452	6.4715	1.3365	2.2153	87.911	12.476	20.792	605.48	-0.10219	10.013	0.076439	vapor
106.00	1.3402	0.15380	6.5021	1.3428	2.2257	88.009	12.476	20.792	606.90	-0.10238	10.034	0.076683	vapor
106.50	1.3402	0.15308	6.5327	1.3490	2.2361	88.107	12.476	20.792	608.33	-0.10256	10.055	0.076925	vapor
107.00	1.3402	0.15236	6.5633	1.3552	2.2465	88.205	12.476	20.791	609.75	-0.10275	10.075	0.077168	vapor
107.50	1.3402	0.15165	6.5939	1.3615	2.2569	88.302	12.476	20.791	611.16	-0.10293	10.096	0.077410	vapor
108.00	1.3402	0.15095	6.6245	1.3677	2.2673	88.398	12.476	20.791	612.58	-0.10311	10.117	0.077652	vapor
