Temperature (K)	Pressure (atm)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
108.50	1.4763	0.16549	6.0428	1.3739	2.2779	87.690	12.476	20.792	614.10	-0.10328	10.140	0.077905	vapor
109.00	1.4763	0.16473	6.0706	1.3802	2.2883	87.786	12.476	20.792	615.51	-0.10345	10.161	0.078146	vapor
109.50	1.4763	0.16398	6.0984	1.3864	2.2987	87.881	12.476	20.792	616.91	-0.10362	10.181	0.078387	vapor
110.00	1.4763	0.16323	6.1262	1.3927	2.3091	87.975	12.476	20.791	618.31	-0.10379	10.202	0.078627	vapor
110.50	1.4763	0.16250	6.1540	1.3989	2.3195	88.070	12.476	20.791	619.71	-0.10396	10.232	0.078868	vapor
111.00	1.4763	0.16177	6.1818	1.4051	2.3299	88.164	12.476	20.791	621.11	-0.10413	10.263	0.079107	vapor
111.50	1.4763	0.16104	6.2095	1.4114	2.3403	88.257	12.476	20.791	622.50	-0.10429	10.293	0.079347	vapor
112.00	1.4763	0.16032	6.2373	1.4176	2.3506	88.350	12.476	20.791	623.89	-0.10445	10.323	0.079586	vapor
112.50	1.4763	0.15961	6.2651	1.4239	2.3610	88.443	12.476	20.791	625.27	-0.10461	10.353	0.079825	vapor
113.00	1.4763	0.15891	6.2929	1.4301	2.3714	88.535	12.476	20.791	626.65	-0.10476	10.383	0.080064	vapor
113.50	1.4763	0.15821	6.3207	1.4363	2.3818	88.627	12.476	20.791	628.03	-0.10491	10.413	0.080302	vapor
114.00	1.4763	0.15752	6.3485	1.4426	2.3922	88.718	12.476	20.791	629.41	-0.10507	10.443	0.080540	vapor
114.50	1.4763	0.15683	6.3763	1.4488	2.4026	88.809	12.476	20.791	630.78	-0.10521	10.473	0.080778	vapor
115.00	1.4763	0.15615	6.4041	1.4550	2.4130	88.900	12.476	20.791	632.15	-0.10536	10.503	0.081015	vapor
115.50	1.4763	0.15548	6.4319	1.4613	2.4234	88.990	12.476	20.791	633.52	-0.10551	10.533	0.081253	vapor
116.00	1.4763	0.15481	6.4597	1.4675	2.4338	89.080	12.476	20.791	634.88	-0.10565	10.562	0.081489	vapor
116.50	1.4763	0.15414	6.4875	1.4738	2.4442	89.169	12.476	20.791	636.25	-0.10579	10.592	0.081726	vapor
117.00	1.4763	0.15349	6.5153	1.4800	2.4546	89.258	12.476	20.790	637.60	-0.10593	10.622	0.081962	vapor
117.50	1.4763	0.15283	6.5430	1.4862	2.4650	89.347	12.476	20.790	638.96	-0.10607	10.651	0.082198	vapor
118.00	1.4763	0.15219	6.5708	1.4925	2.4754	89.435	12.476	20.790	640.31	-0.10620	10.681	0.082434	vapor
118.50	1.4763	0.15155	6.5986	1.4987	2.4858	89.523	12.476	20.790	641.66	-0.10633	10.711	0.082669	vapor
119.00	1.4763	0.15091	6.6264	1.5049	2.4962	89.610	12.476	20.790	643.01	-0.10647	10.740	0.082904	vapor
119.50	1.4763	0.15028	6.6542	1.5112	2.5066	89.698	12.476	20.790	644.35	-0.10660	10.770	0.083139	vapor
120.00	1.4763	0.14966	6.6820	1.5174	2.5170	89.784	12.476	20.790	645.69	-0.10672	10.799	0.083374	vapor
120.50	1.4763	0.14904	6.7098	1.5237	2.5274	89.871	12.476	20.790	647.03	-0.10685	10.829	0.083608	vapor
121.00	1.4763	0.14842	6.7376	1.5299	2.5378	89.957	12.476	20.790	648.37	-0.10697	10.858	0.083842	vapor
121.50	1.4763	0.14781	6.7654	1.5361	2.5482	90.043	12.476	20.790	649.70	-0.10710	10.887	0.084076	vapor
122.00	1.4763	0.14721	6.7932	1.5424	2.5586	90.128	12.475	20.790	651.03	-0.10722	10.917	0.084309	vapor
122.50	1.4763	0.14661	6.8210	1.5486	2.5689	90.213	12.475	20.790	652.36	-0.10734	10.946	0.084542	vapor
123.00	1.4763	0.14601	6.8487	1.5548	2.5793	90.298	12.475	20.790	653.69	-0.10745	10.975	0.084775	vapor
123.50	1.4763	0.14542	6.8765	1.5611	2.5897	90.382	12.475	20.790	655.01	-0.10757	11.005	0.085008	vapor
124.00	1.4763	0.14484	6.9043	1.5673	2.6001	90.466	12.475	20.790	656.33	-0.10768	11.034	0.085240	vapor
124.50	1.4763	0.14426	6.9321	1.5736	2.6105	90.550	12.475	20.790	657.64	-0.10780	11.063	0.085472	vapor
125.00	1.4763	0.14368	6.9599	1.5798	2.6209	90.633	12.475	20.790	658.96	-0.10791	11.092	0.085704	vapor
125.50	1.4763	0.14311	6.9877	1.5860	2.6313	90.716	12.475	20.789	660.27	-0.10802	11.121	0.085935	vapor
126.00	1.4763	0.14254	7.0155	1.5923	2.6417	90.799	12.475	20.789	661.58	-0.10812	11.150	0.086167	vapor
126.50	1.4763	0.14198	7.0433	1.5985	2.6521	90.881	12.475	20.789	662.89	-0.10823	11.179	0.086398	vapor
127.00	1.4763	0.14142	7.0711	1.6047	2.6625	90.963	12.475	20.789	664.19	-0.10834	11.208	0.086628	vapor
127.50	1.4763	0.14087	7.0989	1.6110	2.6729	91.045	12.475	20.789	665.49	-0.10844	11.237	0.086859	vapor
128.00	1.4763	0.14032	7.1266	1.6172	2.6833	91.126	12.475	20.789	666.79	-0.10854	11.266	0.087089	vapor
128.50	1.4763	0.13977	7.1544	1.6235	2.6937	91.207	12.475	20.789	668.09	-0.10864	11.295	0.087319	vapor
129.00	1.4763	0.13923	7.1822	1.6297	2.7041	91.288	12.475	20.789	669.38	-0.10874	11.324	0.087549	vapor
129.50	1.4763	0.13870	7.2100	1.6359	2.7145	91.368	12.475	20.789	670.67	-0.10884	11.352	0.087778	vapor
130.00	1.4763	0.13816	7.2378	1.6422	2.7249	91.449	12.475	20.789	671.96	-0.10894	11.381	0.088007	vapor
130.50	1.4763	0.13763	7.2656	1.6484	2.7353	91.528	12.475	20.789	673.25	-0.10903	11.410	0.088236	vapor
131.00	1.4763	0.13711	7.2934	1.6546	2.7457	91.608	12.475	20.789	674.53	-0.10913	11.439	0.088465	vapor
131.50	1.4763	0.13659	7.3212	1.6609	2.7560	91.687	12.475	20.789	675.81	-0.10922	11.467	0.088693	vapor
132.00	1.4763	0.13607	7.3490	1.6671	2.7664	91.766	12.475	20.789	677.09	-0.10931	11.496	0.088921	vapor
132.50	1.4763	0.13556	7.3768	1.6734	2.7768	91.845	12.475	20.789	678.37	-0.10940	11.524	0.089149	vapor
133.00	1.4763	0.13505	7.4045	1.6796	2.7872	91.923	12.475	20.789	679.64	-0.10949	11.553	0.089377	vapor
133.50	1.4763	0.13455	7.4323	1.6858	2.7976	92.001	12.475	20.789	680.91	-0.10958	11.581	0.089604	vapor
134.00	1.4763	0.13405	7.4601	1.6921	2.8080	92.079	12.475	20.789	682.18	-0.10967	11.610	0.089832	vapor
134.50	1.4763	0.13355	7.4879	1.6983	2.8184	92.156	12.475	20.789	683.45	-0.10975	11.638	0.090058	vapor
135.00	1.4763	0.13305	7.5157	1.7045	2.8288	92.233	12.475	20.789	684.72	-0.10983	11.667	0.090285	vapor
135.50	1.4763	0.13256	7.5435	1.7108	2.8392	92.310	12.475	20.789	685.98	-0.10992	11.695	0.090512	vapor
136.00	1.4763	0.13208	7.5713	1.7170	2.8496	92.387	12.475	20.789	687.24	-0.11000	11.724	0.090738	vapor
136.50	1.4763	0.13159	7.5991	1.7233	2.8600	92.463	12.475	20.788	688.50	-0.11008	11.752	0.090964	vapor
137.00	1.4763	0.13112	7.6269	1.7295	2.8704	92.539	12.475	20.788	689.75	-0.11016	11.780	0.091189	vapor
137.50	1.4763	0.13064	7.6547	1.7357	2.8808	92.615	12.475	20.788	691.00	-0.11024	11.809	0.091415	vapor
138.00	1.4763	0.13017	7.6824	1.7420	2.8912	92.690	12.475	20.788	692.26	-0.11032	11.837	0.091640	vapor
138.50	1.4763	0.12970	7.7102	1.7482	2.9016	92.765	12.475	20.788	693.50	-0.11039	11.865	0.091865	vapor
139.00	1.4763	0.12923	7.7380	1.7544	2.9120	92.840	12.475	20.788	694.75	-0.11047	11.893	0.092090	vapor
139.50	1.4763	0.12877	7.7658	1.7607	2.9224	92.915	12.475	20.788	696.00	-0.11054	11.921	0.092315	vapor
140.00	1.4763	0.12831	7.7936	1.7669	2.9328	92.989	12.475	20.788	697.24	-0.11062	11.950	0.092539	vapor
140.50	1.4763	0.12785	7.8214	1.7732	2.9431	93.063	12.475	20.788	698.48	-0.11069	11.978	0.092763	vapor
141.00	1.4763	0.12740	7.8492	1.7794	2.9535	93.137	12.475	20.788	699.71	-0.11076	12.006	0.092987	vapor
141.50	1.4763	0.12695	7.8770	1.7856	2.9639	93.211	12.475	20.788	700.95	-0.11083	12.034	0.093210	vapor
142.00	1.4763	0.12651	7.9048	1.7919	2.9743	93.284	12.475	20.788	702.18	-0.11090	12.062	0.093434	vapor
142.50	1.4763	0.12606	7.9325	1.7981	2.9847	93.357	12.475	20.788	703.41	-0.11097	12.090	0.093657	vapor
143.00	1.4763	0.12562	7.9603	1.8043	2.9951	93.430	12.475	20.788	704.64	-0.11103	12.118	0.093880	vapor
143.50	1.4763	0.12519	7.9881	1.8106	3.0055	93.502	12.475	20.788	705.87	-0.11110	12.146	0.094103	vapor
144.00	1.4763	0.12475	8.0159	1.8168	3.0159	93.575	12.475	20.788	707.09	-0.11117	12.174	0.094325	vapor
144.50	1.4763	0.12432	8.0437	1.8231	3.0263	93.647	12.475	20.788	708.32	-0.11123	12.201	0.094547	vapor
145.00	1.4763	0.12389	8.0715	1.8293	3.0367	93.719	12.475	20.788	709.54	-0.11129	12.229	0.094769	vapor
145.50	1.4763	0.12347	8.0993	1.8355	3.0471	93.790	12.475	20.788	710.76	-0.11136	12.257	0.094991	vapor
146.00	1.4763	0.12305	8.1271	1.8418	3.0575	93.861	12.475	20.788	711.97	-0.11142	12.285	0.095213	vapor
146.50	1.4763	0.12263	8.1549	1.8480	3.0679	93.933	12.475	20.788	713.19	-0.11148	12.313	0.095434	vapor
147.00	1.4763	0.12221	8.1826	1.8542	3.0783	94.003	12.475	20.788	714.40	-0.11154	12.340	0.095655	vapor
147.50	1.4763	0.12180	8.2104	1.8605	3.0887	94.074	12.475	20.788	715.61	-0.11160	12.368	0.095876	vapor
148.00	1.4763	0.12139	8.2382	1.8667	3.0991	94.144	12.475	20.788	716.82	-0.11166	12.396	0.096097	vapor
148.50	1.4763	0.12098	8.2660	1.8730	3.1095	94.214	12.474	20.788	718.02	-0.11172	12.423	0.096318	vapor
149.00	1.4763	0.12057	8.2938	1.8792	3.1198	94.284	12.474	20.788	719.23	-0.11177	12.451	0.096538	vapor
149.50	1.4763	0.12017	8.3216	1.8854	3.1302	94.354	12.474	20.788	720.43	-0.11183	12.479	0.096758	vapor
150.00	1.4763	0.11977	8.3494	1.8917	3.1406	94.423	12.474	20.788	721.63	-0.11188	12.506	0.096978	vapor
150.50	1.4763	0.11937	8.3772	1.8979	3.1510	94.493	12.474	20.788	722.83	-0.11194	12.534	0.097197	vapor
151.00	1.4763	0.11898	8.4050	1.9041	3.1614	94.561	12.474	20.788	724.02	-0.11199	12.561	0.097417	vapor
151.50	1.4763	0.11859	8.4327	1.9104	3.1718	94.630	12.474	20.788	725.22	-0.11204	12.589	0.097636	vapor
152.00	1.4763	0.11820	8.4605	1.9166	3.1822	94.699	12.474	20.788	726.41	-0.11210	12.616	0.097855	vapor
152.50	1.4763	0.11781	8.4883	1.9228	3.1926	94.767	12.474	20.788	727.60	-0.11215	12.644	0.098074	vapor
153.00	1.4763	0.11742	8.5161	1.9291	3.2030	94.835	12.474	20.787	728.79	-0.11220	12.671	0.098293	vapor
153.50	1.4763	0.11704	8.5439	1.9353	3.2134	94.903	12.474	20.787	729.97	-0.11225	12.698	0.098511	vapor
154.00	1.4763	0.11666	8.5717	1.9416	3.2238	94.970	12.474	20.787	731.16	-0.11230	12.726	0.098729	vapor
154.50	1.4763	0.11629	8.5995	1.9478	3.2342	95.038	12.474	20.787	732.34	-0.11235	12.753	0.098947	vapor
155.00	1.4763	0.11591	8.6273	1.9540	3.2446	95.105	12.474	20.787	733.52	-0.11239	12.780	0.099165	vapor
155.50	1.4763	0.11554	8.6551	1.9603	3.2550	95.172	12.474	20.787	734.70	-0.11244	12.808	0.099383	vapor
156.00	1.4763	0.11517	8.6828	1.9665	3.2654	95.239	12.474	20.787	735.88	-0.11249	12.835	0.099600	vapor
156.50	1.4763	0.11480	8.7106	1.9727	3.2758	95.305	12.474	20.787	737.05	-0.11253	12.862	0.099817	vapor
157.00	1.4763	0.11444	8.7384	1.9790	3.2861	95.371	12.474	20.787	738.22	-0.11258	12.889	0.10003	vapor
157.50	1.4763	0.11407	8.7662	1.9852	3.2965	95.438	12.474	20.787	739.40	-0.11262	12.917	0.10025	vapor
158.00	1.4763	0.11371	8.7940	1.9915	3.3069	95.503	12.474	20.787	740.56	-0.11267	12.944	0.10047	vapor
158.50	1.4763	0.11336	8.8218	1.9977	3.3173	95.569	12.474	20.787	741.73	-0.11271	12.971	0.10068	vapor
159.00	1.4763	0.11300	8.8496	2.0039	3.3277	95.635	12.474	20.787	742.90	-0.11275	12.998	0.10090	vapor
159.50	1.4763	0.11265	8.8774	2.0102	3.3381	95.700	12.474	20.787	744.06	-0.11279	13.025	0.10112	vapor
160.00	1.4763	0.11229	8.9052	2.0164	3.3485	95.765	12.474	20.787	745.22	-0.11283	13.052	0.10133	vapor
160.50	1.4763	0.11195	8.9329	2.0226	3.3589	95.830	12.474	20.787	746.38	-0.11287	13.079	0.10155	vapor
161.00	1.4763	0.11160	8.9607	2.0289	3.3693	95.894	12.474	20.787	747.54	-0.11291	13.106	0.10176	vapor
161.50	1.4763	0.11125	8.9885	2.0351	3.3797	95.959	12.474	20.787	748.70	-0.11295	13.133	0.10198	vapor
162.00	1.4763	0.11091	9.0163	2.0413	3.3901	96.023	12.474	20.787	749.85	-0.11299	13.160	0.10219	vapor
162.50	1.4763	0.11057	9.0441	2.0476	3.4005	96.087	12.474	20.787	751.01	-0.11303	13.187	0.10241	vapor
163.00	1.4763	0.11023	9.0719	2.0538	3.4109	96.151	12.474	20.787	752.16	-0.11307	13.214	0.10262	vapor
163.50	1.4763	0.10989	9.0997	2.0601	3.4213	96.215	12.474	20.787	753.31	-0.11311	13.241	0.10284	vapor
164.00	1.4763	0.10956	9.1275	2.0663	3.4317	96.278	12.474	20.787	754.45	-0.11314	13.268	0.10305	vapor
164.50	1.4763	0.10923	9.1552	2.0725	3.4420	96.341	12.474	20.787	755.60	-0.11318	13.294	0.10327	vapor
165.00	1.4763	0.10890	9.1830	2.0788	3.4524	96.405	12.474	20.787	756.74	-0.11321	13.321	0.10348	vapor
165.50	1.4763	0.10857	9.2108	2.0850	3.4628	96.467	12.474	20.787	757.89	-0.11325	13.348	0.10369	vapor
166.00	1.4763	0.10824	9.2386	2.0912	3.4732	96.530	12.474	20.787	759.03	-0.11328	13.375	0.10391	vapor
166.50	1.4763	0.10792	9.2664	2.0975	3.4836	96.593	12.474	20.787	760.17	-0.11332	13.402	0.10412	vapor
167.00	1.4763	0.10759	9.2942	2.1037	3.4940	96.655	12.474	20.787	761.30	-0.11335	13.428	0.10433	vapor
167.50	1.4763	0.10727	9.3220	2.1099	3.5044	96.717	12.474	20.787	762.44	-0.11338	13.455	0.10455	vapor
168.00	1.4763	0.10695	9.3498	2.1162	3.5148	96.779	12.474	20.787	763.57	-0.11341	13.482	0.10476	vapor
168.50	1.4763	0.10664	9.3776	2.1224	3.5252	96.841	12.474	20.787	764.71	-0.11344	13.508	0.10497	vapor
169.00	1.4763	0.10632	9.4053	2.1287	3.5356	96.902	12.474	20.787	765.84	-0.11348	13.535	0.10518	vapor
169.50	1.4763	0.10601	9.4331	2.1349	3.5460	96.964	12.474	20.787	766.97	-0.11351	13.562	0.10540	vapor
170.00	1.4763	0.10570	9.4609	2.1411	3.5564	97.025	12.474	20.787	768.09	-0.11354	13.588	0.10561	vapor
170.50	1.4763	0.10539	9.4887	2.1474	3.5668	97.086	12.474	20.787	769.22	-0.11357	13.615	0.10582	vapor
171.00	1.4763	0.10508	9.5165	2.1536	3.5772	97.147	12.474	20.787	770.34	-0.11360	13.641	0.10603	vapor
171.50	1.4763	0.10477	9.5443	2.1598	3.5876	97.208	12.474	20.787	771.47	-0.11362	13.668	0.10624	vapor
172.00	1.4763	0.10447	9.5721	2.1661	3.5979	97.268	12.474	20.787	772.59	-0.11365	13.694	0.10645	vapor
172.50	1.4763	0.10417	9.5999	2.1723	3.6083	97.329	12.474	20.787	773.71	-0.11368	13.721	0.10667	vapor
173.00	1.4763	0.10387	9.6276	2.1786	3.6187	97.389	12.474	20.787	774.82	-0.11371	13.747	0.10688	vapor
173.50	1.4763	0.10357	9.6554	2.1848	3.6291	97.449	12.474	20.787	775.94	-0.11373	13.774	0.10709	vapor
174.00	1.4763	0.10327	9.6832	2.1910	3.6395	97.509	12.474	20.787	777.05	-0.11376	13.800	0.10730	vapor
174.50	1.4763	0.10298	9.7110	2.1973	3.6499	97.568	12.474	20.787	778.17	-0.11379	13.827	0.10751	vapor
175.00	1.4763	0.10268	9.7388	2.2035	3.6603	97.628	12.474	20.787	779.28	-0.11381	13.853	0.10772	vapor
175.50	1.4763	0.10239	9.7666	2.2097	3.6707	97.687	12.474	20.787	780.39	-0.11384	13.879	0.10793	vapor
176.00	1.4763	0.10210	9.7944	2.2160	3.6811	97.746	12.474	20.787	781.49	-0.11386	13.906	0.10814	vapor
176.50	1.4763	0.10181	9.8222	2.2222	3.6915	97.805	12.474	20.787	782.60	-0.11389	13.932	0.10835	vapor
177.00	1.4763	0.10152	9.8500	2.2284	3.7019	97.864	12.474	20.787	783.71	-0.11391	13.958	0.10856	vapor
177.50	1.4763	0.10124	9.8777	2.2347	3.7123	97.923	12.474	20.787	784.81	-0.11393	13.984	0.10877	vapor
178.00	1.4763	0.10095	9.9055	2.2409	3.7227	97.981	12.474	20.787	785.91	-0.11396	14.011	0.10898	vapor
178.50	1.4763	0.10067	9.9333	2.2472	3.7331	98.039	12.474	20.787	787.01	-0.11398	14.037	0.10919	vapor
179.00	1.4763	0.10039	9.9611	2.2534	3.7435	98.097	12.474	20.787	788.11	-0.11400	14.063	0.10939	vapor
179.50	1.4763	0.10011	9.9889	2.2596	3.7538	98.155	12.474	20.787	789.21	-0.11402	14.089	0.10960	vapor
180.00	1.4763	0.099833	10.017	2.2659	3.7642	98.213	12.474	20.786	790.30	-0.11404	14.115	0.10981	vapor
180.50	1.4763	0.099557	10.044	2.2721	3.7746	98.271	12.474	20.786	791.40	-0.11406	14.142	0.11002	vapor
181.00	1.4763	0.099283	10.072	2.2783	3.7850	98.328	12.474	20.786	792.49	-0.11408	14.168	0.11023	vapor
181.50	1.4763	0.099009	10.100	2.2846	3.7954	98.386	12.474	20.786	793.58	-0.11410	14.194	0.11044	vapor
182.00	1.4763	0.098738	10.128	2.2908	3.8058	98.443	12.474	20.786	794.67	-0.11412	14.220	0.11064	vapor
182.50	1.4763	0.098468	10.156	2.2970	3.8162	98.500	12.474	20.786	795.76	-0.11414	14.246	0.11085	vapor
183.00	1.4763	0.098199	10.183	2.3033	3.8266	98.557	12.474	20.786	796.84	-0.11416	14.272	0.11106	vapor
183.50	1.4763	0.097932	10.211	2.3095	3.8370	98.614	12.474	20.786	797.93	-0.11418	14.298	0.11127	vapor
184.00	1.4763	0.097666	10.239	2.3158	3.8474	98.670	12.474	20.786	799.01	-0.11420	14.324	0.11147	vapor
184.50	1.4763	0.097402	10.267	2.3220	3.8578	98.727	12.474	20.786	800.09	-0.11422	14.350	0.11168	vapor
185.00	1.4763	0.097139	10.295	2.3282	3.8682	98.783	12.474	20.786	801.18	-0.11424	14.376	0.11189	vapor
185.50	1.4763	0.096877	10.322	2.3345	3.8786	98.839	12.474	20.786	802.25	-0.11425	14.402	0.11209	vapor
186.00	1.4763	0.096617	10.350	2.3407	3.8890	98.895	12.474	20.786	803.33	-0.11427	14.428	0.11230	vapor
186.50	1.4763	0.096358	10.378	2.3469	3.8994	98.951	12.474	20.786	804.41	-0.11429	14.454	0.11251	vapor
187.00	1.4763	0.096101	10.406	2.3532	3.9097	99.006	12.474	20.786	805.48	-0.11430	14.480	0.11271	vapor
187.50	1.4763	0.095845	10.433	2.3594	3.9201	99.062	12.474	20.786	806.56	-0.11432	14.505	0.11292	vapor
188.00	1.4763	0.095591	10.461	2.3656	3.9305	99.117	12.474	20.786	807.63	-0.11433	14.531	0.11313	vapor
188.50	1.4763	0.095337	10.489	2.3719	3.9409	99.172	12.474	20.786	808.70	-0.11435	14.557	0.11333	vapor
189.00	1.4763	0.095085	10.517	2.3781	3.9513	99.227	12.474	20.786	809.77	-0.11436	14.583	0.11354	vapor
189.50	1.4763	0.094835	10.545	2.3844	3.9617	99.282	12.474	20.786	810.84	-0.11438	14.609	0.11374	vapor
190.00	1.4763	0.094586	10.572	2.3906	3.9721	99.337	12.474	20.786	811.90	-0.11439	14.635	0.11395	vapor
190.50	1.4763	0.094338	10.600	2.3968	3.9825	99.392	12.474	20.786	812.97	-0.11441	14.660	0.11415	vapor
191.00	1.4763	0.094091	10.628	2.4031	3.9929	99.446	12.474	20.786	814.03	-0.11442	14.686	0.11436	vapor
191.50	1.4763	0.093846	10.656	2.4093	4.0033	99.501	12.474	20.786	815.09	-0.11443	14.712	0.11456	vapor
192.00	1.4763	0.093601	10.684	2.4155	4.0137	99.555	12.474	20.786	816.16	-0.11445	14.737	0.11477	vapor
192.50	1.4763	0.093359	10.711	2.4218	4.0241	99.609	12.474	20.786	817.21	-0.11446	14.763	0.11497	vapor
193.00	1.4763	0.093117	10.739	2.4280	4.0345	99.663	12.474	20.786	818.27	-0.11447	14.789	0.11518	vapor
193.50	1.4763	0.092877	10.767	2.4342	4.0449	99.717	12.474	20.786	819.33	-0.11448	14.814	0.11538	vapor
194.00	1.4763	0.092638	10.795	2.4405	4.0552	99.770	12.474	20.786	820.39	-0.11450	14.840	0.11558	vapor
194.50	1.4763	0.092400	10.823	2.4467	4.0656	99.824	12.474	20.786	821.44	-0.11451	14.866	0.11579	vapor
195.00	1.4763	0.092163	10.850	2.4530	4.0760	99.877	12.473	20.786	822.49	-0.11452	14.891	0.11599	vapor
195.50	1.4763	0.091928	10.878	2.4592	4.0864	99.930	12.473	20.786	823.54	-0.11453	14.917	0.11620	vapor
196.00	1.4763	0.091694	10.906	2.4654	4.0968	99.983	12.473	20.786	824.59	-0.11454	14.942	0.11640	vapor
196.50	1.4763	0.091461	10.934	2.4717	4.1072	100.04	12.473	20.786	825.64	-0.11455	14.968	0.11660	vapor
197.00	1.4763	0.091229	10.961	2.4779	4.1176	100.09	12.473	20.786	826.69	-0.11456	14.993	0.11681	vapor
197.50	1.4763	0.090998	10.989	2.4841	4.1280	100.14	12.473	20.786	827.74	-0.11457	15.019	0.11701	vapor
198.00	1.4763	0.090768	11.017	2.4904	4.1384	100.19	12.473	20.786	828.78	-0.11458	15.044	0.11721	vapor
198.50	1.4763	0.090540	11.045	2.4966	4.1488	100.25	12.473	20.786	829.82	-0.11459	15.070	0.11741	vapor
199.00	1.4763	0.090313	11.073	2.5028	4.1592	100.30	12.473	20.786	830.87	-0.11460	15.095	0.11762	vapor
199.50	1.4763	0.090087	11.100	2.5091	4.1696	100.35	12.473	20.786	831.91	-0.11461	15.121	0.11782	vapor
200.00	1.4763	0.089862	11.128	2.5153	4.1800	100.40	12.473	20.786	832.95	-0.11462	15.146	0.11802	vapor
200.50	1.4763	0.089638	11.156	2.5216	4.1904	100.46	12.473	20.786	833.98	-0.11462	15.171	0.11822	vapor
201.00	1.4763	0.089415	11.184	2.5278	4.2008	100.51	12.473	20.786	835.02	-0.11463	15.197	0.11843	vapor
201.50	1.4763	0.089194	11.212	2.5340	4.2111	100.56	12.473	20.786	836.06	-0.11464	15.222	0.11863	vapor
202.00	1.4763	0.088973	11.239	2.5403	4.2215	100.61	12.473	20.786	837.09	-0.11465	15.247	0.11883	vapor
202.50	1.4763	0.088754	11.267	2.5465	4.2319	100.66	12.473	20.786	838.12	-0.11466	15.273	0.11903	vapor
203.00	1.4763	0.088535	11.295	2.5527	4.2423	100.71	12.473	20.786	839.16	-0.11466	15.298	0.11923	vapor
203.50	1.4763	0.088318	11.323	2.5590	4.2527	100.76	12.473	20.786	840.19	-0.11467	15.323	0.11943	vapor
204.00	1.4763	0.088102	11.350	2.5652	4.2631	100.81	12.473	20.786	841.21	-0.11468	15.349	0.11963	vapor
204.50	1.4763	0.087887	11.378	2.5714	4.2735	100.87	12.473	20.786	842.24	-0.11468	15.374	0.11984	vapor
205.00	1.4763	0.087673	11.406	2.5777	4.2839	100.92	12.473	20.786	843.27	-0.11469	15.399	0.12004	vapor
205.50	1.4763	0.087460	11.434	2.5839	4.2943	100.97	12.473	20.786	844.29	-0.11469	15.424	0.12024	vapor
206.00	1.4763	0.087247	11.462	2.5902	4.3047	101.02	12.473	20.786	845.32	-0.11470	15.449	0.12044	vapor
206.50	1.4763	0.087036	11.489	2.5964	4.3151	101.07	12.473	20.786	846.34	-0.11471	15.475	0.12064	vapor
207.00	1.4763	0.086826	11.517	2.6026	4.3255	101.12	12.473	20.786	847.36	-0.11471	15.500	0.12084	vapor
207.50	1.4763	0.086617	11.545	2.6089	4.3359	101.17	12.473	20.786	848.38	-0.11472	15.525	0.12104	vapor
208.00	1.4763	0.086410	11.573	2.6151	4.3463	101.22	12.473	20.786	849.40	-0.11472	15.550	0.12124	vapor
208.50	1.4763	0.086203	11.601	2.6213	4.3566	101.27	12.473	20.786	850.42	-0.11473	15.575	0.12144	vapor
209.00	1.4763	0.085997	11.628	2.6276	4.3670	101.32	12.473	20.786	851.44	-0.11473	15.600	0.12164	vapor
209.50	1.4763	0.085792	11.656	2.6338	4.3774	101.37	12.473	20.786	852.45	-0.11473	15.625	0.12184	vapor
210.00	1.4763	0.085587	11.684	2.6400	4.3878	101.42	12.473	20.786	853.47	-0.11474	15.650	0.12204	vapor
210.50	1.4763	0.085384	11.712	2.6463	4.3982	101.47	12.473	20.786	854.48	-0.11474	15.675	0.12224	vapor
211.00	1.4763	0.085182	11.740	2.6525	4.4086	101.52	12.473	20.786	855.49	-0.11475	15.700	0.12244	vapor
211.50	1.4763	0.084981	11.767	2.6588	4.4190	101.57	12.473	20.786	856.50	-0.11475	15.725	0.12263	vapor
212.00	1.4763	0.084781	11.795	2.6650	4.4294	101.61	12.473	20.786	857.51	-0.11475	15.750	0.12283	vapor
212.50	1.4763	0.084582	11.823	2.6712	4.4398	101.66	12.473	20.786	858.52	-0.11475	15.775	0.12303	vapor
213.00	1.4763	0.084383	11.851	2.6775	4.4502	101.71	12.473	20.786	859.53	-0.11476	15.800	0.12323	vapor
213.50	1.4763	0.084186	11.878	2.6837	4.4606	101.76	12.473	20.786	860.54	-0.11476	15.825	0.12343	vapor
214.00	1.4763	0.083989	11.906	2.6899	4.4710	101.81	12.473	20.786	861.54	-0.11476	15.850	0.12363	vapor
214.50	1.4763	0.083794	11.934	2.6962	4.4814	101.86	12.473	20.786	862.54	-0.11476	15.875	0.12383	vapor
215.00	1.4763	0.083599	11.962	2.7024	4.4918	101.91	12.473	20.786	863.55	-0.11477	15.900	0.12402	vapor
215.50	1.4763	0.083405	11.990	2.7086	4.5021	101.95	12.473	20.786	864.55	-0.11477	15.925	0.12422	vapor
216.00	1.4763	0.083213	12.017	2.7149	4.5125	102.00	12.473	20.786	865.55	-0.11477	15.950	0.12442	vapor
216.50	1.4763	0.083021	12.045	2.7211	4.5229	102.05	12.473	20.786	866.55	-0.11477	15.975	0.12462	vapor
