Temperature (K)	Pressure (atm)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
108.50	1.5444	0.17310	5.7771	1.3739	2.2780	87.315	12.476	20.792	614.16	-0.10327	10.141	0.077911	vapor
109.00	1.5444	0.17231	5.8036	1.3802	2.2884	87.411	12.476	20.792	615.56	-0.10345	10.161	0.078152	vapor
109.50	1.5444	0.17152	5.8302	1.3864	2.2987	87.506	12.476	20.792	616.97	-0.10362	10.182	0.078393	vapor
110.00	1.5444	0.17074	5.8568	1.3927	2.3091	87.601	12.476	20.792	618.37	-0.10379	10.203	0.078633	vapor
110.50	1.5444	0.16997	5.8834	1.3989	2.3195	87.695	12.476	20.792	619.77	-0.10396	10.233	0.078873	vapor
111.00	1.5444	0.16921	5.9099	1.4051	2.3299	87.789	12.476	20.792	621.16	-0.10412	10.263	0.079113	vapor
111.50	1.5444	0.16845	5.9365	1.4114	2.3403	87.882	12.476	20.792	622.55	-0.10428	10.294	0.079353	vapor
112.00	1.5444	0.16770	5.9631	1.4176	2.3507	87.975	12.476	20.791	623.94	-0.10444	10.324	0.079592	vapor
112.50	1.5444	0.16696	5.9896	1.4238	2.3611	88.068	12.476	20.791	625.33	-0.10460	10.354	0.079831	vapor
113.00	1.5444	0.16622	6.0162	1.4301	2.3715	88.160	12.476	20.791	626.71	-0.10476	10.384	0.080070	vapor
113.50	1.5444	0.16549	6.0428	1.4363	2.3819	88.252	12.476	20.791	628.09	-0.10491	10.414	0.080308	vapor
114.00	1.5444	0.16476	6.0693	1.4426	2.3923	88.343	12.476	20.791	629.46	-0.10506	10.444	0.080546	vapor
114.50	1.5444	0.16404	6.0959	1.4488	2.4027	88.434	12.476	20.791	630.84	-0.10521	10.474	0.080784	vapor
115.00	1.5444	0.16333	6.1225	1.4550	2.4131	88.525	12.476	20.791	632.21	-0.10536	10.504	0.081021	vapor
115.50	1.5444	0.16263	6.1490	1.4613	2.4235	88.615	12.476	20.791	633.57	-0.10550	10.533	0.081258	vapor
116.00	1.5444	0.16193	6.1756	1.4675	2.4339	88.705	12.476	20.791	634.94	-0.10565	10.563	0.081495	vapor
116.50	1.5444	0.16123	6.2022	1.4738	2.4443	88.794	12.476	20.791	636.30	-0.10579	10.593	0.081732	vapor
117.00	1.5444	0.16055	6.2287	1.4800	2.4547	88.883	12.476	20.791	637.66	-0.10593	10.623	0.081968	vapor
117.50	1.5444	0.15986	6.2553	1.4862	2.4651	88.972	12.476	20.791	639.01	-0.10606	10.652	0.082204	vapor
118.00	1.5444	0.15919	6.2819	1.4925	2.4755	89.060	12.476	20.791	640.37	-0.10620	10.682	0.082440	vapor
118.50	1.5444	0.15852	6.3084	1.4987	2.4859	89.148	12.476	20.790	641.72	-0.10633	10.711	0.082675	vapor
119.00	1.5444	0.15785	6.3350	1.5049	2.4963	89.236	12.476	20.790	643.06	-0.10646	10.741	0.082910	vapor
119.50	1.5444	0.15719	6.3616	1.5112	2.5067	89.323	12.476	20.790	644.41	-0.10659	10.771	0.083145	vapor
120.00	1.5444	0.15654	6.3881	1.5174	2.5171	89.410	12.476	20.790	645.75	-0.10672	10.800	0.083379	vapor
120.50	1.5444	0.15589	6.4147	1.5237	2.5274	89.496	12.476	20.790	647.09	-0.10685	10.829	0.083614	vapor
121.00	1.5444	0.15525	6.4413	1.5299	2.5378	89.582	12.476	20.790	648.42	-0.10697	10.859	0.083848	vapor
121.50	1.5444	0.15461	6.4678	1.5361	2.5482	89.668	12.476	20.790	649.75	-0.10709	10.888	0.084081	vapor
122.00	1.5444	0.15398	6.4944	1.5424	2.5586	89.753	12.476	20.790	651.08	-0.10721	10.918	0.084315	vapor
122.50	1.5444	0.15335	6.5210	1.5486	2.5690	89.838	12.476	20.790	652.41	-0.10733	10.947	0.084548	vapor
123.00	1.5444	0.15273	6.5475	1.5548	2.5794	89.923	12.476	20.790	653.74	-0.10745	10.976	0.084781	vapor
123.50	1.5444	0.15211	6.5741	1.5611	2.5898	90.008	12.476	20.790	655.06	-0.10757	11.005	0.085013	vapor
124.00	1.5444	0.15150	6.6007	1.5673	2.6002	90.092	12.476	20.790	656.38	-0.10768	11.034	0.085246	vapor
124.50	1.5444	0.15089	6.6272	1.5736	2.6106	90.175	12.476	20.790	657.70	-0.10779	11.064	0.085478	vapor
125.00	1.5444	0.15029	6.6538	1.5798	2.6210	90.258	12.476	20.790	659.01	-0.10790	11.093	0.085710	vapor
125.50	1.5444	0.14969	6.6804	1.5860	2.6314	90.341	12.475	20.790	660.32	-0.10801	11.122	0.085941	vapor
126.00	1.5444	0.14910	6.7069	1.5923	2.6418	90.424	12.475	20.790	661.63	-0.10812	11.151	0.086172	vapor
126.50	1.5444	0.14851	6.7335	1.5985	2.6522	90.506	12.475	20.790	662.94	-0.10823	11.180	0.086403	vapor
127.00	1.5444	0.14793	6.7601	1.6047	2.6626	90.588	12.475	20.789	664.24	-0.10833	11.209	0.086634	vapor
127.50	1.5444	0.14735	6.7866	1.6110	2.6730	90.670	12.475	20.789	665.54	-0.10844	11.238	0.086865	vapor
128.00	1.5444	0.14677	6.8132	1.6172	2.6834	90.752	12.475	20.789	666.84	-0.10854	11.267	0.087095	vapor
128.50	1.5444	0.14620	6.8397	1.6235	2.6938	90.833	12.475	20.789	668.14	-0.10864	11.295	0.087325	vapor
129.00	1.5444	0.14564	6.8663	1.6297	2.7042	90.913	12.475	20.789	669.43	-0.10874	11.324	0.087554	vapor
129.50	1.5444	0.14508	6.8929	1.6359	2.7146	90.994	12.475	20.789	670.72	-0.10884	11.353	0.087784	vapor
130.00	1.5444	0.14452	6.9194	1.6422	2.7250	91.074	12.475	20.789	672.01	-0.10893	11.382	0.088013	vapor
130.50	1.5444	0.14397	6.9460	1.6484	2.7353	91.154	12.475	20.789	673.30	-0.10903	11.411	0.088242	vapor
131.00	1.5444	0.14342	6.9726	1.6547	2.7457	91.233	12.475	20.789	674.58	-0.10912	11.439	0.088471	vapor
131.50	1.5444	0.14287	6.9991	1.6609	2.7561	91.312	12.475	20.789	675.86	-0.10922	11.468	0.088699	vapor
132.00	1.5444	0.14233	7.0257	1.6671	2.7665	91.391	12.475	20.789	677.14	-0.10931	11.497	0.088927	vapor
132.50	1.5444	0.14180	7.0523	1.6734	2.7769	91.470	12.475	20.789	678.42	-0.10940	11.525	0.089155	vapor
133.00	1.5444	0.14127	7.0788	1.6796	2.7873	91.548	12.475	20.789	679.69	-0.10949	11.554	0.089383	vapor
133.50	1.5444	0.14074	7.1054	1.6858	2.7977	91.626	12.475	20.789	680.96	-0.10957	11.582	0.089610	vapor
134.00	1.5444	0.14021	7.1320	1.6921	2.8081	91.704	12.475	20.789	682.23	-0.10966	11.611	0.089837	vapor
134.50	1.5444	0.13969	7.1585	1.6983	2.8185	91.781	12.475	20.789	683.50	-0.10975	11.639	0.090064	vapor
135.00	1.5444	0.13918	7.1851	1.7046	2.8289	91.858	12.475	20.789	684.76	-0.10983	11.668	0.090291	vapor
135.50	1.5444	0.13866	7.2117	1.7108	2.8393	91.935	12.475	20.789	686.03	-0.10991	11.696	0.090517	vapor
136.00	1.5444	0.13816	7.2382	1.7170	2.8497	92.012	12.475	20.789	687.29	-0.11000	11.724	0.090743	vapor
136.50	1.5444	0.13765	7.2648	1.7233	2.8601	92.088	12.475	20.789	688.54	-0.11008	11.753	0.090969	vapor
137.00	1.5444	0.13715	7.2914	1.7295	2.8705	92.164	12.475	20.789	689.80	-0.11016	11.781	0.091195	vapor
137.50	1.5444	0.13665	7.3179	1.7357	2.8809	92.240	12.475	20.789	691.05	-0.11024	11.809	0.091421	vapor
138.00	1.5444	0.13616	7.3445	1.7420	2.8913	92.315	12.475	20.789	692.30	-0.11031	11.838	0.091646	vapor
138.50	1.5444	0.13567	7.3711	1.7482	2.9017	92.391	12.475	20.788	693.55	-0.11039	11.866	0.091871	vapor
139.00	1.5444	0.13518	7.3976	1.7544	2.9121	92.465	12.475	20.788	694.80	-0.11046	11.894	0.092096	vapor
139.50	1.5444	0.13469	7.4242	1.7607	2.9224	92.540	12.475	20.788	696.04	-0.11054	11.922	0.092320	vapor
140.00	1.5444	0.13421	7.4507	1.7669	2.9328	92.614	12.475	20.788	697.29	-0.11061	11.950	0.092545	vapor
140.50	1.5444	0.13374	7.4773	1.7732	2.9432	92.689	12.475	20.788	698.52	-0.11068	11.978	0.092769	vapor
141.00	1.5444	0.13326	7.5039	1.7794	2.9536	92.762	12.475	20.788	699.76	-0.11076	12.006	0.092992	vapor
141.50	1.5444	0.13279	7.5304	1.7856	2.9640	92.836	12.475	20.788	701.00	-0.11083	12.034	0.093216	vapor
142.00	1.5444	0.13233	7.5570	1.7919	2.9744	92.909	12.475	20.788	702.23	-0.11089	12.062	0.093439	vapor
142.50	1.5444	0.13186	7.5836	1.7981	2.9848	92.982	12.475	20.788	703.46	-0.11096	12.090	0.093663	vapor
143.00	1.5444	0.13140	7.6101	1.8043	2.9952	93.055	12.475	20.788	704.69	-0.11103	12.118	0.093886	vapor
143.50	1.5444	0.13095	7.6367	1.8106	3.0056	93.128	12.475	20.788	705.92	-0.11110	12.146	0.094108	vapor
144.00	1.5444	0.13049	7.6633	1.8168	3.0160	93.200	12.475	20.788	707.14	-0.11116	12.174	0.094331	vapor
144.50	1.5444	0.13004	7.6898	1.8231	3.0264	93.272	12.475	20.788	708.36	-0.11123	12.202	0.094553	vapor
145.00	1.5444	0.12959	7.7164	1.8293	3.0368	93.344	12.475	20.788	709.58	-0.11129	12.230	0.094775	vapor
145.50	1.5444	0.12915	7.7430	1.8355	3.0472	93.416	12.475	20.788	710.80	-0.11135	12.258	0.094997	vapor
146.00	1.5444	0.12871	7.7695	1.8418	3.0576	93.487	12.475	20.788	712.02	-0.11142	12.286	0.095219	vapor
146.50	1.5444	0.12827	7.7961	1.8480	3.0680	93.558	12.475	20.788	713.23	-0.11148	12.313	0.095440	vapor
147.00	1.5444	0.12783	7.8227	1.8542	3.0784	93.629	12.475	20.788	714.45	-0.11154	12.341	0.095661	vapor
147.50	1.5444	0.12740	7.8492	1.8605	3.0888	93.699	12.475	20.788	715.66	-0.11160	12.369	0.095882	vapor
148.00	1.5444	0.12697	7.8758	1.8667	3.0991	93.770	12.475	20.788	716.86	-0.11165	12.396	0.096103	vapor
148.50	1.5444	0.12654	7.9023	1.8730	3.1095	93.840	12.475	20.788	718.07	-0.11171	12.424	0.096323	vapor
149.00	1.5444	0.12612	7.9289	1.8792	3.1199	93.910	12.475	20.788	719.27	-0.11177	12.452	0.096544	vapor
149.50	1.5444	0.12570	7.9555	1.8854	3.1303	93.979	12.475	20.788	720.48	-0.11183	12.479	0.096764	vapor
150.00	1.5444	0.12528	7.9820	1.8917	3.1407	94.049	12.475	20.788	721.68	-0.11188	12.507	0.096983	vapor
150.50	1.5444	0.12487	8.0086	1.8979	3.1511	94.118	12.475	20.788	722.87	-0.11193	12.534	0.097203	vapor
151.00	1.5444	0.12445	8.0352	1.9041	3.1615	94.187	12.475	20.788	724.07	-0.11199	12.562	0.097423	vapor
151.50	1.5444	0.12404	8.0617	1.9104	3.1719	94.256	12.475	20.788	725.26	-0.11204	12.589	0.097642	vapor
152.00	1.5444	0.12364	8.0883	1.9166	3.1823	94.324	12.475	20.788	726.45	-0.11209	12.617	0.097861	vapor
152.50	1.5444	0.12323	8.1149	1.9229	3.1927	94.392	12.475	20.788	727.64	-0.11214	12.644	0.098080	vapor
153.00	1.5444	0.12283	8.1414	1.9291	3.2031	94.460	12.474	20.788	728.83	-0.11220	12.672	0.098298	vapor
153.50	1.5444	0.12243	8.1680	1.9353	3.2135	94.528	12.474	20.788	730.02	-0.11225	12.699	0.098517	vapor
154.00	1.5444	0.12203	8.1946	1.9416	3.2239	94.596	12.474	20.788	731.20	-0.11229	12.726	0.098735	vapor
154.50	1.5444	0.12164	8.2211	1.9478	3.2343	94.663	12.474	20.787	732.39	-0.11234	12.754	0.098953	vapor
155.00	1.5444	0.12125	8.2477	1.9540	3.2447	94.730	12.474	20.787	733.57	-0.11239	12.781	0.099171	vapor
155.50	1.5444	0.12086	8.2742	1.9603	3.2551	94.797	12.474	20.787	734.74	-0.11244	12.808	0.099388	vapor
156.00	1.5444	0.12047	8.3008	1.9665	3.2654	94.864	12.474	20.787	735.92	-0.11248	12.836	0.099606	vapor
156.50	1.5444	0.12009	8.3274	1.9727	3.2758	94.931	12.474	20.787	737.10	-0.11253	12.863	0.099823	vapor
157.00	1.5444	0.11970	8.3539	1.9790	3.2862	94.997	12.474	20.787	738.27	-0.11257	12.890	0.10004	vapor
157.50	1.5444	0.11932	8.3805	1.9852	3.2966	95.063	12.474	20.787	739.44	-0.11262	12.917	0.10026	vapor
158.00	1.5444	0.11895	8.4071	1.9915	3.3070	95.129	12.474	20.787	740.61	-0.11266	12.944	0.10047	vapor
158.50	1.5444	0.11857	8.4336	1.9977	3.3174	95.195	12.474	20.787	741.78	-0.11271	12.971	0.10069	vapor
159.00	1.5444	0.11820	8.4602	2.0039	3.3278	95.260	12.474	20.787	742.94	-0.11275	12.999	0.10091	vapor
159.50	1.5444	0.11783	8.4868	2.0102	3.3382	95.325	12.474	20.787	744.11	-0.11279	13.026	0.10112	vapor
160.00	1.5444	0.11746	8.5133	2.0164	3.3486	95.390	12.474	20.787	745.27	-0.11283	13.053	0.10134	vapor
160.50	1.5444	0.11710	8.5399	2.0226	3.3590	95.455	12.474	20.787	746.43	-0.11287	13.080	0.10155	vapor
161.00	1.5444	0.11673	8.5664	2.0289	3.3694	95.520	12.474	20.787	747.59	-0.11291	13.107	0.10177	vapor
161.50	1.5444	0.11637	8.5930	2.0351	3.3798	95.584	12.474	20.787	748.74	-0.11295	13.134	0.10198	vapor
162.00	1.5444	0.11601	8.6196	2.0414	3.3902	95.649	12.474	20.787	749.90	-0.11299	13.161	0.10220	vapor
162.50	1.5444	0.11566	8.6461	2.0476	3.4006	95.713	12.474	20.787	751.05	-0.11303	13.188	0.10241	vapor
163.00	1.5444	0.11530	8.6727	2.0538	3.4110	95.776	12.474	20.787	752.20	-0.11307	13.215	0.10263	vapor
163.50	1.5444	0.11495	8.6993	2.0601	3.4213	95.840	12.474	20.787	753.35	-0.11310	13.241	0.10284	vapor
164.00	1.5444	0.11460	8.7258	2.0663	3.4317	95.904	12.474	20.787	754.50	-0.11314	13.268	0.10306	vapor
164.50	1.5444	0.11425	8.7524	2.0725	3.4421	95.967	12.474	20.787	755.64	-0.11318	13.295	0.10327	vapor
165.00	1.5444	0.11391	8.7790	2.0788	3.4525	96.030	12.474	20.787	756.79	-0.11321	13.322	0.10348	vapor
165.50	1.5444	0.11357	8.8055	2.0850	3.4629	96.093	12.474	20.787	757.93	-0.11325	13.349	0.10370	vapor
166.00	1.5444	0.11322	8.8321	2.0912	3.4733	96.156	12.474	20.787	759.07	-0.11328	13.375	0.10391	vapor
166.50	1.5444	0.11288	8.8587	2.0975	3.4837	96.218	12.474	20.787	760.21	-0.11331	13.402	0.10413	vapor
167.00	1.5444	0.11255	8.8852	2.1037	3.4941	96.280	12.474	20.787	761.35	-0.11335	13.429	0.10434	vapor
167.50	1.5444	0.11221	8.9118	2.1100	3.5045	96.343	12.474	20.787	762.48	-0.11338	13.456	0.10455	vapor
168.00	1.5444	0.11188	8.9383	2.1162	3.5149	96.405	12.474	20.787	763.62	-0.11341	13.482	0.10476	vapor
168.50	1.5444	0.11155	8.9649	2.1224	3.5253	96.466	12.474	20.787	764.75	-0.11344	13.509	0.10498	vapor
169.00	1.5444	0.11122	8.9915	2.1287	3.5357	96.528	12.474	20.787	765.88	-0.11347	13.536	0.10519	vapor
169.50	1.5444	0.11089	9.0180	2.1349	3.5461	96.589	12.474	20.787	767.01	-0.11350	13.562	0.10540	vapor
170.00	1.5444	0.11056	9.0446	2.1411	3.5565	96.651	12.474	20.787	768.14	-0.11353	13.589	0.10561	vapor
170.50	1.5444	0.11024	9.0712	2.1474	3.5669	96.712	12.474	20.787	769.26	-0.11356	13.615	0.10583	vapor
171.00	1.5444	0.10992	9.0977	2.1536	3.5773	96.772	12.474	20.787	770.39	-0.11359	13.642	0.10604	vapor
171.50	1.5444	0.10960	9.1243	2.1598	3.5876	96.833	12.474	20.787	771.51	-0.11362	13.668	0.10625	vapor
172.00	1.5444	0.10928	9.1509	2.1661	3.5980	96.894	12.474	20.787	772.63	-0.11365	13.695	0.10646	vapor
172.50	1.5444	0.10896	9.1774	2.1723	3.6084	96.954	12.474	20.787	773.75	-0.11368	13.721	0.10667	vapor
173.00	1.5444	0.10865	9.2040	2.1786	3.6188	97.014	12.474	20.787	774.86	-0.11371	13.748	0.10688	vapor
173.50	1.5444	0.10834	9.2305	2.1848	3.6292	97.074	12.474	20.787	775.98	-0.11373	13.774	0.10709	vapor
174.00	1.5444	0.10803	9.2571	2.1910	3.6396	97.134	12.474	20.787	777.09	-0.11376	13.801	0.10730	vapor
174.50	1.5444	0.10772	9.2837	2.1973	3.6500	97.194	12.474	20.787	778.21	-0.11378	13.827	0.10751	vapor
175.00	1.5444	0.10741	9.3102	2.2035	3.6604	97.253	12.474	20.787	779.32	-0.11381	13.854	0.10772	vapor
175.50	1.5444	0.10710	9.3368	2.2097	3.6708	97.312	12.474	20.787	780.43	-0.11383	13.880	0.10793	vapor
176.00	1.5444	0.10680	9.3634	2.2160	3.6812	97.372	12.474	20.787	781.54	-0.11386	13.906	0.10814	vapor
176.50	1.5444	0.10650	9.3899	2.2222	3.6916	97.430	12.474	20.787	782.64	-0.11388	13.932	0.10835	vapor
177.00	1.5444	0.10620	9.4165	2.2285	3.7020	97.489	12.474	20.787	783.75	-0.11391	13.959	0.10856	vapor
177.50	1.5444	0.10590	9.4431	2.2347	3.7124	97.548	12.474	20.787	784.85	-0.11393	13.985	0.10877	vapor
178.00	1.5444	0.10560	9.4696	2.2409	3.7228	97.606	12.474	20.787	785.95	-0.11395	14.011	0.10898	vapor
178.50	1.5444	0.10531	9.4962	2.2472	3.7332	97.665	12.474	20.787	787.05	-0.11398	14.038	0.10919	vapor
179.00	1.5444	0.10501	9.5227	2.2534	3.7435	97.723	12.474	20.787	788.15	-0.11400	14.064	0.10940	vapor
179.50	1.5444	0.10472	9.5493	2.2596	3.7539	97.781	12.474	20.787	789.25	-0.11402	14.090	0.10961	vapor
180.00	1.5444	0.10443	9.5759	2.2659	3.7643	97.839	12.474	20.787	790.34	-0.11404	14.116	0.10982	vapor
180.50	1.5444	0.10414	9.6024	2.2721	3.7747	97.896	12.474	20.787	791.44	-0.11406	14.142	0.11003	vapor
181.00	1.5444	0.10385	9.6290	2.2783	3.7851	97.954	12.474	20.786	792.53	-0.11408	14.168	0.11023	vapor
181.50	1.5444	0.10357	9.6556	2.2846	3.7955	98.011	12.474	20.786	793.62	-0.11410	14.194	0.11044	vapor
182.00	1.5444	0.10328	9.6821	2.2908	3.8059	98.068	12.474	20.786	794.71	-0.11412	14.220	0.11065	vapor
182.50	1.5444	0.10300	9.7087	2.2971	3.8163	98.125	12.474	20.786	795.80	-0.11414	14.247	0.11086	vapor
183.00	1.5444	0.10272	9.7352	2.3033	3.8267	98.182	12.474	20.786	796.88	-0.11416	14.273	0.11106	vapor
183.50	1.5444	0.10244	9.7618	2.3095	3.8371	98.239	12.474	20.786	797.97	-0.11418	14.299	0.11127	vapor
184.00	1.5444	0.10216	9.7884	2.3158	3.8475	98.296	12.474	20.786	799.05	-0.11420	14.325	0.11148	vapor
184.50	1.5444	0.10189	9.8149	2.3220	3.8579	98.352	12.474	20.786	800.14	-0.11422	14.351	0.11169	vapor
185.00	1.5444	0.10161	9.8415	2.3282	3.8683	98.408	12.474	20.786	801.22	-0.11423	14.377	0.11189	vapor
185.50	1.5444	0.10134	9.8681	2.3345	3.8787	98.464	12.474	20.786	802.30	-0.11425	14.402	0.11210	vapor
186.00	1.5444	0.10106	9.8946	2.3407	3.8890	98.520	12.474	20.786	803.37	-0.11427	14.428	0.11231	vapor
186.50	1.5444	0.10079	9.9212	2.3469	3.8994	98.576	12.474	20.786	804.45	-0.11428	14.454	0.11251	vapor
187.00	1.5444	0.10053	9.9478	2.3532	3.9098	98.632	12.474	20.786	805.52	-0.11430	14.480	0.11272	vapor
187.50	1.5444	0.10026	9.9743	2.3594	3.9202	98.687	12.474	20.786	806.60	-0.11432	14.506	0.11293	vapor
188.00	1.5444	0.099991	10.001	2.3657	3.9306	98.743	12.474	20.786	807.67	-0.11433	14.532	0.11313	vapor
188.50	1.5444	0.099726	10.027	2.3719	3.9410	98.798	12.474	20.786	808.74	-0.11435	14.558	0.11334	vapor
189.00	1.5444	0.099463	10.054	2.3781	3.9514	98.853	12.474	20.786	809.81	-0.11436	14.584	0.11354	vapor
189.50	1.5444	0.099201	10.081	2.3844	3.9618	98.908	12.474	20.786	810.88	-0.11438	14.609	0.11375	vapor
190.00	1.5444	0.098940	10.107	2.3906	3.9722	98.963	12.474	20.786	811.94	-0.11439	14.635	0.11395	vapor
190.50	1.5444	0.098681	10.134	2.3968	3.9826	99.017	12.474	20.786	813.01	-0.11440	14.661	0.11416	vapor
191.00	1.5444	0.098423	10.160	2.4031	3.9930	99.072	12.474	20.786	814.07	-0.11442	14.687	0.11436	vapor
191.50	1.5444	0.098166	10.187	2.4093	4.0034	99.126	12.474	20.786	815.13	-0.11443	14.712	0.11457	vapor
192.00	1.5444	0.097911	10.213	2.4155	4.0138	99.180	12.474	20.786	816.19	-0.11444	14.738	0.11477	vapor
192.50	1.5444	0.097657	10.240	2.4218	4.0242	99.234	12.474	20.786	817.25	-0.11446	14.764	0.11498	vapor
193.00	1.5444	0.097404	10.267	2.4280	4.0346	99.288	12.474	20.786	818.31	-0.11447	14.789	0.11518	vapor
193.50	1.5444	0.097153	10.293	2.4343	4.0449	99.342	12.474	20.786	819.37	-0.11448	14.815	0.11539	vapor
194.00	1.5444	0.096903	10.320	2.4405	4.0553	99.396	12.474	20.786	820.42	-0.11449	14.841	0.11559	vapor
194.50	1.5444	0.096654	10.346	2.4467	4.0657	99.449	12.474	20.786	821.48	-0.11451	14.866	0.11579	vapor
195.00	1.5444	0.096406	10.373	2.4530	4.0761	99.502	12.474	20.786	822.53	-0.11452	14.892	0.11600	vapor
195.50	1.5444	0.096160	10.399	2.4592	4.0865	99.556	12.474	20.786	823.58	-0.11453	14.917	0.11620	vapor
196.00	1.5444	0.095915	10.426	2.4654	4.0969	99.609	12.474	20.786	824.63	-0.11454	14.943	0.11641	vapor
196.50	1.5444	0.095671	10.452	2.4717	4.1073	99.662	12.474	20.786	825.68	-0.11455	14.968	0.11661	vapor
197.00	1.5444	0.095429	10.479	2.4779	4.1177	99.715	12.474	20.786	826.73	-0.11456	14.994	0.11681	vapor
197.50	1.5444	0.095187	10.506	2.4841	4.1281	99.767	12.474	20.786	827.77	-0.11457	15.019	0.11701	vapor
198.00	1.5444	0.094947	10.532	2.4904	4.1385	99.820	12.474	20.786	828.82	-0.11458	15.045	0.11722	vapor
198.50	1.5444	0.094708	10.559	2.4966	4.1489	99.872	12.474	20.786	829.86	-0.11459	15.070	0.11742	vapor
199.00	1.5444	0.094471	10.585	2.5029	4.1593	99.925	12.474	20.786	830.90	-0.11460	15.096	0.11762	vapor
199.50	1.5444	0.094234	10.612	2.5091	4.1697	99.977	12.474	20.786	831.94	-0.11461	15.121	0.11783	vapor
200.00	1.5444	0.093999	10.638	2.5153	4.1801	100.03	12.474	20.786	832.98	-0.11461	15.146	0.11803	vapor
200.50	1.5444	0.093765	10.665	2.5216	4.1904	100.08	12.474	20.786	834.02	-0.11462	15.172	0.11823	vapor
201.00	1.5444	0.093532	10.692	2.5278	4.2008	100.13	12.474	20.786	835.06	-0.11463	15.197	0.11843	vapor
201.50	1.5444	0.093300	10.718	2.5340	4.2112	100.18	12.473	20.786	836.09	-0.11464	15.223	0.11863	vapor
202.00	1.5444	0.093069	10.745	2.5403	4.2216	100.24	12.473	20.786	837.13	-0.11465	15.248	0.11883	vapor
202.50	1.5444	0.092840	10.771	2.5465	4.2320	100.29	12.473	20.786	838.16	-0.11465	15.273	0.11904	vapor
203.00	1.5444	0.092612	10.798	2.5527	4.2424	100.34	12.473	20.786	839.19	-0.11466	15.298	0.11924	vapor
203.50	1.5444	0.092384	10.824	2.5590	4.2528	100.39	12.473	20.786	840.22	-0.11467	15.324	0.11944	vapor
204.00	1.5444	0.092158	10.851	2.5652	4.2632	100.44	12.473	20.786	841.25	-0.11467	15.349	0.11964	vapor
204.50	1.5444	0.091933	10.877	2.5715	4.2736	100.49	12.473	20.786	842.28	-0.11468	15.374	0.11984	vapor
205.00	1.5444	0.091709	10.904	2.5777	4.2840	100.54	12.473	20.786	843.31	-0.11469	15.399	0.12004	vapor
205.50	1.5444	0.091486	10.931	2.5839	4.2944	100.59	12.473	20.786	844.33	-0.11469	15.425	0.12024	vapor
206.00	1.5444	0.091264	10.957	2.5902	4.3048	100.64	12.473	20.786	845.36	-0.11470	15.450	0.12044	vapor
206.50	1.5444	0.091044	10.984	2.5964	4.3152	100.69	12.473	20.786	846.38	-0.11470	15.475	0.12064	vapor
207.00	1.5444	0.090824	11.010	2.6026	4.3256	100.74	12.473	20.786	847.40	-0.11471	15.500	0.12084	vapor
207.50	1.5444	0.090606	11.037	2.6089	4.3360	100.79	12.473	20.786	848.42	-0.11471	15.525	0.12104	vapor
208.00	1.5444	0.090388	11.063	2.6151	4.3463	100.84	12.473	20.786	849.44	-0.11472	15.550	0.12124	vapor
208.50	1.5444	0.090171	11.090	2.6213	4.3567	100.89	12.473	20.786	850.46	-0.11472	15.576	0.12144	vapor
209.00	1.5444	0.089956	11.117	2.6276	4.3671	100.94	12.473	20.786	851.48	-0.11473	15.601	0.12164	vapor
209.50	1.5444	0.089742	11.143	2.6338	4.3775	100.99	12.473	20.786	852.49	-0.11473	15.626	0.12184	vapor
210.00	1.5444	0.089528	11.170	2.6401	4.3879	101.04	12.473	20.786	853.51	-0.11474	15.651	0.12204	vapor
210.50	1.5444	0.089316	11.196	2.6463	4.3983	101.09	12.473	20.786	854.52	-0.11474	15.676	0.12224	vapor
211.00	1.5444	0.089104	11.223	2.6525	4.4087	101.14	12.473	20.786	855.53	-0.11474	15.701	0.12244	vapor
211.50	1.5444	0.088894	11.249	2.6588	4.4191	101.19	12.473	20.786	856.54	-0.11475	15.726	0.12264	vapor
212.00	1.5444	0.088685	11.276	2.6650	4.4295	101.24	12.473	20.786	857.55	-0.11475	15.751	0.12284	vapor
212.50	1.5444	0.088476	11.302	2.6712	4.4399	101.29	12.473	20.786	858.56	-0.11475	15.776	0.12304	vapor
213.00	1.5444	0.088269	11.329	2.6775	4.4503	101.34	12.473	20.786	859.57	-0.11476	15.801	0.12324	vapor
213.50	1.5444	0.088062	11.356	2.6837	4.4607	101.39	12.473	20.786	860.57	-0.11476	15.826	0.12343	vapor
214.00	1.5444	0.087857	11.382	2.6899	4.4711	101.44	12.473	20.786	861.58	-0.11476	15.851	0.12363	vapor
214.50	1.5444	0.087652	11.409	2.6962	4.4815	101.48	12.473	20.786	862.58	-0.11476	15.876	0.12383	vapor
215.00	1.5444	0.087448	11.435	2.7024	4.4918	101.53	12.473	20.786	863.58	-0.11477	15.900	0.12403	vapor
215.50	1.5444	0.087246	11.462	2.7087	4.5022	101.58	12.473	20.786	864.59	-0.11477	15.925	0.12423	vapor
216.00	1.5444	0.087044	11.488	2.7149	4.5126	101.63	12.473	20.786	865.59	-0.11477	15.950	0.12442	vapor
216.50	1.5444	0.086843	11.515	2.7211	4.5230	101.68	12.473	20.786	866.58	-0.11477	15.975	0.12462	vapor
