Temperature (K)	Pressure (atm)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
108.50	1.6124	0.18071	5.5338	1.3739	2.2780	86.957	12.477	20.792	614.21	-0.10327	10.141	0.077917	vapor
109.00	1.6124	0.17988	5.5593	1.3802	2.2884	87.052	12.477	20.792	615.62	-0.10344	10.162	0.078158	vapor
109.50	1.6124	0.17906	5.5847	1.3864	2.2988	87.148	12.477	20.792	617.02	-0.10362	10.183	0.078399	vapor
110.00	1.6124	0.17825	5.6101	1.3927	2.3092	87.242	12.477	20.792	618.42	-0.10378	10.204	0.078639	vapor
110.50	1.6124	0.17744	5.6356	1.3989	2.3196	87.337	12.477	20.792	619.82	-0.10395	10.234	0.078879	vapor
111.00	1.6124	0.17665	5.6610	1.4051	2.3300	87.430	12.476	20.792	621.22	-0.10412	10.264	0.079119	vapor
111.50	1.6124	0.17586	5.6865	1.4114	2.3404	87.524	12.476	20.792	622.61	-0.10428	10.294	0.079359	vapor
112.00	1.6124	0.17507	5.7119	1.4176	2.3508	87.617	12.476	20.792	624.00	-0.10444	10.325	0.079598	vapor
112.50	1.6124	0.17430	5.7374	1.4238	2.3612	87.710	12.476	20.792	625.38	-0.10460	10.355	0.079837	vapor
113.00	1.6124	0.17353	5.7628	1.4301	2.3716	87.802	12.476	20.792	626.76	-0.10475	10.385	0.080076	vapor
113.50	1.6124	0.17276	5.7883	1.4363	2.3820	87.894	12.476	20.791	628.14	-0.10491	10.415	0.080314	vapor
114.00	1.6124	0.17201	5.8137	1.4426	2.3924	87.985	12.476	20.791	629.52	-0.10506	10.445	0.080552	vapor
114.50	1.6124	0.17126	5.8392	1.4488	2.4028	88.076	12.476	20.791	630.89	-0.10521	10.474	0.080790	vapor
115.00	1.6124	0.17051	5.8646	1.4550	2.4132	88.166	12.476	20.791	632.26	-0.10535	10.504	0.081027	vapor
115.50	1.6124	0.16978	5.8901	1.4613	2.4236	88.257	12.476	20.791	633.63	-0.10550	10.534	0.081264	vapor
116.00	1.6124	0.16905	5.9155	1.4675	2.4340	88.346	12.476	20.791	634.99	-0.10564	10.564	0.081501	vapor
116.50	1.6124	0.16832	5.9410	1.4738	2.4444	88.436	12.476	20.791	636.35	-0.10578	10.594	0.081738	vapor
117.00	1.6124	0.16761	5.9664	1.4800	2.4548	88.525	12.476	20.791	637.71	-0.10592	10.623	0.081974	vapor
117.50	1.6124	0.16689	5.9918	1.4862	2.4652	88.614	12.476	20.791	639.07	-0.10606	10.653	0.082210	vapor
118.00	1.6124	0.16619	6.0173	1.4925	2.4756	88.702	12.476	20.791	640.42	-0.10619	10.683	0.082445	vapor
118.50	1.6124	0.16549	6.0427	1.4987	2.4860	88.790	12.476	20.791	641.77	-0.10633	10.712	0.082681	vapor
119.00	1.6124	0.16479	6.0682	1.5049	2.4963	88.877	12.476	20.791	643.12	-0.10646	10.742	0.082916	vapor
119.50	1.6124	0.16411	6.0936	1.5112	2.5067	88.965	12.476	20.791	644.46	-0.10659	10.771	0.083151	vapor
120.00	1.6124	0.16342	6.1191	1.5174	2.5171	89.051	12.476	20.790	645.80	-0.10671	10.801	0.083385	vapor
120.50	1.6124	0.16275	6.1445	1.5237	2.5275	89.138	12.476	20.790	647.14	-0.10684	10.830	0.083620	vapor
121.00	1.6124	0.16208	6.1700	1.5299	2.5379	89.224	12.476	20.790	648.47	-0.10697	10.860	0.083854	vapor
121.50	1.6124	0.16141	6.1954	1.5361	2.5483	89.310	12.476	20.790	649.81	-0.10709	10.889	0.084087	vapor
122.00	1.6124	0.16075	6.2209	1.5424	2.5587	89.395	12.476	20.790	651.14	-0.10721	10.918	0.084321	vapor
122.50	1.6124	0.16009	6.2463	1.5486	2.5691	89.480	12.476	20.790	652.46	-0.10733	10.948	0.084554	vapor
123.00	1.6124	0.15945	6.2717	1.5548	2.5795	89.565	12.476	20.790	653.79	-0.10745	10.977	0.084787	vapor
123.50	1.6124	0.15880	6.2972	1.5611	2.5899	89.649	12.476	20.790	655.11	-0.10756	11.006	0.085019	vapor
124.00	1.6124	0.15816	6.3226	1.5673	2.6003	89.733	12.476	20.790	656.43	-0.10768	11.035	0.085252	vapor
124.50	1.6124	0.15753	6.3481	1.5736	2.6107	89.817	12.476	20.790	657.75	-0.10779	11.064	0.085484	vapor
125.00	1.6124	0.15690	6.3735	1.5798	2.6211	89.900	12.476	20.790	659.06	-0.10790	11.093	0.085715	vapor
125.50	1.6124	0.15628	6.3990	1.5860	2.6315	89.983	12.476	20.790	660.37	-0.10801	11.123	0.085947	vapor
126.00	1.6124	0.15566	6.4244	1.5923	2.6419	90.066	12.476	20.790	661.68	-0.10812	11.152	0.086178	vapor
126.50	1.6124	0.15504	6.4499	1.5985	2.6523	90.148	12.476	20.790	662.99	-0.10822	11.181	0.086409	vapor
127.00	1.6124	0.15443	6.4753	1.6048	2.6627	90.230	12.476	20.790	664.29	-0.10833	11.210	0.086640	vapor
127.50	1.6124	0.15383	6.5007	1.6110	2.6731	90.312	12.476	20.790	665.59	-0.10843	11.238	0.086870	vapor
128.00	1.6124	0.15323	6.5262	1.6172	2.6835	90.393	12.476	20.790	666.89	-0.10853	11.267	0.087100	vapor
128.50	1.6124	0.15263	6.5516	1.6235	2.6939	90.474	12.476	20.789	668.19	-0.10864	11.296	0.087330	vapor
129.00	1.6124	0.15204	6.5771	1.6297	2.7042	90.555	12.476	20.789	669.48	-0.10874	11.325	0.087560	vapor
129.50	1.6124	0.15146	6.6025	1.6359	2.7146	90.635	12.475	20.789	670.77	-0.10883	11.354	0.087790	vapor
130.00	1.6124	0.15088	6.6280	1.6422	2.7250	90.715	12.475	20.789	672.06	-0.10893	11.383	0.088019	vapor
130.50	1.6124	0.15030	6.6534	1.6484	2.7354	90.795	12.475	20.789	673.35	-0.10903	11.411	0.088248	vapor
131.00	1.6124	0.14973	6.6789	1.6547	2.7458	90.875	12.475	20.789	674.63	-0.10912	11.440	0.088476	vapor
131.50	1.6124	0.14916	6.7043	1.6609	2.7562	90.954	12.475	20.789	675.91	-0.10921	11.469	0.088705	vapor
132.00	1.6124	0.14859	6.7297	1.6671	2.7666	91.033	12.475	20.789	677.19	-0.10930	11.497	0.088933	vapor
132.50	1.6124	0.14803	6.7552	1.6734	2.7770	91.111	12.475	20.789	678.47	-0.10939	11.526	0.089161	vapor
133.00	1.6124	0.14748	6.7806	1.6796	2.7874	91.190	12.475	20.789	679.74	-0.10948	11.554	0.089388	vapor
133.50	1.6124	0.14693	6.8061	1.6858	2.7978	91.268	12.475	20.789	681.01	-0.10957	11.583	0.089616	vapor
134.00	1.6124	0.14638	6.8315	1.6921	2.8082	91.345	12.475	20.789	682.28	-0.10966	11.611	0.089843	vapor
134.50	1.6124	0.14584	6.8570	1.6983	2.8186	91.423	12.475	20.789	683.55	-0.10974	11.640	0.090070	vapor
135.00	1.6124	0.14530	6.8824	1.7046	2.8290	91.500	12.475	20.789	684.81	-0.10983	11.668	0.090297	vapor
135.50	1.6124	0.14476	6.9079	1.7108	2.8394	91.577	12.475	20.789	686.08	-0.10991	11.697	0.090523	vapor
136.00	1.6124	0.14423	6.9333	1.7170	2.8498	91.653	12.475	20.789	687.34	-0.10999	11.725	0.090749	vapor
136.50	1.6124	0.14370	6.9587	1.7233	2.8602	91.730	12.475	20.789	688.59	-0.11007	11.753	0.090975	vapor
137.00	1.6124	0.14318	6.9842	1.7295	2.8706	91.806	12.475	20.789	689.85	-0.11015	11.782	0.091201	vapor
137.50	1.6124	0.14266	7.0096	1.7357	2.8810	91.881	12.475	20.789	691.10	-0.11023	11.810	0.091426	vapor
138.00	1.6124	0.14214	7.0351	1.7420	2.8913	91.957	12.475	20.789	692.35	-0.11031	11.838	0.091652	vapor
138.50	1.6124	0.14163	7.0605	1.7482	2.9017	92.032	12.475	20.789	693.60	-0.11039	11.867	0.091877	vapor
139.00	1.6124	0.14112	7.0860	1.7545	2.9121	92.107	12.475	20.789	694.85	-0.11046	11.895	0.092101	vapor
139.50	1.6124	0.14062	7.1114	1.7607	2.9225	92.182	12.475	20.789	696.09	-0.11054	11.923	0.092326	vapor
140.00	1.6124	0.14012	7.1368	1.7669	2.9329	92.256	12.475	20.788	697.33	-0.11061	11.951	0.092550	vapor
140.50	1.6124	0.13962	7.1623	1.7732	2.9433	92.330	12.475	20.788	698.57	-0.11068	11.979	0.092774	vapor
141.00	1.6124	0.13913	7.1877	1.7794	2.9537	92.404	12.475	20.788	699.81	-0.11075	12.007	0.092998	vapor
141.50	1.6124	0.13864	7.2132	1.7856	2.9641	92.478	12.475	20.788	701.05	-0.11082	12.035	0.093222	vapor
142.00	1.6124	0.13815	7.2386	1.7919	2.9745	92.551	12.475	20.788	702.28	-0.11089	12.063	0.093445	vapor
142.50	1.6124	0.13766	7.2641	1.7981	2.9849	92.624	12.475	20.788	703.51	-0.11096	12.091	0.093668	vapor
143.00	1.6124	0.13718	7.2895	1.8043	2.9953	92.697	12.475	20.788	704.74	-0.11103	12.119	0.093891	vapor
143.50	1.6124	0.13671	7.3150	1.8106	3.0057	92.769	12.475	20.788	705.96	-0.11109	12.147	0.094114	vapor
144.00	1.6124	0.13623	7.3404	1.8168	3.0161	92.842	12.475	20.788	707.19	-0.11116	12.175	0.094336	vapor
144.50	1.6124	0.13576	7.3658	1.8231	3.0265	92.914	12.475	20.788	708.41	-0.11122	12.203	0.094559	vapor
145.00	1.6124	0.13529	7.3913	1.8293	3.0369	92.986	12.475	20.788	709.63	-0.11129	12.231	0.094781	vapor
145.50	1.6124	0.13483	7.4167	1.8355	3.0473	93.057	12.475	20.788	710.85	-0.11135	12.258	0.095003	vapor
146.00	1.6124	0.13437	7.4422	1.8418	3.0577	93.128	12.475	20.788	712.07	-0.11141	12.286	0.095224	vapor
146.50	1.6124	0.13391	7.4676	1.8480	3.0680	93.199	12.475	20.788	713.28	-0.11147	12.314	0.095446	vapor
147.00	1.6124	0.13346	7.4931	1.8542	3.0784	93.270	12.475	20.788	714.49	-0.11153	12.342	0.095667	vapor
147.50	1.6124	0.13301	7.5185	1.8605	3.0888	93.341	12.475	20.788	715.70	-0.11159	12.369	0.095888	vapor
148.00	1.6124	0.13256	7.5439	1.8667	3.0992	93.411	12.475	20.788	716.91	-0.11165	12.397	0.096108	vapor
148.50	1.6124	0.13211	7.5694	1.8730	3.1096	93.481	12.475	20.788	718.12	-0.11171	12.425	0.096329	vapor
149.00	1.6124	0.13167	7.5948	1.8792	3.1200	93.551	12.475	20.788	719.32	-0.11177	12.452	0.096549	vapor
149.50	1.6124	0.13123	7.6203	1.8854	3.1304	93.621	12.475	20.788	720.52	-0.11182	12.480	0.096769	vapor
150.00	1.6124	0.13079	7.6457	1.8917	3.1408	93.690	12.475	20.788	721.72	-0.11188	12.508	0.096989	vapor
150.50	1.6124	0.13036	7.6712	1.8979	3.1512	93.759	12.475	20.788	722.92	-0.11193	12.535	0.097209	vapor
151.00	1.6124	0.12993	7.6966	1.9041	3.1616	93.828	12.475	20.788	724.11	-0.11199	12.563	0.097428	vapor
151.50	1.6124	0.12950	7.7220	1.9104	3.1720	93.897	12.475	20.788	725.31	-0.11204	12.590	0.097648	vapor
152.00	1.6124	0.12907	7.7475	1.9166	3.1824	93.966	12.475	20.788	726.50	-0.11209	12.617	0.097867	vapor
152.50	1.6124	0.12865	7.7729	1.9229	3.1928	94.034	12.475	20.788	727.69	-0.11214	12.645	0.098085	vapor
153.00	1.6124	0.12823	7.7984	1.9291	3.2032	94.102	12.475	20.788	728.88	-0.11219	12.672	0.098304	vapor
153.50	1.6124	0.12781	7.8238	1.9353	3.2136	94.170	12.475	20.788	730.06	-0.11224	12.700	0.098522	vapor
154.00	1.6124	0.12740	7.8493	1.9416	3.2240	94.237	12.475	20.788	731.25	-0.11229	12.727	0.098741	vapor
154.50	1.6124	0.12699	7.8747	1.9478	3.2344	94.305	12.475	20.788	732.43	-0.11234	12.754	0.098959	vapor
155.00	1.6124	0.12658	7.9002	1.9540	3.2447	94.372	12.475	20.788	733.61	-0.11239	12.782	0.099176	vapor
155.50	1.6124	0.12617	7.9256	1.9603	3.2551	94.439	12.475	20.788	734.79	-0.11244	12.809	0.099394	vapor
156.00	1.6124	0.12577	7.9510	1.9665	3.2655	94.506	12.475	20.787	735.97	-0.11248	12.836	0.099611	vapor
156.50	1.6124	0.12537	7.9765	1.9728	3.2759	94.572	12.475	20.787	737.14	-0.11253	12.863	0.099829	vapor
157.00	1.6124	0.12497	8.0019	1.9790	3.2863	94.638	12.475	20.787	738.31	-0.11257	12.891	0.10005	vapor
157.50	1.6124	0.12457	8.0274	1.9852	3.2967	94.704	12.474	20.787	739.48	-0.11262	12.918	0.10026	vapor
158.00	1.6124	0.12418	8.0528	1.9915	3.3071	94.770	12.474	20.787	740.65	-0.11266	12.945	0.10048	vapor
158.50	1.6124	0.12379	8.0783	1.9977	3.3175	94.836	12.474	20.787	741.82	-0.11270	12.972	0.10070	vapor
159.00	1.6124	0.12340	8.1037	2.0039	3.3279	94.902	12.474	20.787	742.99	-0.11275	12.999	0.10091	vapor
159.50	1.6124	0.12301	8.1291	2.0102	3.3383	94.967	12.474	20.787	744.15	-0.11279	13.026	0.10113	vapor
160.00	1.6124	0.12263	8.1546	2.0164	3.3487	95.032	12.474	20.787	745.31	-0.11283	13.053	0.10134	vapor
160.50	1.6124	0.12225	8.1800	2.0226	3.3591	95.097	12.474	20.787	746.47	-0.11287	13.080	0.10156	vapor
161.00	1.6124	0.12187	8.2055	2.0289	3.3695	95.161	12.474	20.787	747.63	-0.11291	13.107	0.10177	vapor
161.50	1.6124	0.12149	8.2309	2.0351	3.3799	95.226	12.474	20.787	748.79	-0.11295	13.134	0.10199	vapor
162.00	1.6124	0.12112	8.2564	2.0414	3.3903	95.290	12.474	20.787	749.94	-0.11299	13.161	0.10220	vapor
162.50	1.6124	0.12075	8.2818	2.0476	3.4007	95.354	12.474	20.787	751.09	-0.11303	13.188	0.10242	vapor
163.00	1.6124	0.12038	8.3072	2.0538	3.4110	95.418	12.474	20.787	752.24	-0.11306	13.215	0.10263	vapor
163.50	1.6124	0.12001	8.3327	2.0601	3.4214	95.482	12.474	20.787	753.39	-0.11310	13.242	0.10285	vapor
164.00	1.6124	0.11964	8.3581	2.0663	3.4318	95.545	12.474	20.787	754.54	-0.11314	13.269	0.10306	vapor
164.50	1.6124	0.11928	8.3836	2.0725	3.4422	95.608	12.474	20.787	755.69	-0.11317	13.296	0.10328	vapor
165.00	1.6124	0.11892	8.4090	2.0788	3.4526	95.672	12.474	20.787	756.83	-0.11321	13.323	0.10349	vapor
165.50	1.6124	0.11856	8.4345	2.0850	3.4630	95.734	12.474	20.787	757.97	-0.11324	13.349	0.10370	vapor
166.00	1.6124	0.11820	8.4599	2.0912	3.4734	95.797	12.474	20.787	759.11	-0.11328	13.376	0.10392	vapor
166.50	1.6124	0.11785	8.4853	2.0975	3.4838	95.860	12.474	20.787	760.25	-0.11331	13.403	0.10413	vapor
167.00	1.6124	0.11750	8.5108	2.1037	3.4942	95.922	12.474	20.787	761.39	-0.11334	13.430	0.10434	vapor
167.50	1.6124	0.11715	8.5362	2.1100	3.5046	95.984	12.474	20.787	762.53	-0.11338	13.456	0.10456	vapor
168.00	1.6124	0.11680	8.5617	2.1162	3.5150	96.046	12.474	20.787	763.66	-0.11341	13.483	0.10477	vapor
168.50	1.6124	0.11645	8.5871	2.1224	3.5254	96.108	12.474	20.787	764.79	-0.11344	13.510	0.10498	vapor
169.00	1.6124	0.11611	8.6125	2.1287	3.5358	96.169	12.474	20.787	765.92	-0.11347	13.536	0.10519	vapor
169.50	1.6124	0.11577	8.6380	2.1349	3.5462	96.231	12.474	20.787	767.05	-0.11350	13.563	0.10541	vapor
170.00	1.6124	0.11543	8.6634	2.1411	3.5566	96.292	12.474	20.787	768.18	-0.11353	13.589	0.10562	vapor
170.50	1.6124	0.11509	8.6889	2.1474	3.5669	96.353	12.474	20.787	769.30	-0.11356	13.616	0.10583	vapor
171.00	1.6124	0.11475	8.7143	2.1536	3.5773	96.414	12.474	20.787	770.43	-0.11359	13.643	0.10604	vapor
171.50	1.6124	0.11442	8.7398	2.1599	3.5877	96.475	12.474	20.787	771.55	-0.11362	13.669	0.10625	vapor
172.00	1.6124	0.11409	8.7652	2.1661	3.5981	96.535	12.474	20.787	772.67	-0.11365	13.696	0.10647	vapor
172.50	1.6124	0.11376	8.7906	2.1723	3.6085	96.596	12.474	20.787	773.79	-0.11368	13.722	0.10668	vapor
173.00	1.6124	0.11343	8.8161	2.1786	3.6189	96.656	12.474	20.787	774.91	-0.11370	13.748	0.10689	vapor
173.50	1.6124	0.11310	8.8415	2.1848	3.6293	96.716	12.474	20.787	776.02	-0.11373	13.775	0.10710	vapor
174.00	1.6124	0.11278	8.8670	2.1910	3.6397	96.776	12.474	20.787	777.14	-0.11376	13.801	0.10731	vapor
174.50	1.6124	0.11246	8.8924	2.1973	3.6501	96.835	12.474	20.787	778.25	-0.11378	13.828	0.10752	vapor
175.00	1.6124	0.11213	8.9179	2.2035	3.6605	96.895	12.474	20.787	779.36	-0.11381	13.854	0.10773	vapor
175.50	1.6124	0.11182	8.9433	2.2097	3.6709	96.954	12.474	20.787	780.47	-0.11383	13.880	0.10794	vapor
176.00	1.6124	0.11150	8.9687	2.2160	3.6813	97.013	12.474	20.787	781.58	-0.11386	13.907	0.10815	vapor
176.50	1.6124	0.11118	8.9942	2.2222	3.6917	97.072	12.474	20.787	782.68	-0.11388	13.933	0.10836	vapor
177.00	1.6124	0.11087	9.0196	2.2285	3.7021	97.131	12.474	20.787	783.79	-0.11391	13.959	0.10857	vapor
177.50	1.6124	0.11056	9.0451	2.2347	3.7125	97.189	12.474	20.787	784.89	-0.11393	13.986	0.10878	vapor
178.00	1.6124	0.11025	9.0705	2.2409	3.7228	97.248	12.474	20.787	785.99	-0.11395	14.012	0.10899	vapor
178.50	1.6124	0.10994	9.0960	2.2472	3.7332	97.306	12.474	20.787	787.09	-0.11397	14.038	0.10920	vapor
179.00	1.6124	0.10963	9.1214	2.2534	3.7436	97.364	12.474	20.787	788.19	-0.11400	14.064	0.10941	vapor
179.50	1.6124	0.10933	9.1468	2.2596	3.7540	97.422	12.474	20.787	789.29	-0.11402	14.090	0.10961	vapor
180.00	1.6124	0.10902	9.1723	2.2659	3.7644	97.480	12.474	20.787	790.38	-0.11404	14.117	0.10982	vapor
180.50	1.6124	0.10872	9.1977	2.2721	3.7748	97.538	12.474	20.787	791.48	-0.11406	14.143	0.11003	vapor
181.00	1.6124	0.10842	9.2232	2.2783	3.7852	97.595	12.474	20.787	792.57	-0.11408	14.169	0.11024	vapor
181.50	1.6124	0.10812	9.2486	2.2846	3.7956	97.653	12.474	20.787	793.66	-0.11410	14.195	0.11045	vapor
182.00	1.6124	0.10783	9.2741	2.2908	3.8060	97.710	12.474	20.786	794.75	-0.11412	14.221	0.11066	vapor
182.50	1.6124	0.10753	9.2995	2.2971	3.8164	97.767	12.474	20.786	795.84	-0.11414	14.247	0.11086	vapor
183.00	1.6124	0.10724	9.3249	2.3033	3.8268	97.824	12.474	20.786	796.93	-0.11416	14.273	0.11107	vapor
183.50	1.6124	0.10695	9.3504	2.3095	3.8372	97.881	12.474	20.786	798.01	-0.11418	14.299	0.11128	vapor
184.00	1.6124	0.10666	9.3758	2.3158	3.8476	97.937	12.474	20.786	799.09	-0.11420	14.325	0.11149	vapor
184.50	1.6124	0.10637	9.4013	2.3220	3.8580	97.993	12.474	20.786	800.18	-0.11421	14.351	0.11169	vapor
185.00	1.6124	0.10608	9.4267	2.3282	3.8684	98.050	12.474	20.786	801.26	-0.11423	14.377	0.11190	vapor
185.50	1.6124	0.10580	9.4522	2.3345	3.8787	98.106	12.474	20.786	802.34	-0.11425	14.403	0.11211	vapor
186.00	1.6124	0.10551	9.4776	2.3407	3.8891	98.162	12.474	20.786	803.41	-0.11427	14.429	0.11231	vapor
186.50	1.6124	0.10523	9.5030	2.3470	3.8995	98.218	12.474	20.786	804.49	-0.11428	14.455	0.11252	vapor
187.00	1.6124	0.10495	9.5285	2.3532	3.9099	98.273	12.474	20.786	805.56	-0.11430	14.481	0.11273	vapor
187.50	1.6124	0.10467	9.5539	2.3594	3.9203	98.329	12.474	20.786	806.64	-0.11431	14.507	0.11293	vapor
188.00	1.6124	0.10439	9.5794	2.3657	3.9307	98.384	12.474	20.786	807.71	-0.11433	14.532	0.11314	vapor
188.50	1.6124	0.10411	9.6048	2.3719	3.9411	98.439	12.474	20.786	808.78	-0.11435	14.558	0.11334	vapor
189.00	1.6124	0.10384	9.6302	2.3781	3.9515	98.494	12.474	20.786	809.85	-0.11436	14.584	0.11355	vapor
189.50	1.6124	0.10357	9.6557	2.3844	3.9619	98.549	12.474	20.786	810.92	-0.11438	14.610	0.11375	vapor
190.00	1.6124	0.10329	9.6811	2.3906	3.9723	98.604	12.474	20.786	811.98	-0.11439	14.636	0.11396	vapor
190.50	1.6124	0.10302	9.7066	2.3968	3.9827	98.659	12.474	20.786	813.05	-0.11440	14.661	0.11416	vapor
191.00	1.6124	0.10275	9.7320	2.4031	3.9931	98.713	12.474	20.786	814.11	-0.11442	14.687	0.11437	vapor
191.50	1.6124	0.10249	9.7575	2.4093	4.0035	98.768	12.474	20.786	815.17	-0.11443	14.713	0.11457	vapor
192.00	1.6124	0.10222	9.7829	2.4156	4.0139	98.822	12.474	20.786	816.23	-0.11444	14.738	0.11478	vapor
192.50	1.6124	0.10195	9.8083	2.4218	4.0243	98.876	12.474	20.786	817.29	-0.11446	14.764	0.11498	vapor
193.00	1.6124	0.10169	9.8338	2.4280	4.0346	98.930	12.474	20.786	818.35	-0.11447	14.790	0.11519	vapor
193.50	1.6124	0.10143	9.8592	2.4343	4.0450	98.983	12.474	20.786	819.41	-0.11448	14.815	0.11539	vapor
194.00	1.6124	0.10117	9.8847	2.4405	4.0554	99.037	12.474	20.786	820.46	-0.11449	14.841	0.11560	vapor
194.50	1.6124	0.10091	9.9101	2.4467	4.0658	99.091	12.474	20.786	821.52	-0.11450	14.867	0.11580	vapor
195.00	1.6124	0.10065	9.9356	2.4530	4.0762	99.144	12.474	20.786	822.57	-0.11452	14.892	0.11600	vapor
195.50	1.6124	0.10039	9.9610	2.4592	4.0866	99.197	12.474	20.786	823.62	-0.11453	14.918	0.11621	vapor
196.00	1.6124	0.10014	9.9864	2.4654	4.0970	99.250	12.474	20.786	824.67	-0.11454	14.943	0.11641	vapor
196.50	1.6124	0.099881	10.012	2.4717	4.1074	99.303	12.474	20.786	825.72	-0.11455	14.969	0.11661	vapor
197.00	1.6124	0.099628	10.037	2.4779	4.1178	99.356	12.474	20.786	826.77	-0.11456	14.994	0.11682	vapor
197.50	1.6124	0.099376	10.063	2.4842	4.1282	99.409	12.474	20.786	827.81	-0.11457	15.020	0.11702	vapor
198.00	1.6124	0.099126	10.088	2.4904	4.1386	99.461	12.474	20.786	828.86	-0.11458	15.045	0.11722	vapor
198.50	1.6124	0.098876	10.114	2.4966	4.1490	99.514	12.474	20.786	829.90	-0.11459	15.071	0.11743	vapor
199.00	1.6124	0.098628	10.139	2.5029	4.1594	99.566	12.474	20.786	830.94	-0.11460	15.096	0.11763	vapor
199.50	1.6124	0.098381	10.165	2.5091	4.1698	99.618	12.474	20.786	831.98	-0.11460	15.122	0.11783	vapor
200.00	1.6124	0.098136	10.190	2.5153	4.1801	99.670	12.474	20.786	833.02	-0.11461	15.147	0.11803	vapor
200.50	1.6124	0.097891	10.215	2.5216	4.1905	99.722	12.474	20.786	834.06	-0.11462	15.172	0.11823	vapor
201.00	1.6124	0.097648	10.241	2.5278	4.2009	99.774	12.474	20.786	835.10	-0.11463	15.198	0.11844	vapor
201.50	1.6124	0.097406	10.266	2.5340	4.2113	99.826	12.474	20.786	836.13	-0.11464	15.223	0.11864	vapor
202.00	1.6124	0.097165	10.292	2.5403	4.2217	99.877	12.474	20.786	837.17	-0.11465	15.248	0.11884	vapor
202.50	1.6124	0.096926	10.317	2.5465	4.2321	99.928	12.474	20.786	838.20	-0.11465	15.274	0.11904	vapor
203.00	1.6124	0.096687	10.343	2.5528	4.2425	99.980	12.474	20.786	839.23	-0.11466	15.299	0.11924	vapor
203.50	1.6124	0.096450	10.368	2.5590	4.2529	100.03	12.474	20.786	840.26	-0.11467	15.324	0.11944	vapor
204.00	1.6124	0.096214	10.394	2.5652	4.2633	100.08	12.474	20.786	841.29	-0.11467	15.350	0.11965	vapor
204.50	1.6124	0.095979	10.419	2.5715	4.2737	100.13	12.474	20.786	842.32	-0.11468	15.375	0.11985	vapor
205.00	1.6124	0.095745	10.444	2.5777	4.2841	100.18	12.474	20.786	843.35	-0.11469	15.400	0.12005	vapor
205.50	1.6124	0.095512	10.470	2.5839	4.2945	100.23	12.474	20.786	844.37	-0.11469	15.425	0.12025	vapor
206.00	1.6124	0.095281	10.495	2.5902	4.3049	100.28	12.474	20.786	845.39	-0.11470	15.450	0.12045	vapor
206.50	1.6124	0.095050	10.521	2.5964	4.3153	100.34	12.474	20.786	846.42	-0.11470	15.476	0.12065	vapor
207.00	1.6124	0.094821	10.546	2.6026	4.3256	100.39	12.473	20.786	847.44	-0.11471	15.501	0.12085	vapor
207.50	1.6124	0.094593	10.572	2.6089	4.3360	100.44	12.473	20.786	848.46	-0.11471	15.526	0.12105	vapor
208.00	1.6124	0.094366	10.597	2.6151	4.3464	100.49	12.473	20.786	849.48	-0.11472	15.551	0.12125	vapor
208.50	1.6124	0.094140	10.622	2.6214	4.3568	100.54	12.473	20.786	850.50	-0.11472	15.576	0.12145	vapor
209.00	1.6124	0.093915	10.648	2.6276	4.3672	100.59	12.473	20.786	851.51	-0.11473	15.601	0.12165	vapor
209.50	1.6124	0.093691	10.673	2.6338	4.3776	100.63	12.473	20.786	852.53	-0.11473	15.626	0.12185	vapor
210.00	1.6124	0.093468	10.699	2.6401	4.3880	100.68	12.473	20.786	853.54	-0.11474	15.651	0.12205	vapor
210.50	1.6124	0.093246	10.724	2.6463	4.3984	100.73	12.473	20.786	854.56	-0.11474	15.676	0.12225	vapor
211.00	1.6124	0.093026	10.750	2.6525	4.4088	100.78	12.473	20.786	855.57	-0.11474	15.701	0.12245	vapor
211.50	1.6124	0.092806	10.775	2.6588	4.4192	100.83	12.473	20.786	856.58	-0.11475	15.726	0.12265	vapor
212.00	1.6124	0.092587	10.801	2.6650	4.4296	100.88	12.473	20.786	857.59	-0.11475	15.751	0.12284	vapor
212.50	1.6124	0.092370	10.826	2.6712	4.4400	100.93	12.473	20.786	858.60	-0.11475	15.776	0.12304	vapor
213.00	1.6124	0.092153	10.851	2.6775	4.4504	100.98	12.473	20.786	859.60	-0.11476	15.801	0.12324	vapor
213.50	1.6124	0.091938	10.877	2.6837	4.4608	101.03	12.473	20.786	860.61	-0.11476	15.826	0.12344	vapor
214.00	1.6124	0.091723	10.902	2.6899	4.4712	101.08	12.473	20.786	861.61	-0.11476	15.851	0.12364	vapor
214.50	1.6124	0.091510	10.928	2.6962	4.4815	101.13	12.473	20.786	862.62	-0.11476	15.876	0.12384	vapor
215.00	1.6124	0.091297	10.953	2.7024	4.4919	101.17	12.473	20.786	863.62	-0.11476	15.901	0.12403	vapor
215.50	1.6124	0.091086	10.979	2.7087	4.5023	101.22	12.473	20.786	864.62	-0.11477	15.926	0.12423	vapor
216.00	1.6124	0.090875	11.004	2.7149	4.5127	101.27	12.473	20.786	865.62	-0.11477	15.951	0.12443	vapor
