Temperature (K)	Pressure (atm)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
37.000	1.6124	0.52883	1.8910	0.48081	0.78976	64.555	12.492	20.887	360.01	0.0086421	5.2956	0.038563	vapor
37.500	1.6124	0.52177	1.9165	0.48708	0.80020	64.836	12.492	20.884	362.41	0.0060135	5.3396	0.038891	vapor
38.000	1.6124	0.51490	1.9421	0.49334	0.81064	65.112	12.492	20.881	364.80	0.0034606	5.3833	0.039219	vapor
38.500	1.6124	0.50822	1.9677	0.49961	0.82108	65.385	12.491	20.878	367.17	0.00098042	5.4269	0.039545	vapor
39.000	1.6124	0.50170	1.9932	0.50587	0.83152	65.655	12.491	20.875	369.53	-0.0014299	5.4701	0.039870	vapor
39.500	1.6124	0.49535	2.0188	0.51214	0.84196	65.920	12.491	20.873	371.87	-0.0037729	5.5132	0.040194	vapor
40.000	1.6124	0.48916	2.0443	0.51840	0.85239	66.183	12.490	20.871	374.20	-0.0060512	5.5561	0.040517	vapor
40.500	1.6124	0.48312	2.0699	0.52466	0.86283	66.442	12.490	20.868	376.51	-0.0082672	5.5987	0.040838	vapor
41.000	1.6124	0.47724	2.0954	0.53092	0.87326	66.698	12.490	20.866	378.81	-0.010423	5.6411	0.041158	vapor
41.500	1.6124	0.47149	2.1209	0.53718	0.88369	66.951	12.490	20.864	381.10	-0.012521	5.6833	0.041478	vapor
42.000	1.6124	0.46588	2.1465	0.54344	0.89412	67.201	12.489	20.862	383.37	-0.014564	5.7253	0.041796	vapor
42.500	1.6124	0.46040	2.1720	0.54970	0.90455	67.448	12.489	20.860	385.62	-0.016552	5.7671	0.042112	vapor
43.000	1.6124	0.45506	2.1975	0.55596	0.91498	67.692	12.489	20.858	387.86	-0.018489	5.8087	0.042428	vapor
43.500	1.6124	0.44983	2.2231	0.56221	0.92541	67.933	12.489	20.856	390.09	-0.020376	5.8501	0.042743	vapor
44.000	1.6124	0.44472	2.2486	0.56847	0.93584	68.171	12.489	20.854	392.31	-0.022214	5.8914	0.043056	vapor
44.500	1.6124	0.43973	2.2741	0.57473	0.94627	68.407	12.488	20.852	394.52	-0.024006	5.9324	0.043369	vapor
45.000	1.6124	0.43485	2.2996	0.58098	0.95669	68.640	12.488	20.851	396.71	-0.025752	5.9732	0.043680	vapor
45.500	1.6124	0.43008	2.3251	0.58724	0.96712	68.870	12.488	20.849	398.89	-0.027455	6.0139	0.043991	vapor
46.000	1.6124	0.42541	2.3507	0.59350	0.97754	69.098	12.488	20.847	401.06	-0.029116	6.0544	0.044300	vapor
46.500	1.6124	0.42084	2.3762	0.59975	0.98796	69.324	12.487	20.846	403.21	-0.030736	6.0947	0.044609	vapor
47.000	1.6124	0.41637	2.4017	0.60601	0.99839	69.547	12.487	20.844	405.36	-0.032317	6.1349	0.044917	vapor
47.500	1.6124	0.41200	2.4272	0.61226	1.0088	69.767	12.487	20.843	407.49	-0.033859	6.1749	0.045223	vapor
48.000	1.6124	0.40771	2.4527	0.61851	1.0192	69.985	12.487	20.842	409.61	-0.035365	6.2147	0.045529	vapor
48.500	1.6124	0.40352	2.4782	0.62477	1.0297	70.201	12.487	20.840	411.72	-0.036835	6.2544	0.045834	vapor
49.000	1.6124	0.39941	2.5037	0.63102	1.0401	70.415	12.486	20.839	413.82	-0.038270	6.2939	0.046137	vapor
49.500	1.6124	0.39538	2.5292	0.63727	1.0505	70.627	12.486	20.838	415.91	-0.039672	6.3332	0.046440	vapor
50.000	1.6124	0.39143	2.5547	0.64352	1.0609	70.836	12.486	20.837	417.99	-0.041041	6.3724	0.046742	vapor
50.500	1.6124	0.38756	2.5802	0.64978	1.0713	71.043	12.486	20.835	420.06	-0.042379	6.4114	0.047043	vapor
51.000	1.6124	0.38377	2.6057	0.65603	1.0817	71.249	12.486	20.834	422.12	-0.043686	6.4503	0.047344	vapor
51.500	1.6124	0.38005	2.6312	0.66228	1.0922	71.452	12.486	20.833	424.16	-0.044963	6.4891	0.047643	vapor
52.000	1.6124	0.37641	2.6567	0.66853	1.1026	71.653	12.485	20.832	426.20	-0.046212	6.5277	0.047942	vapor
52.500	1.6124	0.37283	2.6822	0.67478	1.1130	71.853	12.485	20.831	428.23	-0.047433	6.5661	0.048240	vapor
53.000	1.6124	0.36932	2.7077	0.68103	1.1234	72.050	12.485	20.830	430.25	-0.048627	6.6044	0.048537	vapor
53.500	1.6124	0.36587	2.7332	0.68728	1.1338	72.246	12.485	20.829	432.26	-0.049794	6.6426	0.048833	vapor
54.000	1.6124	0.36249	2.7587	0.69353	1.1442	72.439	12.485	20.828	434.26	-0.050936	6.6807	0.049128	vapor
54.500	1.6124	0.35917	2.7842	0.69978	1.1547	72.631	12.485	20.827	436.25	-0.052053	6.7186	0.049423	vapor
55.000	1.6124	0.35592	2.8097	0.70603	1.1651	72.821	12.484	20.826	438.23	-0.053146	6.7564	0.049716	vapor
55.500	1.6124	0.35272	2.8351	0.71228	1.1755	73.010	12.484	20.825	440.20	-0.054216	6.7940	0.050009	vapor
56.000	1.6124	0.34957	2.8606	0.71853	1.1859	73.197	12.484	20.825	442.16	-0.055263	6.8315	0.050302	vapor
56.500	1.6124	0.34649	2.8861	0.72478	1.1963	73.382	12.484	20.824	444.12	-0.056287	6.8689	0.050593	vapor
57.000	1.6124	0.34345	2.9116	0.73102	1.2067	73.565	12.484	20.823	446.06	-0.057290	6.9062	0.050884	vapor
57.500	1.6124	0.34047	2.9371	0.73727	1.2171	73.747	12.484	20.822	448.00	-0.058272	6.9434	0.051174	vapor
58.000	1.6124	0.33755	2.9626	0.74352	1.2275	73.927	12.484	20.821	449.93	-0.059234	6.9804	0.051463	vapor
58.500	1.6124	0.33467	2.9880	0.74977	1.2379	74.106	12.483	20.821	451.85	-0.060176	7.0173	0.051752	vapor
59.000	1.6124	0.33184	3.0135	0.75602	1.2484	74.283	12.483	20.820	453.76	-0.061099	7.0541	0.052039	vapor
59.500	1.6124	0.32906	3.0390	0.76226	1.2588	74.459	12.483	20.819	455.67	-0.062003	7.0908	0.052327	vapor
60.000	1.6124	0.32632	3.0645	0.76851	1.2692	74.633	12.483	20.819	457.56	-0.062888	7.1274	0.052613	vapor
60.500	1.6124	0.32363	3.0899	0.77476	1.2796	74.806	12.483	20.818	459.45	-0.063756	7.1638	0.052899	vapor
61.000	1.6124	0.32098	3.1154	0.78100	1.2900	74.977	12.483	20.817	461.33	-0.064607	7.2002	0.053184	vapor
61.500	1.6124	0.31838	3.1409	0.78725	1.3004	75.147	12.483	20.817	463.21	-0.065440	7.2364	0.053468	vapor
62.000	1.6124	0.31582	3.1664	0.79350	1.3108	75.316	12.483	20.816	465.07	-0.066257	7.2726	0.053752	vapor
62.500	1.6124	0.31330	3.1918	0.79974	1.3212	75.483	12.482	20.815	466.93	-0.067058	7.3086	0.054035	vapor
63.000	1.6124	0.31082	3.2173	0.80599	1.3316	75.649	12.482	20.815	468.78	-0.067844	7.3445	0.054317	vapor
63.500	1.6124	0.30838	3.2428	0.81223	1.3420	75.813	12.482	20.814	470.62	-0.068614	7.3803	0.054599	vapor
64.000	1.6124	0.30597	3.2683	0.81848	1.3524	75.977	12.482	20.814	472.46	-0.069369	7.4160	0.054880	vapor
64.500	1.6124	0.30361	3.2937	0.82472	1.3628	76.139	12.482	20.813	474.29	-0.070110	7.4517	0.055161	vapor
65.000	1.6124	0.30128	3.3192	0.83097	1.3733	76.299	12.482	20.813	476.11	-0.070836	7.4872	0.055441	vapor
65.500	1.6124	0.29898	3.3447	0.83721	1.3837	76.459	12.482	20.812	477.93	-0.071549	7.5226	0.055720	vapor
66.000	1.6124	0.29672	3.3701	0.84346	1.3941	76.617	12.482	20.812	479.73	-0.072248	7.5579	0.055999	vapor
66.500	1.6124	0.29450	3.3956	0.84970	1.4045	76.774	12.482	20.811	481.54	-0.072934	7.5932	0.056277	vapor
67.000	1.6124	0.29230	3.4211	0.85595	1.4149	76.930	12.482	20.811	483.33	-0.073608	7.6283	0.056554	vapor
67.500	1.6124	0.29014	3.4466	0.86219	1.4253	77.085	12.481	20.810	485.12	-0.074268	7.6633	0.056831	vapor
68.000	1.6124	0.28802	3.4720	0.86844	1.4357	77.238	12.481	20.810	486.90	-0.074917	7.6983	0.057107	vapor
68.500	1.6124	0.28592	3.4975	0.87468	1.4461	77.391	12.481	20.809	488.67	-0.075553	7.7332	0.057383	vapor
69.000	1.6124	0.28385	3.5230	0.88092	1.4565	77.542	12.481	20.809	490.44	-0.076178	7.7679	0.057658	vapor
69.500	1.6124	0.28182	3.5484	0.88717	1.4669	77.692	12.481	20.808	492.20	-0.076792	7.8026	0.057933	vapor
70.000	1.6124	0.27981	3.5739	0.89341	1.4773	77.842	12.481	20.808	493.96	-0.077394	7.8372	0.058207	vapor
70.500	1.6124	0.27783	3.5993	0.89966	1.4877	77.990	12.481	20.808	495.71	-0.077986	7.8717	0.058480	vapor
71.000	1.6124	0.27588	3.6248	0.90590	1.4981	78.137	12.481	20.807	497.45	-0.078566	7.9062	0.058753	vapor
71.500	1.6124	0.27395	3.6503	0.91214	1.5085	78.283	12.481	20.807	499.19	-0.079137	7.9405	0.059025	vapor
72.000	1.6124	0.27205	3.6757	0.91839	1.5189	78.428	12.481	20.806	500.92	-0.079697	7.9748	0.059297	vapor
72.500	1.6124	0.27018	3.7012	0.92463	1.5293	78.572	12.481	20.806	502.64	-0.080247	8.0090	0.059568	vapor
73.000	1.6124	0.26834	3.7267	0.93087	1.5397	78.715	12.480	20.806	504.36	-0.080788	8.0431	0.059839	vapor
73.500	1.6124	0.26652	3.7521	0.93711	1.5501	78.857	12.480	20.805	506.08	-0.081319	8.0771	0.060109	vapor
74.000	1.6124	0.26472	3.7776	0.94336	1.5605	78.998	12.480	20.805	507.78	-0.081841	8.1110	0.060379	vapor
74.500	1.6124	0.26295	3.8030	0.94960	1.5709	79.138	12.480	20.805	509.49	-0.082354	8.1449	0.060648	vapor
75.000	1.6124	0.26120	3.8285	0.95584	1.5813	79.277	12.480	20.804	511.18	-0.082858	8.1787	0.060916	vapor
75.500	1.6124	0.25947	3.8540	0.96209	1.5917	79.415	12.480	20.804	512.87	-0.083353	8.2124	0.061184	vapor
76.000	1.6124	0.25777	3.8794	0.96833	1.6021	79.553	12.480	20.804	514.56	-0.083839	8.2460	0.061452	vapor
76.500	1.6124	0.25609	3.9049	0.97457	1.6125	79.689	12.480	20.803	516.24	-0.084318	8.2796	0.061719	vapor
77.000	1.6124	0.25443	3.9303	0.98081	1.6229	79.825	12.480	20.803	517.91	-0.084788	8.3130	0.061985	vapor
77.500	1.6124	0.25279	3.9558	0.98705	1.6333	79.959	12.480	20.803	519.58	-0.085250	8.3465	0.062251	vapor
78.000	1.6124	0.25118	3.9813	0.99330	1.6437	80.093	12.480	20.803	521.24	-0.085704	8.3798	0.062517	vapor
78.500	1.6124	0.24958	4.0067	0.99954	1.6541	80.226	12.480	20.802	522.90	-0.086151	8.4131	0.062782	vapor
79.000	1.6124	0.24800	4.0322	1.0058	1.6645	80.358	12.480	20.802	524.55	-0.086590	8.4463	0.063047	vapor
79.500	1.6124	0.24645	4.0576	1.0120	1.6749	80.489	12.479	20.802	526.20	-0.087022	8.4794	0.063311	vapor
80.000	1.6124	0.24491	4.0831	1.0183	1.6853	80.620	12.479	20.801	527.84	-0.087447	8.5125	0.063574	vapor
80.500	1.6124	0.24339	4.1085	1.0245	1.6957	80.749	12.479	20.801	529.48	-0.087864	8.5455	0.063837	vapor
81.000	1.6124	0.24190	4.1340	1.0307	1.7062	80.878	12.479	20.801	531.11	-0.088275	8.5784	0.064100	vapor
81.500	1.6124	0.24042	4.1595	1.0370	1.7166	81.006	12.479	20.801	532.74	-0.088679	8.6112	0.064362	vapor
82.000	1.6124	0.23895	4.1849	1.0432	1.7270	81.133	12.479	20.800	534.36	-0.089076	8.6440	0.064624	vapor
82.500	1.6124	0.23751	4.2104	1.0495	1.7374	81.260	12.479	20.800	535.97	-0.089467	8.6768	0.064885	vapor
83.000	1.6124	0.23608	4.2358	1.0557	1.7478	81.385	12.479	20.800	537.59	-0.089852	8.7094	0.065146	vapor
83.500	1.6124	0.23467	4.2613	1.0620	1.7582	81.510	12.479	20.800	539.19	-0.090230	8.7420	0.065407	vapor
84.000	1.6124	0.23328	4.2867	1.0682	1.7686	81.635	12.479	20.800	540.80	-0.090602	8.7746	0.065667	vapor
84.500	1.6124	0.23190	4.3122	1.0744	1.7790	81.758	12.479	20.799	542.39	-0.090968	8.8070	0.065926	vapor
85.000	1.6124	0.23054	4.3376	1.0807	1.7894	81.881	12.479	20.799	543.99	-0.091328	8.8394	0.066185	vapor
85.500	1.6124	0.22919	4.3631	1.0869	1.7997	82.003	12.479	20.799	545.58	-0.091683	8.8718	0.066444	vapor
86.000	1.6124	0.22787	4.3886	1.0932	1.8101	82.124	12.479	20.799	547.16	-0.092032	8.9041	0.066702	vapor
86.500	1.6124	0.22655	4.4140	1.0994	1.8205	82.244	12.479	20.798	548.74	-0.092375	8.9363	0.066960	vapor
87.000	1.6124	0.22525	4.4395	1.1056	1.8309	82.364	12.479	20.798	550.31	-0.092713	8.9685	0.067217	vapor
87.500	1.6124	0.22397	4.4649	1.1119	1.8413	82.484	12.478	20.798	551.88	-0.093045	9.0006	0.067474	vapor
88.000	1.6124	0.22270	4.4904	1.1181	1.8517	82.602	12.478	20.798	553.45	-0.093373	9.0327	0.067730	vapor
88.500	1.6124	0.22144	4.5158	1.1244	1.8621	82.720	12.478	20.798	555.01	-0.093695	9.0647	0.067986	vapor
89.000	1.6124	0.22020	4.5413	1.1306	1.8725	82.837	12.478	20.797	556.57	-0.094012	9.0966	0.068242	vapor
89.500	1.6124	0.21898	4.5667	1.1368	1.8829	82.954	12.478	20.797	558.12	-0.094324	9.1285	0.068497	vapor
90.000	1.6124	0.21776	4.5922	1.1431	1.8933	83.069	12.478	20.797	559.67	-0.094632	9.1603	0.068752	vapor
90.500	1.6124	0.21656	4.6176	1.1493	1.9037	83.185	12.478	20.797	561.21	-0.094934	9.1921	0.069007	vapor
91.000	1.6124	0.21537	4.6431	1.1556	1.9141	83.299	12.478	20.797	562.75	-0.095232	9.2238	0.069261	vapor
91.500	1.6124	0.21420	4.6685	1.1618	1.9245	83.413	12.478	20.797	564.29	-0.095525	9.2555	0.069514	vapor
92.000	1.6124	0.21304	4.6940	1.1680	1.9349	83.527	12.478	20.796	565.82	-0.095814	9.2871	0.069767	vapor
92.500	1.6124	0.21189	4.7194	1.1743	1.9453	83.639	12.478	20.796	567.35	-0.096098	9.3186	0.070020	vapor
93.000	1.6124	0.21075	4.7449	1.1805	1.9557	83.751	12.478	20.796	568.87	-0.096378	9.3501	0.070273	vapor
93.500	1.6124	0.20963	4.7703	1.1868	1.9661	83.863	12.478	20.796	570.39	-0.096654	9.3816	0.070525	vapor
94.000	1.6124	0.20852	4.7958	1.1930	1.9765	83.974	12.478	20.796	571.90	-0.096926	9.4130	0.070776	vapor
94.500	1.6124	0.20742	4.8212	1.1992	1.9869	84.084	12.478	20.796	573.41	-0.097193	9.4443	0.071028	vapor
95.000	1.6124	0.20633	4.8467	1.2055	1.9973	84.194	12.478	20.795	574.92	-0.097457	9.4756	0.071278	vapor
95.500	1.6124	0.20525	4.8721	1.2117	2.0077	84.303	12.478	20.795	576.42	-0.097716	9.5069	0.071529	vapor
96.000	1.6124	0.20418	4.8976	1.2180	2.0181	84.412	12.478	20.795	577.92	-0.097972	9.5381	0.071779	vapor
96.500	1.6124	0.20313	4.9230	1.2242	2.0285	84.520	12.478	20.795	579.42	-0.098223	9.5692	0.072029	vapor
97.000	1.6124	0.20208	4.9485	1.2304	2.0389	84.627	12.478	20.795	580.91	-0.098471	9.6003	0.072278	vapor
97.500	1.6124	0.20105	4.9739	1.2367	2.0493	84.734	12.477	20.795	582.40	-0.098715	9.6314	0.072527	vapor
98.000	1.6124	0.20002	4.9994	1.2429	2.0597	84.840	12.477	20.795	583.88	-0.098956	9.6624	0.072776	vapor
98.500	1.6124	0.19901	5.0248	1.2492	2.0701	84.946	12.477	20.795	585.36	-0.099193	9.6934	0.073024	vapor
99.000	1.6124	0.19801	5.0503	1.2554	2.0805	85.051	12.477	20.794	586.84	-0.099427	9.7243	0.073272	vapor
99.500	1.6124	0.19702	5.0757	1.2616	2.0909	85.156	12.477	20.794	588.31	-0.099657	9.7551	0.073520	vapor
100.00	1.6124	0.19603	5.1012	1.2679	2.1013	85.260	12.477	20.794	589.78	-0.099883	9.7860	0.073767	vapor
100.50	1.6124	0.19506	5.1266	1.2741	2.1117	85.364	12.477	20.794	591.25	-0.10011	9.8069	0.074014	vapor
101.00	1.6124	0.19410	5.1521	1.2804	2.1221	85.467	12.477	20.794	592.71	-0.10033	9.8279	0.074260	vapor
101.50	1.6124	0.19314	5.1775	1.2866	2.1325	85.570	12.477	20.794	594.16	-0.10054	9.8488	0.074506	vapor
102.00	1.6124	0.19220	5.2030	1.2928	2.1429	85.672	12.477	20.794	595.62	-0.10076	9.8697	0.074752	vapor
102.50	1.6124	0.19126	5.2284	1.2991	2.1533	85.774	12.477	20.794	597.07	-0.10097	9.8907	0.074998	vapor
103.00	1.6124	0.19034	5.2539	1.3053	2.1637	85.875	12.477	20.793	598.52	-0.10118	9.9116	0.075243	vapor
103.50	1.6124	0.18942	5.2793	1.3116	2.1741	85.976	12.477	20.793	599.96	-0.10138	9.9325	0.075487	vapor
104.00	1.6124	0.18851	5.3048	1.3178	2.1845	86.076	12.477	20.793	601.40	-0.10158	9.9535	0.075732	vapor
104.50	1.6124	0.18761	5.3302	1.3240	2.1949	86.176	12.477	20.793	602.84	-0.10178	9.9744	0.075976	vapor
105.00	1.6124	0.18672	5.3557	1.3303	2.2053	86.275	12.477	20.793	604.27	-0.10198	9.9953	0.076220	vapor
105.50	1.6124	0.18583	5.3811	1.3365	2.2157	86.374	12.477	20.793	605.70	-0.10217	10.016	0.076463	vapor
106.00	1.6124	0.18496	5.4066	1.3427	2.2261	86.472	12.477	20.793	607.13	-0.10236	10.037	0.076706	vapor
106.50	1.6124	0.18409	5.4320	1.3490	2.2365	86.570	12.477	20.793	608.55	-0.10255	10.058	0.076949	vapor
107.00	1.6124	0.18324	5.4575	1.3552	2.2468	86.667	12.477	20.793	609.97	-0.10273	10.079	0.077191	vapor
107.50	1.6124	0.18238	5.4829	1.3615	2.2572	86.764	12.477	20.792	611.39	-0.10291	10.100	0.077433	vapor
108.00	1.6124	0.18154	5.5084	1.3677	2.2676	86.861	12.477	20.792	612.80	-0.10309	10.121	0.077675	vapor
