Temperature (K)	Pressure (atm)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
28.500	1.6805	0.71591	1.3968	0.37404	0.61188	58.748	12.499	20.971	316.34	0.068595	4.5072	0.032752	vapor
29.000	1.6805	0.70350	1.4215	0.38033	0.62237	59.112	12.499	20.964	319.09	0.064030	4.5562	0.033108	vapor
29.500	1.6805	0.69152	1.4461	0.38662	0.63285	59.471	12.498	20.958	321.81	0.059627	4.6049	0.033462	vapor
30.000	1.6805	0.67994	1.4707	0.39290	0.64333	59.823	12.498	20.952	324.51	0.055377	4.6531	0.033814	vapor
30.500	1.6805	0.66875	1.4953	0.39919	0.65380	60.169	12.498	20.946	327.18	0.051274	4.7011	0.034164	vapor
31.000	1.6805	0.65792	1.5199	0.40547	0.66427	60.510	12.497	20.940	329.84	0.047310	4.7487	0.034513	vapor
31.500	1.6805	0.64744	1.5445	0.41175	0.67474	60.845	12.497	20.935	332.47	0.043479	4.7960	0.034860	vapor
32.000	1.6805	0.63730	1.5691	0.41803	0.68521	61.174	12.496	20.930	335.08	0.039775	4.8430	0.035205	vapor
32.500	1.6805	0.62747	1.5937	0.42430	0.69567	61.499	12.496	20.925	337.66	0.036192	4.8897	0.035548	vapor
33.000	1.6805	0.61794	1.6183	0.43058	0.70613	61.818	12.496	20.921	340.23	0.032724	4.9361	0.035890	vapor
33.500	1.6805	0.60869	1.6429	0.43686	0.71659	62.133	12.495	20.916	342.78	0.029367	4.9822	0.036231	vapor
34.000	1.6805	0.59972	1.6674	0.44313	0.72705	62.443	12.495	20.912	345.31	0.026115	5.0280	0.036569	vapor
34.500	1.6805	0.59102	1.6920	0.44940	0.73750	62.748	12.495	20.908	347.82	0.022965	5.0735	0.036907	vapor
35.000	1.6805	0.58256	1.7166	0.45567	0.74796	63.049	12.494	20.904	350.31	0.019911	5.1188	0.037242	vapor
35.500	1.6805	0.57435	1.7411	0.46195	0.75841	63.345	12.494	20.901	352.78	0.016951	5.1638	0.037577	vapor
36.000	1.6805	0.56636	1.7657	0.46821	0.76886	63.637	12.494	20.897	355.24	0.014079	5.2085	0.037910	vapor
36.500	1.6805	0.55860	1.7902	0.47448	0.77930	63.926	12.493	20.894	357.68	0.011292	5.2530	0.038241	vapor
37.000	1.6805	0.55104	1.8147	0.48075	0.78975	64.210	12.493	20.891	360.10	0.0085879	5.2972	0.038571	vapor
37.500	1.6805	0.54369	1.8393	0.48702	0.80020	64.490	12.493	20.888	362.50	0.0059620	5.3412	0.038900	vapor
38.000	1.6805	0.53654	1.8638	0.49328	0.81064	64.767	12.492	20.885	364.89	0.0034117	5.3849	0.039228	vapor
38.500	1.6805	0.52957	1.8883	0.49955	0.82108	65.040	12.492	20.882	367.26	0.00093390	5.4284	0.039554	vapor
39.000	1.6805	0.52278	1.9128	0.50581	0.83152	65.309	12.492	20.879	369.62	-0.0014741	5.4717	0.039879	vapor
39.500	1.6805	0.51616	1.9374	0.51208	0.84196	65.575	12.492	20.877	371.96	-0.0038149	5.5148	0.040203	vapor
40.000	1.6805	0.50971	1.9619	0.51834	0.85240	65.838	12.491	20.874	374.29	-0.0060911	5.5576	0.040525	vapor
40.500	1.6805	0.50342	1.9864	0.52460	0.86283	66.097	12.491	20.872	376.60	-0.0083051	5.6002	0.040847	vapor
41.000	1.6805	0.49729	2.0109	0.53087	0.87327	66.353	12.491	20.869	378.90	-0.010459	5.6426	0.041167	vapor
41.500	1.6805	0.49130	2.0354	0.53713	0.88370	66.606	12.490	20.867	381.18	-0.012555	5.6848	0.041486	vapor
42.000	1.6805	0.48546	2.0599	0.54339	0.89414	66.856	12.490	20.865	383.45	-0.014596	5.7268	0.041804	vapor
42.500	1.6805	0.47975	2.0844	0.54965	0.90457	67.103	12.490	20.863	385.71	-0.016583	5.7686	0.042121	vapor
43.000	1.6805	0.47418	2.1089	0.55591	0.91500	67.347	12.490	20.861	387.95	-0.018518	5.8102	0.042436	vapor
43.500	1.6805	0.46873	2.1334	0.56217	0.92543	67.588	12.489	20.859	390.18	-0.020403	5.8516	0.042751	vapor
44.000	1.6805	0.46341	2.1579	0.56842	0.93586	67.827	12.489	20.857	392.40	-0.022240	5.8928	0.043064	vapor
44.500	1.6805	0.45821	2.1824	0.57468	0.94629	68.062	12.489	20.855	394.60	-0.024030	5.9338	0.043377	vapor
45.000	1.6805	0.45313	2.2069	0.58094	0.95671	68.295	12.489	20.853	396.79	-0.025776	5.9747	0.043688	vapor
45.500	1.6805	0.44815	2.2314	0.58720	0.96714	68.526	12.489	20.852	398.97	-0.027477	6.0153	0.043999	vapor
46.000	1.6805	0.44329	2.2559	0.59345	0.97756	68.754	12.488	20.850	401.14	-0.029137	6.0558	0.044308	vapor
46.500	1.6805	0.43853	2.2803	0.59971	0.98799	68.979	12.488	20.848	403.30	-0.030756	6.0961	0.044617	vapor
47.000	1.6805	0.43387	2.3048	0.60596	0.99841	69.202	12.488	20.847	405.44	-0.032336	6.1363	0.044924	vapor
47.500	1.6805	0.42931	2.3293	0.61222	1.0088	69.423	12.488	20.845	407.57	-0.033877	6.1762	0.045231	vapor
48.000	1.6805	0.42485	2.3538	0.61847	1.0193	69.641	12.488	20.844	409.69	-0.035382	6.2161	0.045536	vapor
48.500	1.6805	0.42048	2.3783	0.62473	1.0297	69.857	12.487	20.843	411.80	-0.036851	6.2557	0.045841	vapor
49.000	1.6805	0.41619	2.4027	0.63098	1.0401	70.071	12.487	20.841	413.90	-0.038285	6.2952	0.046145	vapor
49.500	1.6805	0.41200	2.4272	0.63723	1.0505	70.282	12.487	20.840	415.99	-0.039686	6.3345	0.046448	vapor
50.000	1.6805	0.40788	2.4517	0.64349	1.0609	70.492	12.487	20.839	418.07	-0.041054	6.3737	0.046750	vapor
50.500	1.6805	0.40385	2.4761	0.64974	1.0714	70.699	12.487	20.837	420.14	-0.042391	6.4127	0.047051	vapor
51.000	1.6805	0.39990	2.5006	0.65599	1.0818	70.904	12.486	20.836	422.20	-0.043698	6.4516	0.047351	vapor
51.500	1.6805	0.39603	2.5251	0.66224	1.0922	71.107	12.486	20.835	424.24	-0.044974	6.4904	0.047651	vapor
52.000	1.6805	0.39223	2.5495	0.66850	1.1026	71.309	12.486	20.834	426.28	-0.046222	6.5290	0.047949	vapor
52.500	1.6805	0.38850	2.5740	0.67475	1.1130	71.508	12.486	20.833	428.31	-0.047443	6.5674	0.048247	vapor
53.000	1.6805	0.38484	2.5985	0.68100	1.1234	71.706	12.486	20.832	430.33	-0.048636	6.6057	0.048544	vapor
53.500	1.6805	0.38125	2.6229	0.68725	1.1339	71.901	12.485	20.831	432.34	-0.049803	6.6439	0.048840	vapor
54.000	1.6805	0.37773	2.6474	0.69350	1.1443	72.095	12.485	20.830	434.34	-0.050944	6.6819	0.049135	vapor
54.500	1.6805	0.37427	2.6719	0.69975	1.1547	72.287	12.485	20.829	436.33	-0.052060	6.7198	0.049430	vapor
55.000	1.6805	0.37088	2.6963	0.70600	1.1651	72.477	12.485	20.828	438.31	-0.053153	6.7576	0.049723	vapor
55.500	1.6805	0.36754	2.7208	0.71225	1.1755	72.666	12.485	20.827	440.28	-0.054222	6.7953	0.050016	vapor
56.000	1.6805	0.36427	2.7452	0.71850	1.1859	72.852	12.485	20.826	442.24	-0.055268	6.8328	0.050309	vapor
56.500	1.6805	0.36105	2.7697	0.72475	1.1963	73.038	12.485	20.825	444.20	-0.056292	6.8702	0.050600	vapor
57.000	1.6805	0.35789	2.7941	0.73100	1.2068	73.221	12.484	20.824	446.14	-0.057295	6.9074	0.050891	vapor
57.500	1.6805	0.35479	2.8186	0.73724	1.2172	73.403	12.484	20.824	448.08	-0.058277	6.9446	0.051181	vapor
58.000	1.6805	0.35174	2.8430	0.74349	1.2276	73.583	12.484	20.823	450.01	-0.059238	6.9816	0.051470	vapor
58.500	1.6805	0.34874	2.8675	0.74974	1.2380	73.762	12.484	20.822	451.93	-0.060180	7.0185	0.051759	vapor
59.000	1.6805	0.34579	2.8919	0.75599	1.2484	73.939	12.484	20.821	453.84	-0.061102	7.0553	0.052046	vapor
59.500	1.6805	0.34289	2.9164	0.76224	1.2588	74.115	12.484	20.821	455.74	-0.062006	7.0920	0.052333	vapor
60.000	1.6805	0.34004	2.9408	0.76848	1.2692	74.289	12.484	20.820	457.64	-0.062891	7.1286	0.052620	vapor
60.500	1.6805	0.33724	2.9653	0.77473	1.2796	74.462	12.483	20.819	459.53	-0.063758	7.1650	0.052906	vapor
61.000	1.6805	0.33448	2.9897	0.78098	1.2900	74.633	12.483	20.819	461.41	-0.064608	7.2014	0.053191	vapor
61.500	1.6805	0.33177	3.0142	0.78722	1.3005	74.803	12.483	20.818	463.28	-0.065442	7.2376	0.053475	vapor
62.000	1.6805	0.32910	3.0386	0.79347	1.3109	74.972	12.483	20.817	465.15	-0.066258	7.2737	0.053759	vapor
62.500	1.6805	0.32647	3.0631	0.79972	1.3213	75.139	12.483	20.817	467.00	-0.067059	7.3097	0.054042	vapor
63.000	1.6805	0.32389	3.0875	0.80596	1.3317	75.305	12.483	20.816	468.86	-0.067844	7.3457	0.054324	vapor
63.500	1.6805	0.32134	3.1119	0.81221	1.3421	75.469	12.483	20.815	470.70	-0.068614	7.3815	0.054606	vapor
64.000	1.6805	0.31884	3.1364	0.81846	1.3525	75.633	12.483	20.815	472.53	-0.069369	7.4172	0.054887	vapor
64.500	1.6805	0.31637	3.1608	0.82470	1.3629	75.795	12.482	20.814	474.36	-0.070109	7.4528	0.055168	vapor
65.000	1.6805	0.31395	3.1853	0.83095	1.3733	75.955	12.482	20.814	476.18	-0.070836	7.4883	0.055448	vapor
65.500	1.6805	0.31156	3.2097	0.83719	1.3837	76.115	12.482	20.813	478.00	-0.071548	7.5237	0.055727	vapor
66.000	1.6805	0.30920	3.2341	0.84344	1.3941	76.273	12.482	20.813	479.81	-0.072247	7.5591	0.056005	vapor
66.500	1.6805	0.30688	3.2586	0.84968	1.4045	76.430	12.482	20.812	481.61	-0.072933	7.5943	0.056283	vapor
67.000	1.6805	0.30460	3.2830	0.85593	1.4149	76.586	12.482	20.812	483.40	-0.073606	7.6294	0.056561	vapor
67.500	1.6805	0.30235	3.3074	0.86217	1.4253	76.741	12.482	20.811	485.19	-0.074267	7.6645	0.056838	vapor
68.000	1.6805	0.30013	3.3319	0.86842	1.4357	76.894	12.482	20.811	486.97	-0.074915	7.6994	0.057114	vapor
68.500	1.6805	0.29795	3.3563	0.87466	1.4462	77.047	12.482	20.810	488.74	-0.075552	7.7343	0.057390	vapor
69.000	1.6805	0.29579	3.3808	0.88091	1.4566	77.198	12.482	20.810	490.51	-0.076176	7.7690	0.057665	vapor
69.500	1.6805	0.29367	3.4052	0.88715	1.4670	77.348	12.481	20.809	492.27	-0.076790	7.8037	0.057939	vapor
70.000	1.6805	0.29158	3.4296	0.89339	1.4774	77.498	12.481	20.809	494.03	-0.077392	7.8383	0.058213	vapor
70.500	1.6805	0.28951	3.4541	0.89964	1.4878	77.646	12.481	20.809	495.78	-0.077983	7.8728	0.058487	vapor
71.000	1.6805	0.28748	3.4785	0.90588	1.4982	77.793	12.481	20.808	497.52	-0.078564	7.9072	0.058759	vapor
71.500	1.6805	0.28548	3.5029	0.91212	1.5086	77.939	12.481	20.808	499.26	-0.079134	7.9416	0.059032	vapor
72.000	1.6805	0.28350	3.5274	0.91837	1.5190	78.084	12.481	20.807	500.99	-0.079694	7.9758	0.059303	vapor
72.500	1.6805	0.28155	3.5518	0.92461	1.5294	78.228	12.481	20.807	502.71	-0.080244	8.0100	0.059575	vapor
73.000	1.6805	0.27962	3.5762	0.93086	1.5398	78.371	12.481	20.807	504.43	-0.080785	8.0441	0.059845	vapor
73.500	1.6805	0.27773	3.6007	0.93710	1.5502	78.513	12.481	20.806	506.15	-0.081316	8.0781	0.060115	vapor
74.000	1.6805	0.27586	3.6251	0.94334	1.5606	78.654	12.481	20.806	507.85	-0.081838	8.1121	0.060385	vapor
74.500	1.6805	0.27401	3.6495	0.94958	1.5710	78.794	12.481	20.806	509.55	-0.082350	8.1459	0.060654	vapor
75.000	1.6805	0.27219	3.6739	0.95583	1.5814	78.933	12.480	20.805	511.25	-0.082854	8.1797	0.060923	vapor
75.500	1.6805	0.27039	3.6984	0.96207	1.5918	79.071	12.480	20.805	512.94	-0.083349	8.2134	0.061191	vapor
76.000	1.6805	0.26861	3.7228	0.96831	1.6022	79.209	12.480	20.805	514.62	-0.083836	8.2470	0.061458	vapor
76.500	1.6805	0.26686	3.7472	0.97456	1.6126	79.345	12.480	20.804	516.30	-0.084314	8.2806	0.061725	vapor
77.000	1.6805	0.26513	3.7717	0.98080	1.6230	79.481	12.480	20.804	517.98	-0.084784	8.3141	0.061992	vapor
77.500	1.6805	0.26343	3.7961	0.98704	1.6334	79.615	12.480	20.804	519.64	-0.085246	8.3475	0.062258	vapor
78.000	1.6805	0.26174	3.8205	0.99328	1.6438	79.749	12.480	20.803	521.31	-0.085700	8.3808	0.062523	vapor
78.500	1.6805	0.26008	3.8449	0.99952	1.6542	79.882	12.480	20.803	522.96	-0.086147	8.4141	0.062788	vapor
79.000	1.6805	0.25844	3.8694	1.0058	1.6646	80.014	12.480	20.803	524.62	-0.086586	8.4473	0.063053	vapor
79.500	1.6805	0.25682	3.8938	1.0120	1.6750	80.145	12.480	20.802	526.26	-0.087018	8.4804	0.063317	vapor
80.000	1.6805	0.25522	3.9182	1.0183	1.6854	80.276	12.480	20.802	527.91	-0.087443	8.5135	0.063581	vapor
80.500	1.6805	0.25364	3.9427	1.0245	1.6958	80.405	12.480	20.802	529.54	-0.087860	8.5465	0.063844	vapor
81.000	1.6805	0.25207	3.9671	1.0307	1.7062	80.534	12.480	20.802	531.17	-0.088271	8.5794	0.064106	vapor
81.500	1.6805	0.25053	3.9915	1.0370	1.7166	80.662	12.480	20.801	532.80	-0.088675	8.6122	0.064369	vapor
82.000	1.6805	0.24901	4.0159	1.0432	1.7270	80.789	12.479	20.801	534.42	-0.089072	8.6450	0.064630	vapor
82.500	1.6805	0.24750	4.0404	1.0495	1.7374	80.916	12.479	20.801	536.04	-0.089463	8.6777	0.064892	vapor
83.000	1.6805	0.24602	4.0648	1.0557	1.7478	81.042	12.479	20.801	537.65	-0.089847	8.7104	0.065152	vapor
83.500	1.6805	0.24455	4.0892	1.0619	1.7582	81.166	12.479	20.800	539.26	-0.090225	8.7430	0.065413	vapor
84.000	1.6805	0.24309	4.1136	1.0682	1.7686	81.291	12.479	20.800	540.86	-0.090598	8.7755	0.065673	vapor
84.500	1.6805	0.24166	4.1381	1.0744	1.7790	81.414	12.479	20.800	542.46	-0.090964	8.8080	0.065932	vapor
85.000	1.6805	0.24024	4.1625	1.0807	1.7894	81.537	12.479	20.800	544.05	-0.091324	8.8404	0.066191	vapor
85.500	1.6805	0.23884	4.1869	1.0869	1.7998	81.659	12.479	20.799	545.64	-0.091678	8.8728	0.066450	vapor
86.000	1.6805	0.23745	4.2113	1.0931	1.8102	81.780	12.479	20.799	547.22	-0.092027	8.9051	0.066708	vapor
86.500	1.6805	0.23609	4.2358	1.0994	1.8206	81.901	12.479	20.799	548.80	-0.092370	8.9373	0.066966	vapor
87.000	1.6805	0.23473	4.2602	1.1056	1.8310	82.021	12.479	20.799	550.38	-0.092708	8.9694	0.067223	vapor
87.500	1.6805	0.23339	4.2846	1.1119	1.8414	82.140	12.479	20.799	551.95	-0.093041	9.0016	0.067480	vapor
88.000	1.6805	0.23207	4.3090	1.1181	1.8518	82.258	12.479	20.798	553.51	-0.093368	9.0336	0.067737	vapor
88.500	1.6805	0.23076	4.3334	1.1244	1.8622	82.376	12.479	20.798	555.07	-0.093690	9.0656	0.067993	vapor
89.000	1.6805	0.22947	4.3579	1.1306	1.8726	82.493	12.479	20.798	556.63	-0.094007	9.0975	0.068248	vapor
89.500	1.6805	0.22819	4.3823	1.1368	1.8830	82.610	12.479	20.798	558.18	-0.094319	9.1294	0.068503	vapor
90.000	1.6805	0.22693	4.4067	1.1431	1.8934	82.726	12.478	20.798	559.73	-0.094627	9.1612	0.068758	vapor
90.500	1.6805	0.22568	4.4311	1.1493	1.9038	82.841	12.478	20.797	561.27	-0.094929	9.1930	0.069013	vapor
91.000	1.6805	0.22444	4.4556	1.1556	1.9142	82.955	12.478	20.797	562.81	-0.095227	9.2247	0.069267	vapor
91.500	1.6805	0.22322	4.4800	1.1618	1.9246	83.069	12.478	20.797	564.35	-0.095520	9.2564	0.069520	vapor
92.000	1.6805	0.22201	4.5044	1.1680	1.9350	83.183	12.478	20.797	565.88	-0.095809	9.2880	0.069773	vapor
92.500	1.6805	0.22081	4.5288	1.1743	1.9454	83.295	12.478	20.797	567.41	-0.096094	9.3196	0.070026	vapor
93.000	1.6805	0.21962	4.5532	1.1805	1.9558	83.408	12.478	20.797	568.93	-0.096374	9.3511	0.070279	vapor
93.500	1.6805	0.21845	4.5777	1.1868	1.9662	83.519	12.478	20.796	570.45	-0.096649	9.3825	0.070531	vapor
94.000	1.6805	0.21729	4.6021	1.1930	1.9766	83.630	12.478	20.796	571.96	-0.096921	9.4139	0.070782	vapor
94.500	1.6805	0.21615	4.6265	1.1992	1.9870	83.740	12.478	20.796	573.48	-0.097188	9.4453	0.071034	vapor
95.000	1.6805	0.21501	4.6509	1.2055	1.9974	83.850	12.478	20.796	574.98	-0.097452	9.4765	0.071285	vapor
95.500	1.6805	0.21389	4.6753	1.2117	2.0078	83.959	12.478	20.796	576.48	-0.097711	9.5078	0.071535	vapor
96.000	1.6805	0.21278	4.6998	1.2180	2.0182	84.068	12.478	20.796	577.98	-0.097967	9.5390	0.071785	vapor
96.500	1.6805	0.21168	4.7242	1.2242	2.0286	84.176	12.478	20.795	579.48	-0.098218	9.5701	0.072035	vapor
97.000	1.6805	0.21059	4.7486	1.2304	2.0390	84.283	12.478	20.795	580.97	-0.098466	9.6012	0.072284	vapor
97.500	1.6805	0.20951	4.7730	1.2367	2.0494	84.390	12.478	20.795	582.46	-0.098711	9.6323	0.072533	vapor
98.000	1.6805	0.20844	4.7974	1.2429	2.0598	84.497	12.478	20.795	583.94	-0.098951	9.6633	0.072782	vapor
98.500	1.6805	0.20739	4.8219	1.2492	2.0702	84.602	12.478	20.795	585.42	-0.099188	9.6942	0.073030	vapor
99.000	1.6805	0.20634	4.8463	1.2554	2.0806	84.708	12.478	20.795	586.90	-0.099422	9.7252	0.073278	vapor
99.500	1.6805	0.20531	4.8707	1.2616	2.0910	84.812	12.478	20.795	588.37	-0.099652	9.7560	0.073526	vapor
100.00	1.6805	0.20429	4.8951	1.2679	2.1014	84.917	12.478	20.794	589.84	-0.099878	9.7868	0.073773	vapor
100.50	1.6805	0.20327	4.9195	1.2741	2.1118	85.020	12.477	20.794	591.30	-0.10010	9.8078	0.074020	vapor
101.00	1.6805	0.20227	4.9439	1.2804	2.1222	85.124	12.477	20.794	592.76	-0.10032	9.8287	0.074266	vapor
101.50	1.6805	0.20127	4.9684	1.2866	2.1326	85.226	12.477	20.794	594.22	-0.10054	9.8497	0.074512	vapor
102.00	1.6805	0.20029	4.9928	1.2928	2.1430	85.329	12.477	20.794	595.68	-0.10075	9.8706	0.074758	vapor
102.50	1.6805	0.19931	5.0172	1.2991	2.1534	85.430	12.477	20.794	597.13	-0.10096	9.8916	0.075004	vapor
103.00	1.6805	0.19835	5.0416	1.3053	2.1638	85.531	12.477	20.794	598.58	-0.10117	9.9125	0.075249	vapor
103.50	1.6805	0.19739	5.0660	1.3115	2.1742	85.632	12.477	20.794	600.02	-0.10137	9.9334	0.075493	vapor
104.00	1.6805	0.19645	5.0905	1.3178	2.1846	85.732	12.477	20.794	601.46	-0.10158	9.9543	0.075738	vapor
104.50	1.6805	0.19551	5.1149	1.3240	2.1949	85.832	12.477	20.793	602.90	-0.10178	9.9752	0.075982	vapor
105.00	1.6805	0.19458	5.1393	1.3303	2.2053	85.931	12.477	20.793	604.33	-0.10197	9.9961	0.076226	vapor
105.50	1.6805	0.19366	5.1637	1.3365	2.2157	86.030	12.477	20.793	605.76	-0.10216	10.017	0.076469	vapor
106.00	1.6805	0.19275	5.1881	1.3427	2.2261	86.128	12.477	20.793	607.19	-0.10235	10.038	0.076712	vapor
106.50	1.6805	0.19184	5.2125	1.3490	2.2365	86.226	12.477	20.793	608.61	-0.10254	10.059	0.076955	vapor
107.00	1.6805	0.19095	5.2370	1.3552	2.2469	86.324	12.477	20.793	610.03	-0.10273	10.080	0.077197	vapor
107.50	1.6805	0.19006	5.2614	1.3615	2.2573	86.421	12.477	20.793	611.45	-0.10291	10.101	0.077439	vapor
108.00	1.6805	0.18919	5.2858	1.3677	2.2677	86.517	12.477	20.793	612.86	-0.10309	10.121	0.077681	vapor
