Temperature (K)	Pressure (atm)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
108.50	1.6805	0.18832	5.3102	1.3739	2.2781	86.613	12.477	20.793	614.27	-0.10326	10.142	0.077923	vapor
109.00	1.6805	0.18745	5.3346	1.3802	2.2885	86.709	12.477	20.792	615.68	-0.10344	10.163	0.078164	vapor
109.50	1.6805	0.18660	5.3590	1.3864	2.2989	86.804	12.477	20.792	617.08	-0.10361	10.184	0.078405	vapor
110.00	1.6805	0.18575	5.3835	1.3927	2.3093	86.899	12.477	20.792	618.48	-0.10378	10.205	0.078645	vapor
110.50	1.6805	0.18492	5.4079	1.3989	2.3197	86.993	12.477	20.792	619.88	-0.10395	10.235	0.078885	vapor
111.00	1.6805	0.18408	5.4323	1.4051	2.3301	87.087	12.477	20.792	621.27	-0.10411	10.265	0.079125	vapor
111.50	1.6805	0.18326	5.4567	1.4114	2.3405	87.180	12.477	20.792	622.66	-0.10427	10.295	0.079365	vapor
112.00	1.6805	0.18244	5.4811	1.4176	2.3509	87.273	12.477	20.792	624.05	-0.10443	10.325	0.079604	vapor
112.50	1.6805	0.18164	5.5055	1.4238	2.3613	87.366	12.477	20.792	625.44	-0.10459	10.355	0.079843	vapor
113.00	1.6805	0.18083	5.5300	1.4301	2.3717	87.458	12.477	20.792	626.82	-0.10475	10.385	0.080081	vapor
113.50	1.6805	0.18004	5.5544	1.4363	2.3821	87.550	12.477	20.792	628.20	-0.10490	10.415	0.080320	vapor
114.00	1.6805	0.17925	5.5788	1.4426	2.3925	87.641	12.476	20.792	629.57	-0.10505	10.445	0.080558	vapor
114.50	1.6805	0.17847	5.6032	1.4488	2.4029	87.732	12.476	20.792	630.95	-0.10520	10.475	0.080796	vapor
115.00	1.6805	0.17769	5.6276	1.4550	2.4133	87.823	12.476	20.791	632.31	-0.10535	10.505	0.081033	vapor
115.50	1.6805	0.17693	5.6520	1.4613	2.4237	87.913	12.476	20.791	633.68	-0.10549	10.535	0.081270	vapor
116.00	1.6805	0.17617	5.6765	1.4675	2.4341	88.003	12.476	20.791	635.05	-0.10564	10.565	0.081507	vapor
116.50	1.6805	0.17541	5.7009	1.4738	2.4445	88.092	12.476	20.791	636.41	-0.10578	10.595	0.081743	vapor
117.00	1.6805	0.17466	5.7253	1.4800	2.4548	88.181	12.476	20.791	637.76	-0.10592	10.624	0.081980	vapor
117.50	1.6805	0.17392	5.7497	1.4862	2.4652	88.270	12.476	20.791	639.12	-0.10605	10.654	0.082216	vapor
118.00	1.6805	0.17319	5.7741	1.4925	2.4756	88.358	12.476	20.791	640.47	-0.10619	10.683	0.082451	vapor
118.50	1.6805	0.17246	5.7985	1.4987	2.4860	88.446	12.476	20.791	641.82	-0.10632	10.713	0.082687	vapor
119.00	1.6805	0.17173	5.8229	1.5049	2.4964	88.534	12.476	20.791	643.17	-0.10645	10.743	0.082922	vapor
119.50	1.6805	0.17102	5.8474	1.5112	2.5068	88.621	12.476	20.791	644.51	-0.10658	10.772	0.083157	vapor
120.00	1.6805	0.17031	5.8718	1.5174	2.5172	88.708	12.476	20.791	645.85	-0.10671	10.802	0.083391	vapor
120.50	1.6805	0.16960	5.8962	1.5237	2.5276	88.794	12.476	20.791	647.19	-0.10684	10.831	0.083625	vapor
121.00	1.6805	0.16890	5.9206	1.5299	2.5380	88.880	12.476	20.791	648.53	-0.10696	10.860	0.083859	vapor
121.50	1.6805	0.16821	5.9450	1.5361	2.5484	88.966	12.476	20.790	649.86	-0.10708	10.890	0.084093	vapor
122.00	1.6805	0.16752	5.9694	1.5424	2.5588	89.051	12.476	20.790	651.19	-0.10720	10.919	0.084326	vapor
122.50	1.6805	0.16684	5.9938	1.5486	2.5692	89.136	12.476	20.790	652.52	-0.10732	10.948	0.084560	vapor
123.00	1.6805	0.16616	6.0183	1.5548	2.5796	89.221	12.476	20.790	653.84	-0.10744	10.978	0.084792	vapor
123.50	1.6805	0.16549	6.0427	1.5611	2.5900	89.305	12.476	20.790	655.16	-0.10756	11.007	0.085025	vapor
124.00	1.6805	0.16482	6.0671	1.5673	2.6004	89.389	12.476	20.790	656.48	-0.10767	11.036	0.085257	vapor
124.50	1.6805	0.16416	6.0915	1.5736	2.6108	89.473	12.476	20.790	657.80	-0.10778	11.065	0.085489	vapor
125.00	1.6805	0.16351	6.1159	1.5798	2.6212	89.556	12.476	20.790	659.11	-0.10790	11.094	0.085721	vapor
125.50	1.6805	0.16286	6.1403	1.5860	2.6316	89.639	12.476	20.790	660.42	-0.10800	11.123	0.085953	vapor
126.00	1.6805	0.16221	6.1648	1.5923	2.6420	89.722	12.476	20.790	661.73	-0.10811	11.152	0.086184	vapor
126.50	1.6805	0.16157	6.1892	1.5985	2.6524	89.804	12.476	20.790	663.04	-0.10822	11.181	0.086415	vapor
127.00	1.6805	0.16094	6.2136	1.6048	2.6628	89.886	12.476	20.790	664.34	-0.10832	11.210	0.086646	vapor
127.50	1.6805	0.16031	6.2380	1.6110	2.6731	89.968	12.476	20.790	665.64	-0.10843	11.239	0.086876	vapor
128.00	1.6805	0.15968	6.2624	1.6172	2.6835	90.049	12.476	20.790	666.94	-0.10853	11.268	0.087106	vapor
128.50	1.6805	0.15906	6.2868	1.6235	2.6939	90.130	12.476	20.790	668.24	-0.10863	11.297	0.087336	vapor
129.00	1.6805	0.15845	6.3112	1.6297	2.7043	90.211	12.476	20.790	669.53	-0.10873	11.326	0.087566	vapor
129.50	1.6805	0.15784	6.3357	1.6359	2.7147	90.292	12.476	20.790	670.82	-0.10883	11.355	0.087795	vapor
130.00	1.6805	0.15723	6.3601	1.6422	2.7251	90.372	12.476	20.789	672.11	-0.10893	11.383	0.088024	vapor
130.50	1.6805	0.15663	6.3845	1.6484	2.7355	90.452	12.476	20.789	673.40	-0.10902	11.412	0.088253	vapor
131.00	1.6805	0.15603	6.4089	1.6547	2.7459	90.531	12.476	20.789	674.68	-0.10912	11.441	0.088482	vapor
131.50	1.6805	0.15544	6.4333	1.6609	2.7563	90.610	12.476	20.789	675.96	-0.10921	11.469	0.088710	vapor
132.00	1.6805	0.15485	6.4577	1.6671	2.7667	90.689	12.476	20.789	677.24	-0.10930	11.498	0.088939	vapor
132.50	1.6805	0.15427	6.4821	1.6734	2.7771	90.768	12.476	20.789	678.52	-0.10939	11.527	0.089167	vapor
133.00	1.6805	0.15369	6.5065	1.6796	2.7875	90.846	12.476	20.789	679.79	-0.10948	11.555	0.089394	vapor
133.50	1.6805	0.15312	6.5310	1.6858	2.7979	90.924	12.475	20.789	681.06	-0.10957	11.584	0.089622	vapor
134.00	1.6805	0.15255	6.5554	1.6921	2.8083	91.002	12.475	20.789	682.33	-0.10965	11.612	0.089849	vapor
134.50	1.6805	0.15198	6.5798	1.6983	2.8187	91.079	12.475	20.789	683.60	-0.10974	11.641	0.090076	vapor
135.00	1.6805	0.15142	6.6042	1.7046	2.8291	91.156	12.475	20.789	684.86	-0.10982	11.669	0.090302	vapor
135.50	1.6805	0.15086	6.6286	1.7108	2.8395	91.233	12.475	20.789	686.12	-0.10991	11.697	0.090529	vapor
136.00	1.6805	0.15031	6.6530	1.7170	2.8499	91.310	12.475	20.789	687.38	-0.10999	11.726	0.090755	vapor
136.50	1.6805	0.14976	6.6774	1.7233	2.8603	91.386	12.475	20.789	688.64	-0.11007	11.754	0.090981	vapor
137.00	1.6805	0.14921	6.7019	1.7295	2.8706	91.462	12.475	20.789	689.90	-0.11015	11.782	0.091207	vapor
137.50	1.6805	0.14867	6.7263	1.7357	2.8810	91.538	12.475	20.789	691.15	-0.11023	11.811	0.091432	vapor
138.00	1.6805	0.14813	6.7507	1.7420	2.8914	91.613	12.475	20.789	692.40	-0.11031	11.839	0.091657	vapor
138.50	1.6805	0.14760	6.7751	1.7482	2.9018	91.688	12.475	20.789	693.65	-0.11038	11.867	0.091882	vapor
139.00	1.6805	0.14707	6.7995	1.7545	2.9122	91.763	12.475	20.789	694.90	-0.11046	11.895	0.092107	vapor
139.50	1.6805	0.14654	6.8239	1.7607	2.9226	91.838	12.475	20.789	696.14	-0.11053	11.924	0.092332	vapor
140.00	1.6805	0.14602	6.8483	1.7669	2.9330	91.912	12.475	20.789	697.38	-0.11061	11.952	0.092556	vapor
140.50	1.6805	0.14550	6.8728	1.7732	2.9434	91.986	12.475	20.789	698.62	-0.11068	11.980	0.092780	vapor
141.00	1.6805	0.14499	6.8972	1.7794	2.9538	92.060	12.475	20.789	699.86	-0.11075	12.008	0.093004	vapor
141.50	1.6805	0.14448	6.9216	1.7856	2.9642	92.134	12.475	20.788	701.09	-0.11082	12.036	0.093228	vapor
142.00	1.6805	0.14397	6.9460	1.7919	2.9746	92.207	12.475	20.788	702.33	-0.11089	12.064	0.093451	vapor
142.50	1.6805	0.14346	6.9704	1.7981	2.9850	92.280	12.475	20.788	703.56	-0.11096	12.092	0.093674	vapor
143.00	1.6805	0.14296	6.9948	1.8044	2.9954	92.353	12.475	20.788	704.79	-0.11102	12.120	0.093897	vapor
143.50	1.6805	0.14247	7.0192	1.8106	3.0058	92.426	12.475	20.788	706.01	-0.11109	12.148	0.094120	vapor
144.00	1.6805	0.14197	7.0436	1.8168	3.0162	92.498	12.475	20.788	707.24	-0.11116	12.176	0.094342	vapor
144.50	1.6805	0.14148	7.0681	1.8231	3.0266	92.570	12.475	20.788	708.46	-0.11122	12.204	0.094564	vapor
145.00	1.6805	0.14099	7.0925	1.8293	3.0370	92.642	12.475	20.788	709.68	-0.11128	12.231	0.094786	vapor
145.50	1.6805	0.14051	7.1169	1.8355	3.0473	92.713	12.475	20.788	710.90	-0.11135	12.259	0.095008	vapor
146.00	1.6805	0.14003	7.1413	1.8418	3.0577	92.785	12.475	20.788	712.11	-0.11141	12.287	0.095230	vapor
146.50	1.6805	0.13955	7.1657	1.8480	3.0681	92.856	12.475	20.788	713.33	-0.11147	12.315	0.095451	vapor
147.00	1.6805	0.13908	7.1901	1.8543	3.0785	92.927	12.475	20.788	714.54	-0.11153	12.342	0.095672	vapor
147.50	1.6805	0.13861	7.2145	1.8605	3.0889	92.997	12.475	20.788	715.75	-0.11159	12.370	0.095893	vapor
148.00	1.6805	0.13814	7.2389	1.8667	3.0993	93.068	12.475	20.788	716.96	-0.11165	12.398	0.096114	vapor
148.50	1.6805	0.13768	7.2634	1.8730	3.1097	93.138	12.475	20.788	718.16	-0.11171	12.425	0.096335	vapor
149.00	1.6805	0.13722	7.2878	1.8792	3.1201	93.208	12.475	20.788	719.37	-0.11176	12.453	0.096555	vapor
149.50	1.6805	0.13676	7.3122	1.8854	3.1305	93.277	12.475	20.788	720.57	-0.11182	12.481	0.096775	vapor
150.00	1.6805	0.13630	7.3366	1.8917	3.1409	93.347	12.475	20.788	721.77	-0.11187	12.508	0.096995	vapor
150.50	1.6805	0.13585	7.3610	1.8979	3.1513	93.416	12.475	20.788	722.97	-0.11193	12.536	0.097214	vapor
151.00	1.6805	0.13540	7.3854	1.9041	3.1617	93.485	12.475	20.788	724.16	-0.11198	12.563	0.097434	vapor
151.50	1.6805	0.13496	7.4098	1.9104	3.1721	93.553	12.475	20.788	725.35	-0.11204	12.591	0.097653	vapor
152.00	1.6805	0.13451	7.4343	1.9166	3.1825	93.622	12.475	20.788	726.55	-0.11209	12.618	0.097872	vapor
152.50	1.6805	0.13407	7.4587	1.9229	3.1929	93.690	12.475	20.788	727.74	-0.11214	12.646	0.098091	vapor
153.00	1.6805	0.13363	7.4831	1.9291	3.2033	93.758	12.475	20.788	728.92	-0.11219	12.673	0.098310	vapor
153.50	1.6805	0.13320	7.5075	1.9353	3.2137	93.826	12.475	20.788	730.11	-0.11224	12.700	0.098528	vapor
154.00	1.6805	0.13277	7.5319	1.9416	3.2240	93.894	12.475	20.788	731.29	-0.11229	12.728	0.098746	vapor
154.50	1.6805	0.13234	7.5563	1.9478	3.2344	93.961	12.475	20.788	732.48	-0.11234	12.755	0.098964	vapor
155.00	1.6805	0.13191	7.5807	1.9540	3.2448	94.028	12.475	20.788	733.66	-0.11239	12.782	0.099182	vapor
155.50	1.6805	0.13149	7.6051	1.9603	3.2552	94.095	12.475	20.788	734.83	-0.11243	12.810	0.099400	vapor
156.00	1.6805	0.13107	7.6296	1.9665	3.2656	94.162	12.475	20.788	736.01	-0.11248	12.837	0.099617	vapor
156.50	1.6805	0.13065	7.6540	1.9728	3.2760	94.228	12.475	20.788	737.19	-0.11252	12.864	0.099834	vapor
157.00	1.6805	0.13024	7.6784	1.9790	3.2864	94.295	12.475	20.787	738.36	-0.11257	12.891	0.10005	vapor
157.50	1.6805	0.12982	7.7028	1.9852	3.2968	94.361	12.475	20.787	739.53	-0.11261	12.918	0.10027	vapor
158.00	1.6805	0.12941	7.7272	1.9915	3.3072	94.427	12.475	20.787	740.70	-0.11266	12.946	0.10048	vapor
158.50	1.6805	0.12901	7.7516	1.9977	3.3176	94.492	12.475	20.787	741.87	-0.11270	12.973	0.10070	vapor
159.00	1.6805	0.12860	7.7760	2.0039	3.3280	94.558	12.475	20.787	743.03	-0.11274	13.000	0.10092	vapor
159.50	1.6805	0.12820	7.8004	2.0102	3.3384	94.623	12.475	20.787	744.19	-0.11279	13.027	0.10113	vapor
160.00	1.6805	0.12780	7.8249	2.0164	3.3488	94.688	12.475	20.787	745.36	-0.11283	13.054	0.10135	vapor
160.50	1.6805	0.12740	7.8493	2.0227	3.3592	94.753	12.475	20.787	746.52	-0.11287	13.081	0.10156	vapor
161.00	1.6805	0.12701	7.8737	2.0289	3.3696	94.818	12.475	20.787	747.67	-0.11291	13.108	0.10178	vapor
161.50	1.6805	0.12661	7.8981	2.0351	3.3800	94.882	12.475	20.787	748.83	-0.11295	13.135	0.10200	vapor
162.00	1.6805	0.12622	7.9225	2.0414	3.3903	94.946	12.474	20.787	749.98	-0.11299	13.162	0.10221	vapor
162.50	1.6805	0.12583	7.9469	2.0476	3.4007	95.010	12.474	20.787	751.14	-0.11302	13.189	0.10242	vapor
163.00	1.6805	0.12545	7.9713	2.0538	3.4111	95.074	12.474	20.787	752.29	-0.11306	13.216	0.10264	vapor
163.50	1.6805	0.12507	7.9957	2.0601	3.4215	95.138	12.474	20.787	753.44	-0.11310	13.243	0.10285	vapor
164.00	1.6805	0.12469	8.0202	2.0663	3.4319	95.201	12.474	20.787	754.59	-0.11313	13.270	0.10307	vapor
164.50	1.6805	0.12431	8.0446	2.0725	3.4423	95.265	12.474	20.787	755.73	-0.11317	13.296	0.10328	vapor
165.00	1.6805	0.12393	8.0690	2.0788	3.4527	95.328	12.474	20.787	756.87	-0.11321	13.323	0.10350	vapor
165.50	1.6805	0.12356	8.0934	2.0850	3.4631	95.391	12.474	20.787	758.02	-0.11324	13.350	0.10371	vapor
166.00	1.6805	0.12319	8.1178	2.0913	3.4735	95.453	12.474	20.787	759.16	-0.11327	13.377	0.10392	vapor
166.50	1.6805	0.12282	8.1422	2.0975	3.4839	95.516	12.474	20.787	760.30	-0.11331	13.403	0.10414	vapor
167.00	1.6805	0.12245	8.1666	2.1037	3.4943	95.578	12.474	20.787	761.43	-0.11334	13.430	0.10435	vapor
167.50	1.6805	0.12208	8.1910	2.1100	3.5047	95.640	12.474	20.787	762.57	-0.11337	13.457	0.10456	vapor
168.00	1.6805	0.12172	8.2155	2.1162	3.5151	95.702	12.474	20.787	763.70	-0.11341	13.484	0.10478	vapor
168.50	1.6805	0.12136	8.2399	2.1224	3.5255	95.764	12.474	20.787	764.84	-0.11344	13.510	0.10499	vapor
169.00	1.6805	0.12100	8.2643	2.1287	3.5359	95.826	12.474	20.787	765.97	-0.11347	13.537	0.10520	vapor
169.50	1.6805	0.12065	8.2887	2.1349	3.5462	95.887	12.474	20.787	767.09	-0.11350	13.563	0.10541	vapor
170.00	1.6805	0.12029	8.3131	2.1411	3.5566	95.948	12.474	20.787	768.22	-0.11353	13.590	0.10562	vapor
170.50	1.6805	0.11994	8.3375	2.1474	3.5670	96.009	12.474	20.787	769.35	-0.11356	13.617	0.10584	vapor
171.00	1.6805	0.11959	8.3619	2.1536	3.5774	96.070	12.474	20.787	770.47	-0.11359	13.643	0.10605	vapor
171.50	1.6805	0.11924	8.3863	2.1599	3.5878	96.131	12.474	20.787	771.59	-0.11362	13.670	0.10626	vapor
172.00	1.6805	0.11890	8.4107	2.1661	3.5982	96.192	12.474	20.787	772.71	-0.11365	13.696	0.10647	vapor
172.50	1.6805	0.11855	8.4352	2.1723	3.6086	96.252	12.474	20.787	773.83	-0.11367	13.723	0.10668	vapor
173.00	1.6805	0.11821	8.4596	2.1786	3.6190	96.312	12.474	20.787	774.95	-0.11370	13.749	0.10689	vapor
173.50	1.6805	0.11787	8.4840	2.1848	3.6294	96.372	12.474	20.787	776.06	-0.11373	13.776	0.10710	vapor
174.00	1.6805	0.11753	8.5084	2.1910	3.6398	96.432	12.474	20.787	777.18	-0.11375	13.802	0.10731	vapor
174.50	1.6805	0.11719	8.5328	2.1973	3.6502	96.491	12.474	20.787	778.29	-0.11378	13.828	0.10753	vapor
175.00	1.6805	0.11686	8.5572	2.2035	3.6606	96.551	12.474	20.787	779.40	-0.11381	13.855	0.10774	vapor
175.50	1.6805	0.11653	8.5816	2.2098	3.6710	96.610	12.474	20.787	780.51	-0.11383	13.881	0.10795	vapor
176.00	1.6805	0.11620	8.6060	2.2160	3.6814	96.669	12.474	20.787	781.62	-0.11386	13.907	0.10816	vapor
176.50	1.6805	0.11587	8.6305	2.2222	3.6918	96.728	12.474	20.787	782.73	-0.11388	13.934	0.10836	vapor
177.00	1.6805	0.11554	8.6549	2.2285	3.7022	96.787	12.474	20.787	783.83	-0.11390	13.960	0.10857	vapor
177.50	1.6805	0.11522	8.6793	2.2347	3.7125	96.846	12.474	20.787	784.93	-0.11393	13.986	0.10878	vapor
178.00	1.6805	0.11489	8.7037	2.2409	3.7229	96.904	12.474	20.787	786.03	-0.11395	14.012	0.10899	vapor
178.50	1.6805	0.11457	8.7281	2.2472	3.7333	96.963	12.474	20.787	787.13	-0.11397	14.039	0.10920	vapor
179.00	1.6805	0.11425	8.7525	2.2534	3.7437	97.021	12.474	20.787	788.23	-0.11399	14.065	0.10941	vapor
179.50	1.6805	0.11394	8.7769	2.2596	3.7541	97.079	12.474	20.787	789.33	-0.11402	14.091	0.10962	vapor
180.00	1.6805	0.11362	8.8013	2.2659	3.7645	97.137	12.474	20.787	790.43	-0.11404	14.117	0.10983	vapor
180.50	1.6805	0.11330	8.8258	2.2721	3.7749	97.194	12.474	20.787	791.52	-0.11406	14.143	0.11004	vapor
181.00	1.6805	0.11299	8.8502	2.2784	3.7853	97.252	12.474	20.787	792.61	-0.11408	14.169	0.11024	vapor
181.50	1.6805	0.11268	8.8746	2.2846	3.7957	97.309	12.474	20.787	793.70	-0.11410	14.196	0.11045	vapor
182.00	1.6805	0.11237	8.8990	2.2908	3.8061	97.366	12.474	20.787	794.79	-0.11412	14.222	0.11066	vapor
182.50	1.6805	0.11206	8.9234	2.2971	3.8165	97.423	12.474	20.787	795.88	-0.11414	14.248	0.11087	vapor
183.00	1.6805	0.11176	8.9478	2.3033	3.8269	97.480	12.474	20.786	796.97	-0.11416	14.274	0.11108	vapor
183.50	1.6805	0.11146	8.9722	2.3095	3.8373	97.537	12.474	20.786	798.05	-0.11418	14.300	0.11128	vapor
184.00	1.6805	0.11115	8.9966	2.3158	3.8477	97.593	12.474	20.786	799.13	-0.11419	14.326	0.11149	vapor
184.50	1.6805	0.11085	9.0211	2.3220	3.8580	97.650	12.474	20.786	800.22	-0.11421	14.352	0.11170	vapor
185.00	1.6805	0.11055	9.0455	2.3282	3.8684	97.706	12.474	20.786	801.30	-0.11423	14.378	0.11190	vapor
185.50	1.6805	0.11026	9.0699	2.3345	3.8788	97.762	12.474	20.786	802.38	-0.11425	14.404	0.11211	vapor
186.00	1.6805	0.10996	9.0943	2.3407	3.8892	97.818	12.474	20.786	803.45	-0.11426	14.430	0.11232	vapor
186.50	1.6805	0.10966	9.1187	2.3470	3.8996	97.874	12.474	20.786	804.53	-0.11428	14.455	0.11252	vapor
187.00	1.6805	0.10937	9.1431	2.3532	3.9100	97.930	12.474	20.786	805.60	-0.11430	14.481	0.11273	vapor
187.50	1.6805	0.10908	9.1675	2.3594	3.9204	97.985	12.474	20.786	806.68	-0.11431	14.507	0.11294	vapor
188.00	1.6805	0.10879	9.1919	2.3657	3.9308	98.040	12.474	20.786	807.75	-0.11433	14.533	0.11314	vapor
188.50	1.6805	0.10850	9.2163	2.3719	3.9412	98.096	12.474	20.786	808.82	-0.11434	14.559	0.11335	vapor
189.00	1.6805	0.10822	9.2408	2.3781	3.9516	98.151	12.474	20.786	809.89	-0.11436	14.585	0.11355	vapor
189.50	1.6805	0.10793	9.2652	2.3844	3.9620	98.206	12.474	20.786	810.96	-0.11437	14.610	0.11376	vapor
190.00	1.6805	0.10765	9.2896	2.3906	3.9724	98.260	12.474	20.786	812.02	-0.11439	14.636	0.11396	vapor
190.50	1.6805	0.10737	9.3140	2.3968	3.9828	98.315	12.474	20.786	813.09	-0.11440	14.662	0.11417	vapor
191.00	1.6805	0.10708	9.3384	2.4031	3.9932	98.370	12.474	20.786	814.15	-0.11442	14.688	0.11437	vapor
191.50	1.6805	0.10681	9.3628	2.4093	4.0036	98.424	12.474	20.786	815.21	-0.11443	14.713	0.11458	vapor
192.00	1.6805	0.10653	9.3872	2.4156	4.0139	98.478	12.474	20.786	816.27	-0.11444	14.739	0.11478	vapor
192.50	1.6805	0.10625	9.4116	2.4218	4.0243	98.532	12.474	20.786	817.33	-0.11445	14.765	0.11499	vapor
193.00	1.6805	0.10598	9.4361	2.4280	4.0347	98.586	12.474	20.786	818.39	-0.11447	14.790	0.11519	vapor
193.50	1.6805	0.10570	9.4605	2.4343	4.0451	98.640	12.474	20.786	819.45	-0.11448	14.816	0.11540	vapor
194.00	1.6805	0.10543	9.4849	2.4405	4.0555	98.693	12.474	20.786	820.50	-0.11449	14.842	0.11560	vapor
194.50	1.6805	0.10516	9.5093	2.4467	4.0659	98.747	12.474	20.786	821.56	-0.11450	14.867	0.11581	vapor
195.00	1.6805	0.10489	9.5337	2.4530	4.0763	98.800	12.474	20.786	822.61	-0.11451	14.893	0.11601	vapor
195.50	1.6805	0.10462	9.5581	2.4592	4.0867	98.854	12.474	20.786	823.66	-0.11453	14.918	0.11621	vapor
196.00	1.6805	0.10436	9.5825	2.4655	4.0971	98.907	12.474	20.786	824.71	-0.11454	14.944	0.11642	vapor
196.50	1.6805	0.10409	9.6069	2.4717	4.1075	98.960	12.474	20.786	825.76	-0.11455	14.969	0.11662	vapor
197.00	1.6805	0.10383	9.6314	2.4779	4.1179	99.012	12.474	20.786	826.81	-0.11456	14.995	0.11682	vapor
197.50	1.6805	0.10357	9.6558	2.4842	4.1283	99.065	12.474	20.786	827.85	-0.11457	15.020	0.11703	vapor
198.00	1.6805	0.10330	9.6802	2.4904	4.1387	99.118	12.474	20.786	828.90	-0.11458	15.046	0.11723	vapor
198.50	1.6805	0.10304	9.7046	2.4966	4.1491	99.170	12.474	20.786	829.94	-0.11459	15.071	0.11743	vapor
199.00	1.6805	0.10279	9.7290	2.5029	4.1595	99.222	12.474	20.786	830.98	-0.11459	15.097	0.11763	vapor
199.50	1.6805	0.10253	9.7534	2.5091	4.1698	99.275	12.474	20.786	832.02	-0.11460	15.122	0.11784	vapor
200.00	1.6805	0.10227	9.7778	2.5153	4.1802	99.327	12.474	20.786	833.06	-0.11461	15.148	0.11804	vapor
200.50	1.6805	0.10202	9.8022	2.5216	4.1906	99.379	12.474	20.786	834.10	-0.11462	15.173	0.11824	vapor
201.00	1.6805	0.10176	9.8266	2.5278	4.2010	99.430	12.474	20.786	835.14	-0.11463	15.198	0.11844	vapor
201.50	1.6805	0.10151	9.8511	2.5341	4.2114	99.482	12.474	20.786	836.17	-0.11464	15.224	0.11864	vapor
202.00	1.6805	0.10126	9.8755	2.5403	4.2218	99.533	12.474	20.786	837.20	-0.11464	15.249	0.11885	vapor
202.50	1.6805	0.10101	9.8999	2.5465	4.2322	99.585	12.474	20.786	838.24	-0.11465	15.274	0.11905	vapor
203.00	1.6805	0.10076	9.9243	2.5528	4.2426	99.636	12.474	20.786	839.27	-0.11466	15.299	0.11925	vapor
203.50	1.6805	0.10052	9.9487	2.5590	4.2530	99.687	12.474	20.786	840.30	-0.11467	15.325	0.11945	vapor
204.00	1.6805	0.10027	9.9731	2.5652	4.2634	99.738	12.474	20.786	841.33	-0.11467	15.350	0.11965	vapor
204.50	1.6805	0.10002	9.9975	2.5715	4.2738	99.789	12.474	20.786	842.36	-0.11468	15.375	0.11985	vapor
205.00	1.6805	0.099781	10.022	2.5777	4.2842	99.840	12.474	20.786	843.38	-0.11468	15.400	0.12005	vapor
205.50	1.6805	0.099539	10.046	2.5839	4.2946	99.891	12.474	20.786	844.41	-0.11469	15.426	0.12025	vapor
206.00	1.6805	0.099297	10.071	2.5902	4.3050	99.941	12.474	20.786	845.43	-0.11470	15.451	0.12045	vapor
206.50	1.6805	0.099057	10.095	2.5964	4.3153	99.991	12.474	20.786	846.46	-0.11470	15.476	0.12065	vapor
207.00	1.6805	0.098818	10.120	2.6027	4.3257	100.04	12.474	20.786	847.48	-0.11471	15.501	0.12085	vapor
207.50	1.6805	0.098580	10.144	2.6089	4.3361	100.09	12.474	20.786	848.50	-0.11471	15.526	0.12105	vapor
208.00	1.6805	0.098344	10.168	2.6151	4.3465	100.14	12.474	20.786	849.52	-0.11472	15.551	0.12125	vapor
208.50	1.6805	0.098108	10.193	2.6214	4.3569	100.19	12.474	20.786	850.53	-0.11472	15.577	0.12145	vapor
209.00	1.6805	0.097874	10.217	2.6276	4.3673	100.24	12.474	20.786	851.55	-0.11473	15.602	0.12165	vapor
209.50	1.6805	0.097641	10.242	2.6338	4.3777	100.29	12.474	20.786	852.57	-0.11473	15.627	0.12185	vapor
210.00	1.6805	0.097408	10.266	2.6401	4.3881	100.34	12.474	20.786	853.58	-0.11473	15.652	0.12205	vapor
210.50	1.6805	0.097177	10.290	2.6463	4.3985	100.39	12.474	20.786	854.59	-0.11474	15.677	0.12225	vapor
211.00	1.6805	0.096947	10.315	2.6525	4.4089	100.44	12.474	20.786	855.61	-0.11474	15.702	0.12245	vapor
211.50	1.6805	0.096718	10.339	2.6588	4.4193	100.49	12.474	20.786	856.62	-0.11475	15.727	0.12265	vapor
212.00	1.6805	0.096491	10.364	2.6650	4.4297	100.54	12.474	20.786	857.63	-0.11475	15.752	0.12285	vapor
212.50	1.6805	0.096264	10.388	2.6712	4.4401	100.59	12.474	20.786	858.63	-0.11475	15.777	0.12305	vapor
213.00	1.6805	0.096038	10.413	2.6775	4.4505	100.64	12.473	20.786	859.64	-0.11475	15.802	0.12325	vapor
213.50	1.6805	0.095813	10.437	2.6837	4.4608	100.68	12.473	20.786	860.65	-0.11476	15.827	0.12345	vapor
214.00	1.6805	0.095590	10.461	2.6900	4.4712	100.73	12.473	20.786	861.65	-0.11476	15.852	0.12364	vapor
214.50	1.6805	0.095367	10.486	2.6962	4.4816	100.78	12.473	20.786	862.66	-0.11476	15.876	0.12384	vapor
215.00	1.6805	0.095146	10.510	2.7024	4.4920	100.83	12.473	20.786	863.66	-0.11476	15.901	0.12404	vapor
215.50	1.6805	0.094925	10.535	2.7087	4.5024	100.88	12.473	20.786	864.66	-0.11477	15.926	0.12424	vapor
216.00	1.6805	0.094706	10.559	2.7149	4.5128	100.93	12.473	20.786	865.66	-0.11477	15.951	0.12444	vapor
